"sex"|"race_nonwhite"|"U"|"UGPA"|"pr_UGPA"|"scf_UGPA"|"LSAT"|"pr_LSAT"|"scf_LSAT"
"3256"|"Male"|"NonWhite"|0.706273645268647|3.3|3.21830839688194|3.44431952377436|33|33.667656882894|38.6351179473734
"3257"|"Male"|"White"|-0.772800940235652|2.8|2.93335991431825|2.93335991431825|39|36.810603866244|36.810603866244
"3259"|"Male"|"NonWhite"|1.31130732501426|3.6|3.42732271958102|3.65333384647344|33|34.3405309515756|39.4072705535874
"3261"|"Female"|"White"|0.72300564297324|3.7|3.58361281959|3.58361281959|34|38.0332069840533|38.0332069840533
"3266"|"Male"|"White"|0.178233914298607|3.3|3.26190345269991|3.26190345269991|33|37.9736006344305|37.9736006344305
"3267"|"Male"|"White"|0.0986123799394655|3.3|3.23439747801874|3.23439747801874|30|37.874839933537|37.874839933537
"3268"|"Female"|"NonWhite"|-0.0428266612196781|3.1|3.09303803992826|3.31904916682068|35|32.3232814001923|37.0923879165786
"3269"|"Male"|"White"|0.177472297093625|3.3|3.26164034519105|3.26164034519105|34|37.972654723331|37.972654723331
"3271"|"Female"|"White"|1.02470456270894|3.8|3.68783742307672|3.68783742307672|34|38.4103606984031|38.4103606984031
"3274"|"Female"|"White"|0.570371083137701|3.6|3.53088383901835|3.53088383901835|37|37.843811576239|37.843811576239
"3275"|"Female"|"White"|0.231188576599301|3.4|3.41371019356888|3.41371019356888|44|37.426309331168|37.426309331168
"3276"|"Male"|"White"|0.795486946221288|3.6|3.47513906043586|3.47513906043586|36|38.7480150561069|38.7480150561069
"3277"|"Female"|"White"|0.509590925559208|3.6|3.50988678729199|3.50988678729199|30|37.7686558113632|37.7686558113632
"3279"|"Female"|"White"|0.431679463507653|3.5|3.48297157245957|3.48297157245957|38|37.6725351246062|37.6725351246062
"3282"|"Male"|"White"|0.474702683954109|3.4|3.36432125383295|3.36432125383295|41|38.343603604956|38.343603604956
"3284"|"Female"|"White"|-0.24643631690397|3.2|3.24871038122491|3.24871038122491|41|36.8461952575652|36.8461952575652
"3285"|"Male"|"White"|0.415885673311929|3.4|3.34400238886046|3.34400238886046|39|38.2699124406928|38.2699124406928
"3288"|"Female"|"White"|-0.071344921069915|3.3|3.30919727763385|3.30919727763385|37|37.0578065226779|37.0578065226779
"3291"|"Male"|"NonWhite"|-0.844574065249259|2.6|2.68255411629443|2.90856524318685|31|32.0025143584025|36.724293619542
"3294"|"Male"|"White"|0.504899884649094|3.4|3.37475314822488|3.37475314822488|38|38.3814924442464|38.3814924442464
"3296"|"Male"|"White"|-0.0123483112673299|3.2|3.19606510992882|3.19606510992882|36|37.7376351221302|37.7376351221302
"3298"|"Female"|"White"|0.97358084930561|3.8|3.6701762767826|3.6701762767826|38|38.3461887916441|38.3461887916441
"3299"|"Male"|"NonWhite"|-0.685687004222862|2.6|2.73744307959982|2.96345420649223|41|32.1692539646584|36.915634655736
"3303"|"Female"|"NonWhite"|1.40961929697222|3.8|3.59479855074171|3.82080967763413|32|33.8958478140399|38.8969770832797
"3304"|"Male"|"White"|0.374591385910964|3.4|3.32973690612554|3.32973690612554|37|38.2182599338209|38.2182599338209
"3307"|"Female"|"White"|-0.130156450525113|3.3|3.28888030618667|3.28888030618667|34|36.9865931152787|36.9865931152787
"3308"|"Female"|"NonWhite"|-0.762161058331488|2.7|2.8445375070824|3.07054863397482|40|31.5716850671037|36.2298980474827
"3309"|"Female"|"White"|-0.872309221693708|2.9|3.03249696093178|3.03249696093178|36|36.0996115164563|36.0996115164563
"3310"|"Female"|"White"|-0.0539834602503929|3.3|3.31519495031843|3.31519495031843|38|37.0788552814038|37.0788552814038
"3313"|"Female"|"NonWhite"|-0.913263979599773|2.7|2.79233764482015|3.01834877171257|28|31.4160400897267|36.0512885861889
"3316"|"Male"|"White"|0.20352465808616|3.3|3.27064036745403|3.27064036745403|31|38.0050245441316|38.0050245441316
"3318"|"Male"|"NonWhite"|0.782865271307437|3.3|3.24476766250109|3.4707787893935|39|33.7521021801741|38.7320226423412
"3319"|"Male"|"NonWhite"|0.696299966506839|3.3|3.21486289991044|3.44087402680286|34|33.6566760662067|38.6225169769718
"3320"|"Female"|"White"|-7.00507177805521|0|0.913879014685974|0.913879014685974|39|29.5386465316825|29.5386465316825
"3322"|"Female"|"White"|1.43992604474332|4|3.83127941604812|3.83127941604812|39|38.9355522359097|38.9355522359097
"3323"|"Female"|"White"|0.30777640247163|3.5|3.44016814638637|3.44016814638637|35|37.5201774260598|37.5201774260598
"3325"|"Male"|"White"|0.188246418061724|3.3|3.26536236211707|3.26536236211707|40|37.9860381257124|37.9860381257124
"3328"|"Female"|"NonWhite"|-1.2429261979123|2.5|2.67845286850647|2.90446399539889|39|31.0791264378485|35.6646653434824
"3329"|"Male"|"NonWhite"|0.272075015200159|3.1|3.06831057755593|3.29432170444834|33|33.1929140238409|38.0903296237313
"3336"|"Female"|"White"|-0.308858518577137|3.2|3.22714607060738|3.22714607060738|40|36.7710458295492|36.7710458295492
"3341"|"Male"|"White"|1.07351200687838|3.7|3.5711853165237|3.5711853165237|36|39.1019689459535|39.1019689459535
"3343"|"Male"|"White"|0.38072545018885|3.4|3.33185597376319|3.33185597376319|38|38.2259282498744|38.2259282498744
"3345"|"Female"|"NonWhite"|-1.41932220605826|2.4|2.61751528204856|2.84352640894097|32|30.9003367078628|35.4594962599967
"3346"|"Male"|"White"|0.000315037858344369|3.2|3.20043977770222|3.20043977770222|39|37.7532684129802|37.7532684129802
"3347"|"Female"|"White"|1.44581326075311|4|3.83331320773288|3.83331320773288|35|38.9430500614038|38.9430500614038
"3348"|"Female"|"NonWhite"|0.753148879042248|3.5|3.36801494452444|3.59402607141686|29|33.1758273494992|38.0707219129596
"3349"|"Male"|"NonWhite"|-0.455551361553343|2.7|2.81694550581469|3.04295663270711|41|32.4123050532635|37.1945464763047
"3351"|"Male"|"White"|-0.192883557068441|3.1|3.13369758661954|3.13369758661954|40|37.5154615866537|37.5154615866537
"3352"|"Female"|"White"|1.15244333751818|3.9|3.7319659309482|3.7319659309482|34|38.5711717444737|38.5711717444737
"3353"|"Male"|"White"|-0.667051931041949|2.9|2.96989186001426|2.96989186001426|37|36.9381413133389|36.9381413133389
"3355"|"Female"|"White"|0.878506689016385|3.8|3.63733205358598|3.63733205358598|27|38.2271340075616|38.2271340075616
"3356"|"Female"|"White"|-0.0953670403389991|3.3|3.300898620622|3.300898620622|33|37.0287021906597|37.0287021906597
"3358"|"Male"|"White"|0.350779745115404|3.4|3.32151096079415|3.32151096079415|34|38.1885071001303|38.1885071001303
"3360"|"Female"|"NonWhite"|-0.0750962113024582|3.1|3.08189023381408|3.30790136070649|28|32.289184382466|37.0532600881677
"3362"|"Female"|"White"|-0.118721704882365|3.3|3.29283054184423|3.29283054184423|34|37.0004284368622|37.0004284368622
"3366"|"Female"|"NonWhite"|-0.713748176525396|2.8|2.86126217223636|3.08727329912877|30|31.6217161364166|36.2873109013282
"3369"|"Female"|"White"|0.946761499956559|3.8|3.66091129149818|3.66091129149818|32|38.3125672837263|38.3125672837263
"3375"|"Male"|"White"|-0.409415105980938|3|3.05889481686636|3.05889481686636|40|37.2507141616025|37.2507141616025
"3380"|"Male"|"White"|-0.49932159237584|3|3.02783581306349|3.02783581306349|25|37.1413375514681|37.1413375514681
"3382"|"Female"|"White"|-0.549149715882206|3.1|3.14413531676573|3.14413531676573|31|36.4831896372715|36.4831896372715
"3383"|"Male"|"White"|-1.07108156158711|2.7|2.83031619273196|2.83031619273196|38|36.4532335575723|36.4532335575723
"3385"|"Male"|"White"|-0.461141757093661|3|3.04102538032134|3.04102538032134|34|37.1877463135545|37.1877463135545
"3386"|"Male"|"White"|-0.149170330664289|3.1|3.14879871357448|3.14879871357448|39|37.5691364390149|37.5691364390149
"3387"|"Female"|"NonWhite"|-0.290009036470572|3|3.00764666672745|3.23365779361987|27|32.0630163816515|36.7937223538435
"3388"|"Male"|"White"|-1.08872085936623|2.7|2.8242225387725|2.8242225387725|34|36.432208882898|36.432208882898
"3389"|"Male"|"White"|1.02123734534969|3.7|3.55312656485497|3.55312656485497|34|39.0351721162157|39.0351721162157
"3390"|"Male"|"NonWhite"|0.169713929623815|3.1|3.03294902052413|3.25896014741655|20|33.081973378919|37.9630203513152
"3392"|"Male"|"White"|-0.689773210691437|2.9|2.96204258974092|2.96204258974092|36|36.9107013409101|36.9107013409101
"3393"|"Male"|"NonWhite"|0.0215992415521033|3|2.98178147027782|3.20779259717023|30|32.9221003401539|37.7795590035066
"3394"|"Female"|"White"|-2.33321108461745|2.2|2.52781528182721|2.52781528182721|43|34.4152841492097|34.4152841492097
"3399"|"Male"|"White"|0.165940924626797|3.3|3.25765672892863|3.25765672892863|32|37.9583359019635|37.9583359019635
"3400"|"Female"|"White"|-0.131507733694167|3.3|3.28841349327061|3.28841349327061|31|36.9849584896418|36.9849584896418
"3401"|"Female"|"NonWhite"|-0.2602020302987|3|3.01794376491432|3.24395489180674|31|32.0942895333939|36.8296096717628
"3404"|"Female"|"White"|0.306129422260294|3.5|3.43959918226934|3.43959918226934|31|37.5181563680772|37.5181563680772
"3406"|"Male"|"White"|0.548663437605141|3.5|3.38987166093951|3.38987166093951|29|38.4364696281947|38.4364696281947
"3408"|"Male"|"White"|0.632858047419767|3.5|3.41895744563949|3.41895744563949|32|38.5424591878498|38.5424591878498
"3410"|"Male"|"White"|0.431636743318063|3.4|3.34944373756439|3.34944373756439|37|38.2896328810217|38.2896328810217
"3413"|"Female"|"White"|-0.0861406896965727|3.3|3.30408594637769|3.30408594637769|37|37.039877799209|37.039877799209
"3414"|"Male"|"NonWhite"|0.198845349211694|3.1|3.0430127312534|3.26902385814581|25|33.1135086940434|37.9992085132529
"3415"|"Male"|"White"|0.866788692417755|3.6|3.49977088951814|3.49977088951814|39|38.8384827099656|38.8384827099656
"3416"|"Female"|"White"|0.791294464254942|3.7|3.60720380668036|3.60720380668036|38|38.1182492569502|38.1182492569502
"3417"|"Female"|"White"|-1.64816979977094|2.6|2.7644689508152|2.7644689508152|22|35.1950777733116|35.1950777733116
"3418"|"Female"|"White"|0.0872315624141279|3.4|3.36397894913577|3.36397894913577|31|37.2505068371645|37.2505068371645
"3420"|"Male"|"White"|0.293076267576258|3.4|3.30157677584051|3.30157677584051|29|38.1165021891452|38.1165021891452
"3421"|"Male"|"White"|0.574606743733719|3.5|3.39883400921956|3.39883400921956|31|38.4690976154689|38.4690976154689
"3422"|"Male"|"White"|-1.07304162628506|2.7|2.82963907076503|2.82963907076503|42|36.450896713417|36.450896713417
"3426"|"Male"|"White"|-0.573707842700234|2.9|3.00213841430675|3.00213841430675|41|37.0510850566942|37.0510850566942
"3429"|"Male"|"White"|0.0214638095277244|3.2|3.20774581096015|3.20774581096015|40|37.7793916578294|37.7793916578294
"3433"|"Female"|"White"|-0.155941484582504|3.3|3.27997263441616|3.27997263441616|34|36.9554138319917|36.9554138319917
"3434"|"Female"|"White"|0.36598893776447|3.5|3.46027818991642|3.46027818991642|38|37.5916817170763|37.5916817170763
"3435"|"Male"|"White"|0.447632244400578|3.4|3.35496952718059|3.35496952718059|39|38.3096697503361|38.3096697503361
"3436"|"Male"|"White"|0.596790390214259|3.5|3.40649754928245|3.40649754928245|35|38.4970191769647|38.4970191769647
"3440"|"Male"|"White"|-0.547085729724946|2.9|3.0113352625131|3.0113352625131|44|37.0833603165565|37.0833603165565
"3441"|"Female"|"White"|-0.739552771235512|3|3.07835886995497|3.07835886995497|37|36.2566979093293|36.2566979093293
"3443"|"Male"|"White"|1.24213436374868|3.8|3.62943742527901|3.62943742527901|36|39.3182154642911|39.3182154642911
"3448"|"Female"|"White"|1.19974528321907|3.9|3.74830681323954|3.74830681323954|36|38.6308910891767|38.6308910891767
"3450"|"Male"|"White"|-0.427007541435697|3|3.05281735191805|3.05281735191805|38|37.2292865958274|37.2292865958274
"3454"|"Male"|"White"|0.884626674894955|3.6|3.50593318089233|3.50593318089233|42|38.8611485536139|38.8611485536139
"3455"|"Female"|"White"|-1.15825432388291|2.8|2.9337146553115|2.9337146553115|34|35.7635698372888|35.7635698372888
"3457"|"Male"|"White"|-1.02413563397553|2.7|2.84653408537447|2.84653408537447|42|36.5092485974819|36.5092485974819
"3458"|"Male"|"White"|-0.547621385464092|2.9|3.01115021542355|3.01115021542355|41|37.0827106384303|37.0827106384303
"3459"|"Male"|"White"|0.414050651163387|3.4|3.3433684639661|3.3433684639661|39|38.267615641894|38.267615641894
"3461"|"Male"|"White"|0.349705166424586|3.4|3.32113973792711|3.32113973792711|37|38.1871649519125|38.1871649519125
"3462"|"Male"|"White"|-0.219626920867165|3.1|3.12445885122644|3.12445885122644|40|37.4826616042942|37.4826616042942
"3463"|"Female"|"White"|-0.331121194603093|3.2|3.21945522907771|3.21945522907771|39|36.7442811251986|36.7442811251986
"3464"|"Female"|"White"|-0.0582214622014992|3.3|3.31373089445334|3.31373089445334|41|37.0737160925495|37.0737160925495
"3465"|"Male"|"White"|0.0492329700121796|3.2|3.21733891703818|3.21733891703818|42|37.8137199464621|37.8137199464621
"3467"|"Female"|"White"|-1.90604275893389|2.4|2.67538441931521|2.67538441931521|41|34.8994843502929|34.8994843502929
"3468"|"Male"|"White"|-0.450564981316446|3|3.04467922257743|3.04467922257743|36|37.2006129634362|37.2006129634362
"3471"|"Male"|"White"|-0.158672062849369|3.1|3.14551625478976|3.14551625478976|41|37.5574628681944|37.5574628681944
"3475"|"Male"|"White"|-0.58757488499869|2.9|2.99734791990805|2.99734791990805|42|37.0342845068803|37.0342845068803
"3476"|"Male"|"White"|1.51192096062563|3.9|3.72263763000685|3.72263763000685|38|39.6666882404792|39.6666882404792
"3477"|"Female"|"White"|0.558728454174518|3.6|3.5268617881993|3.5268617881993|35|37.8294036840811|37.8294036840811
"3478"|"Male"|"White"|-1.02307495537377|2.7|2.8469005063308|2.8469005063308|41|36.5105151740266|36.5105151740266
"3480"|"Female"|"White"|-0.303870131195124|3.2|3.22886935386402|3.22886935386402|39|36.7770456573895|36.7770456573895
"3483"|"Female"|"NonWhite"|-0.14357392559046|3|3.05823399193692|3.28424511882934|42|32.2169477841723|36.9703654125774
"3484"|"Female"|"White"|-0.420888134524485|3.1|3.18844443285836|3.18844443285836|40|36.6365587310908|36.6365587310908
"3487"|"Male"|"White"|0.264966505811265|3.3|3.29186600598881|3.29186600598881|40|38.081474798513|38.081474798513
"3488"|"Female"|"White"|-0.0920670781955748|3.3|3.30203862220444|3.30203862220444|38|37.032698950856|37.032698950856
"3490"|"Female"|"White"|-1.11819400254017|2.8|2.94755385338074|2.94755385338074|42|35.8104594929696|35.8104594929696
"3492"|"Female"|"NonWhite"|-0.265903820127498|3|3.01597403037039|3.2419851572628|31|32.0883049257562|36.8227420711229
"3493"|"Male"|"White"|-1.30020113224502|2.6|2.75116477772594|2.75116477772594|36|36.1810830058213|36.1810830058213
"3494"|"Male"|"White"|-0.707511100611399|2.9|2.95591487624026|2.95591487624026|36|36.8892938638661|36.8892938638661
"3496"|"Male"|"White"|-0.444772726864068|3|3.04668020893868|3.04668020893868|43|37.2076611285919|37.2076611285919
"3498"|"Female"|"White"|-0.932876194894952|2.9|3.01157355566464|3.01157355566464|40|36.0281708465431|36.0281708465431
"3499"|"Male"|"NonWhite"|0.920991880150466|3.4|3.29248474100519|3.5184958678976|32|33.9049280061018|38.9073970032793
"3500"|"Male"|"White"|-0.385351362638351|3|3.06720785328852|3.06720785328852|39|37.2800437462176|37.2800437462176
"3501"|"Male"|"White"|0.280247051658868|3.3|3.29714480789311|3.29714480789311|40|38.1005117920712|38.1005117920712
"3502"|"Female"|"White"|-0.218953099837446|3.2|3.25820470557916|3.25820470557916|40|36.8793306889039|36.8793306889039
"3503"|"Male"|"White"|0.666756536114461|3.5|3.43066798323803|3.43066798323803|39|38.5852152538462|38.5852152538462
"3506"|"Female"|"White"|-0.240961306701168|3.2|3.25060177270875|3.25060177270875|40|36.8527938859819|36.8527938859819
"3508"|"Female"|"White"|-0.0314915768045023|3.3|3.32296497361142|3.32296497361142|37|37.1061418609643|37.1061418609643
"3509"|"Male"|"White"|0.138321052211391|3.3|3.24811519575585|3.24811519575585|38|37.9240614994951|37.9240614994951
"3510"|"Female"|"White"|0.159658834433883|3.4|3.3889996012299|3.3889996012299|38|37.3388526585124|37.3388526585124
"3513"|"Male"|"White"|-0.38354010757566|3|3.06783356762945|3.06783356762945|39|37.2822522904185|37.2822522904185
"3517"|"Female"|"NonWhite"|0.651410225087506|3.4|3.33286841209073|3.55887953898315|38|33.065616946634|37.9442506254407
"3518"|"Male"|"White"|0.413190610896046|3.4|3.34307135532572|3.34307135532572|36|38.2665392230637|38.2665392230637
"3519"|"Male"|"White"|-0.84972024048699|2.8|2.90678745069725|2.90678745069725|40|36.7181129050992|36.7181129050992
"3520"|"Male"|"White"|-1.22296225937587|2.6|2.77784764058007|2.77784764058007|40|36.2726003430602|36.2726003430602
"3521"|"Male"|"White"|0.45547926492712|3.4|3.35768035095036|3.35768035095036|41|38.319503205338|38.319503205338
"3522"|"Female"|"NonWhite"|-0.566163132457836|2.8|2.912246752201|3.13825787909342|39|31.7747239423922|36.46289409238
"3523"|"Female"|"White"|-0.734890976046551|3|3.07996932900312|3.07996932900312|38|36.2622264658326|36.2622264658326
"3524"|"Male"|"White"|-1.01495635068084|2.7|2.84970515129183|2.84970515129183|38|36.5202112101178|36.5202112101178
"3525"|"Female"|"White"|-0.65768589431637|3|3.10664051840458|3.10664051840458|39|36.3539088710863|36.3539088710863
"3526"|"Male"|"White"|-0.89016818565736|2.8|2.8928143444928|2.8928143444928|38|36.6695698857724|36.6695698857724
"3527"|"Female"|"White"|-0.260628886508393|3.2|3.24380743049252|3.24380743049252|39|36.8290954944691|36.8290954944691
"3528"|"Male"|"White"|-0.248785263864136|3.1|3.11438583956351|3.11438583956351|38|37.4469323956656|37.4469323956656
"3531"|"Female"|"White"|-0.699039175008445|3|3.09235465590702|3.09235465590702|38|36.3047723251819|36.3047723251819
"3534"|"Male"|"White"|-1.04231513773663|2.7|2.84025381240317|2.84025381240317|43|36.4875469343777|36.4875469343777
"3536"|"Female"|"White"|1.14953108851697|3.9|3.7309598683555|3.7309598683555|37|38.567498009184|38.567498009184
"3537"|"Male"|"White"|-0.000312823116477255|3.2|3.20022287748526|3.20022287748526|39|37.7524931468831|37.7524931468831
"3541"|"Female"|"White"|0.835628091752613|3.7|3.62251925676921|3.62251925676921|39|38.1735611245588|38.1735611245588
"3547"|"Female"|"White"|-1.31353693620729|2.7|2.88007088120694|2.88007088120694|38|35.5823947333696|35.5823947333696
"3550"|"Male"|"White"|-1.23232797994658|2.6|2.77461216823|2.77461216823|41|36.2614909437355|36.2614909437355
"3551"|"Female"|"White"|-0.454323606018704|3.1|3.17689384871331|3.17689384871331|37|36.5965161661726|36.5965161661726
"3552"|"Male"|"White"|0.0282047290376176|3.2|3.2100745221921|3.2100745221921|38|37.7877219298603|37.7877219298603
"3553"|"Female"|"White"|-0.697425450609826|3|3.09291213150465|3.09291213150465|38|36.3066885292143|36.3066885292143
"3556"|"Male"|"White"|-0.208294008501955|3.1|3.12837390766299|3.12837390766299|37|37.4965575992976|37.4965575992976
"3558"|"Female"|"White"|-1.10987458648168|2.8|2.9504278704329|2.9504278704329|41|35.8202048786409|35.8202048786409
"3560"|"Male"|"White"|1.29111466477521|3.8|3.64635811050262|3.64635811050262|42|39.3812531654852|39.3812531654852
"3561"|"Male"|"White"|-0.670700518302464|2.9|2.96863142275168|2.96863142275168|38|36.9337336230674|36.9337336230674
"3564"|"Female"|"White"|-0.60422447588836|3|3.12510924591073|3.12510924591073|44|36.4175310509471|36.4175310509471
"3567"|"Male"|"White"|0.618495207025903|3.5|3.4139956733325|3.4139956733325|38|38.5243576714523|38.5243576714523
"3568"|"Male"|"White"|-0.451473387480035|3|3.04436540550348|3.04436540550348|35|37.1995077124213|37.1995077124213
"3569"|"Female"|"White"|0.413597616449931|3.5|3.47672503587419|3.47672503587419|36|37.6502622419153|37.6502622419153
"3570"|"Male"|"White"|-0.741003515913326|2.8|2.94434462034503|2.94434462034503|47|36.8489064385174|36.8489064385174
"3571"|"Male"|"White"|1.23521946385508|3.8|3.62704861095978|3.62704861095978|36|39.3093241125453|39.3093241125453
"3572"|"Male"|"White"|0.462780149603099|3.4|3.36020250718188|3.36020250718188|37|38.3286545395748|38.3286545395748
"3576"|"Female"|"White"|-0.273467351723568|3.2|3.23937226729206|3.23937226729206|37|36.8136340455617|36.8136340455617
"3578"|"Female"|"White"|-0.337366612556661|3.2|3.21729769331196|3.21729769331196|38|36.7367762389667|36.7367762389667
"3579"|"Female"|"White"|-0.319159418082054|3.2|3.22358753228912|3.22358753228912|37|36.7586594272491|36.7586594272491
"3581"|"Female"|"White"|-0.898291153330738|2.9|3.02352126912268|3.02352126912268|38|36.0689476683716|36.0689476683716
"3583"|"Female"|"White"|0.227116008891895|3.4|3.4123032884502|3.4123032884502|38|37.4213244639085|37.4213244639085
"3584"|"Male"|"White"|0.00974177526632606|3.2|3.20369632886714|3.20369632886714|36|37.7649102126891|37.7649102126891
"3586"|"Male"|"White"|-0.16259266975113|3.1|3.14416184589721|3.14416184589721|40|37.5526471739186|37.5526471739186
"3587"|"Female"|"White"|1.09667006937666|3.8|3.71269855417966|3.71269855417966|43|38.5008758307504|38.5008758307504
"3590"|"Male"|"NonWhite"|-1.67643673879757|2.2|2.39517967895161|2.62119080584403|31|31.1435437508393|35.73858704507
"3594"|"Male"|"NonWhite"|-0.219160838674375|2.9|2.89860873661666|3.12461986350907|21|32.6638740709548|37.4832329953641
"3596"|"Male"|"NonWhite"|-2.46046538802759|1.8|2.12432993524084|2.35034106213325|31|30.3550817729366|34.8337922261361
"3597"|"Male"|"NonWhite"|-1.2632112291816|2.4|2.53793214531131|2.76394327220372|25|31.5673140007103|36.2248820564308
"3599"|"Male"|"White"|-1.99159616230492|2.3|2.51231615034664|2.51231615034664|26|35.3720916804833|35.3720916804833
"3602"|"Male"|"NonWhite"|-1.12944440284275|2.5|2.5841430977637|2.81015422465611|18|31.7057259680509|36.3837158803031
"3603"|"Male"|"White"|-2.23333739406324|2.2|2.42880446907023|2.42880446907023|27|35.0935225936213|35.0935225936213
"3604"|"Male"|"White"|-0.906135085173714|2.8|2.88729843554469|2.88729843554469|30|36.6504251128656|36.6504251128656
"3605"|"Female"|"NonWhite"|-0.266984069949915|3|3.01560084835997|3.24161197525238|24|32.0871712195781|36.8214410933905
"3606"|"Male"|"White"|0.314179005853535|3.4|3.3088669064494|3.3088669064494|29|38.1428193444141|38.1428193444141
"3607"|"Male"|"White"|-1.58106035510587|2.5|2.65413943483141|2.65413943483141|29|35.8502458542528|35.8502458542528
"3612"|"Female"|"NonWhite"|-2.15539617070073|2.1|2.36323191514432|2.58924304203673|24|30.1653074367922|34.6160178236635
"3614"|"Male"|"NonWhite"|-1.7327717192852|2.2|2.37571825360445|2.60172938049687|22|31.0862135658828|35.6727981347981
"3617"|"Male"|"White"|-1.11798449015572|2.7|2.81411315449532|2.81411315449532|30|36.3973556475394|36.3973556475394
"3618"|"Male"|"NonWhite"|-1.05920231130528|2.5|2.60840885961987|2.83441998651229|28|31.7786501069447|36.4673995389899
"3619"|"Male"|"NonWhite"|-0.0473585930975287|3|2.95795936650642|3.18397049339884|17|32.8479319765673|37.6944475422279
"3621"|"Male"|"White"|-0.73375538545112|2.9|2.94684855215926|2.94684855215926|27|36.8576429749042|36.8576429749042
"3625"|"Female"|"White"|-0.073849869206666|3.3|3.30833192078558|3.30833192078558|37|37.0547705499676|37.0547705499676
"3628"|"Female"|"NonWhite"|-2.2413198467002|2.1|2.33354880898997|2.55955993588239|15|30.0806533930489|34.5188735829425
"3629"|"Male"|"NonWhite"|-0.240965120756081|2.9|2.89107625139507|3.11708737828748|18|32.6405882345702|37.4565114733303
"3631"|"Female"|"White"|-1.6751024906485|2.6|2.75516481068105|2.75516481068105|25|35.1640887695406|35.1640887695406
"3632"|"Female"|"NonWhite"|-0.710617927179492|2.8|2.86234354500752|3.08835467189994|25|31.6249537410049|36.2910261950764
"3633"|"Female"|"White"|-2.25246770223517|2.3|2.55570880899112|2.55570880899112|34|34.5062899517383|34.5062899517383
"3634"|"Male"|"White"|-0.843954618591565|2.8|2.90877923660232|2.90877923660232|33|36.7250376641441|36.7250376641441
"3635"|"Female"|"NonWhite"|-1.60003649488209|2.4|2.55508590671784|2.78109703361026|20|30.7182366525083|35.2505284324667
"3636"|"Male"|"NonWhite"|-1.19041433290646|2.4|2.56308048742664|2.78909161431906|31|31.6425637086229|36.3112344079122
"3644"|"Female"|"White"|-1.21773615080506|2.8|2.91316612357974|2.91316612357974|31|35.6940610061662|35.6940610061662
"3646"|"Male"|"NonWhite"|-0.461908696231671|2.8|2.81474930741046|3.04076043430288|22|32.4055663388927|37.1868135050013
"3648"|"Male"|"White"|-1.58743923363593|2.5|2.65193579390997|2.65193579390997|31|35.8427671153194|35.8427671153194
"3649"|"Male"|"White"|0.318117535169454|3.4|3.31022750680101|3.31022750680101|21|38.1477330830417|38.1477330830417
"3650"|"Female"|"White"|-0.335535420304969|3.2|3.21793029513402|3.21793029513402|32|36.738976555674|36.738976555674
"3651"|"Male"|"White"|-0.0613293047754172|3.2|3.17914418548123|3.17914418548123|31|37.6772275123882|37.6772275123882
"3654"|"Female"|"White"|-0.357371054584941|3.2|3.21038697901375|3.21038697901375|24|36.7127479622987|36.7127479622987
"3655"|"Female"|"White"|-0.924908197473079|2.9|3.01432617199023|3.01432617199023|36|36.0375612704022|36.0375612704022
"3658"|"Male"|"White"|-0.0119940613825356|3.2|3.19618748873551|3.19618748873551|32|37.7380723663939|37.7380723663939
"3660"|"Male"|"White"|-0.199513022027736|3.1|3.13140737836385|3.13140737836385|38|37.5073280599503|37.5073280599503
"3661"|"Male"|"NonWhite"|-0.210392849517652|2.9|2.90163771727736|3.12764884416978|30|32.6732425087133|37.493983689986
"3662"|"Male"|"NonWhite"|-1.47710678552117|2.3|2.4640400028847|2.69005112977711|26|31.347245259281|35.9723434906724
"3664"|"Male"|"White"|-0.283103954366017|3.1|3.10253013947391|3.10253013947391|35|37.404923579213|37.404923579213
"3665"|"Female"|"NonWhite"|-1.76121315692724|2.3|2.49940598016164|2.72541710705406|28|30.5567296181157|35.0651920027652
"3666"|"Male"|"White"|-0.282428701769083|3.1|3.10276341155268|3.10276341155268|30|37.4057496876099|37.4057496876099
"3669"|"Male"|"White"|0.16552590067847|3.3|3.25751335517545|3.25751335517545|37|37.9578206560207|37.9578206560207
"3670"|"Male"|"White"|-0.188574503695446|3.1|3.13518618783693|3.13518618783693|33|37.5207492035004|37.5207492035004
"3671"|"Female"|"White"|-0.527665109840568|3.1|3.15155736702603|3.15155736702603|35|36.5088350679868|36.5088350679868
"3672"|"Male"|"White"|0.203907419692545|3.3|3.27077259589121|3.27077259589121|36|38.0055003275587|38.0055003275587
"3673"|"Female"|"White"|-0.318689349949575|3.2|3.22374992155045|3.22374992155045|37|36.7592245737184|36.7592245737184
"3674"|"Female"|"White"|0.547394471800051|3.6|3.52294636211842|3.52294636211842|37|37.8153830149471|37.8153830149471
"3677"|"Male"|"White"|-0.0450244871935663|3.2|3.18477683126226|3.18477683126226|40|37.6973252833509|37.6973252833509
"3678"|"Female"|"NonWhite"|-0.34540031444547|2.9|2.98851125189529|3.21452237878771|37|32.0049814297714|36.7271246925107
"3679"|"Male"|"White"|0.632539598535747|3.5|3.4188474346103|3.4188474346103|36|38.5420577539018|38.5420577539018
"3684"|"Male"|"White"|-0.97239492913347|2.7|2.8644083769066|2.8644083769066|44|36.571084394762|36.571084394762
