u_AnnualSalary|u_AccountBalance|AnnualSalary|AccountBalance|LoanApproval|Gender
-40655.29|-1709.57|60000.0|16345.59|-1.0|0
-10655.29|-1880.83|90000.0|25141.37|-1.0|0
-22858.94|-383.36|77796.35|22991.15|-1.0|1
-12858.94|-2121.64|87796.35|24241.89|-1.0|1
-30655.29|-612.1|70000.0|20432.08|-1.0|0
-50655.29|647.72|50000.0|15713.87|-1.0|0
-10655.29|-221.35|90000.0|26800.85|-1.0|0
69344.71|-1095.22|170000.0|49839.08|1.0|0
-50655.29|2215.13|50000.0|17281.28|-1.0|0
19344.71|-1088.69|120000.0|34900.55|1.0|0
39344.71|936.16|140000.0|42903.43|1.0|0
-60655.29|-5004.74|40000.0|7072.4|-1.0|0
-38358.94|626.03|62296.35|19367.57|-1.0|1
19344.71|4218.41|120000.0|40207.65|1.0|0
-10655.29|-2460.39|90000.0|24561.81|-1.0|0
8641.06|940.25|109296.35|33730.16|1.0|1
59344.71|214.22|160000.0|48159.51|1.0|0
-28358.94|1735.7|72296.35|23466.26|-1.0|1
-20655.29|278.0|80000.0|24311.19|-1.0|0
9344.71|1466.82|110000.0|34467.05|1.0|0
49344.71|-4797.94|150000.0|40158.34|1.0|0
49344.71|1684.35|150000.0|46640.63|1.0|0
-20655.29|1229.15|80000.0|25262.34|-1.0|0
-40655.29|714.43|60000.0|18769.59|-1.0|0
-11358.94|-2699.51|89296.35|24112.37|-1.0|1
13141.06|-3655.56|113796.35|30479.4|1.0|1
-655.29|2511.92|100000.0|32523.13|1.0|0
-50655.29|113.26|50000.0|15179.41|-1.0|0
49344.71|6112.63|150000.0|51068.91|1.0|0
6141.06|2235.44|106796.35|34278.09|1.0|1
9344.71|2132.15|110000.0|35132.38|1.0|0
9344.71|-1854.08|110000.0|31146.15|1.0|0
11641.06|-1843.18|112296.35|31843.43|1.0|1
-45858.94|-391.04|54796.35|16108.75|-1.0|1
-655.29|3149.3|100000.0|33160.51|1.0|0
-2858.94|-465.79|97796.35|28886.75|1.0|1
9344.71|3026.79|110000.0|36027.02|1.0|0
2641.06|-1323.96|103296.35|29672.54|1.0|1
19344.71|-2015.97|120000.0|33973.27|1.0|0
-12858.94|-4575.76|87796.35|21787.77|-1.0|1
-655.29|159.98|100000.0|30171.19|1.0|0
9344.71|-777.34|110000.0|32222.89|1.0|0
-30655.29|970.16|70000.0|22014.34|-1.0|0
-30655.29|-415.81|70000.0|20628.37|-1.0|0
-30655.29|2724.71|70000.0|23768.89|-1.0|0
-35358.94|5399.39|65296.35|25037.64|-1.0|1
-12858.94|-463.81|87796.35|25899.72|-1.0|1
-40655.29|3220.42|60000.0|21275.58|-1.0|0
9344.71|-5072.98|110000.0|27927.25|1.0|0
59344.71|1114.83|160000.0|49060.12|1.0|0
-30655.29|1577.73|70000.0|22621.91|-1.0|0
13141.06|4209.22|113796.35|38344.18|1.0|1
9344.71|-482.89|110000.0|32517.34|1.0|0
-16858.94|-4033.72|83796.35|21134.2|-1.0|1
9344.71|-2904.17|110000.0|30096.06|1.0|0
29344.71|3577.59|130000.0|42555.84|1.0|0
18641.06|-8234.51|119296.35|27544.41|1.0|1
-39858.94|244.49|60796.35|18537.68|-1.0|1
-19858.94|-1803.42|80796.35|22467.8|-1.0|1
-30655.29|612.06|70000.0|21656.24|-1.0|0
-50655.29|-2188.57|50000.0|12877.58|-1.0|0
-50655.29|-411.85|50000.0|14654.3|-1.0|0
-358.94|-3958.06|100296.35|26141.73|1.0|1
10141.06|-537.62|110796.35|32700.64|1.0|1
-30655.29|-275.59|70000.0|20768.59|-1.0|0
19344.71|2021.51|120000.0|38010.75|1.0|0
-28358.94|2494.81|72296.35|24225.37|-1.0|1
-50655.29|-2703.91|50000.0|12362.24|-1.0|0
49344.71|3976.47|150000.0|48932.75|1.0|0
-10655.29|984.64|90000.0|28006.84|1.0|0
19344.71|-13.58|120000.0|35975.66|1.0|0
-655.29|-276.79|100000.0|29734.42|1.0|0
-5858.94|-665.56|94796.35|27790.28|1.0|1
-1358.94|2708.46|99296.35|32509.35|1.0|1
-30655.29|-2629.72|70000.0|18414.46|-1.0|0
105641.06|-536.72|206296.35|61246.61|1.0|1
-10655.29|2272.03|90000.0|29294.23|1.0|0
-21858.94|3712.72|78796.35|27386.14|-1.0|1
-30655.29|1375.17|70000.0|22419.35|-1.0|0
-60655.29|-1005.51|40000.0|11071.63|-1.0|0
-42858.94|-627.01|57796.35|16769.48|-1.0|1
-50655.29|3208.78|50000.0|18274.93|-1.0|0
19344.71|105.07|120000.0|36094.31|1.0|0
15641.06|-4212.8|116296.35|30669.41|1.0|1
-30655.29|-3413.2|70000.0|17630.98|-1.0|0
-60655.29|-3420.94|40000.0|8656.2|-1.0|0
14641.06|1809.3|115296.35|36392.61|1.0|1
10141.06|-4299.44|110796.35|28938.82|1.0|1
-655.29|251.43|100000.0|30262.64|1.0|0
49344.71|5226.71|150000.0|50182.99|1.0|0
39344.71|-4569.59|140000.0|37397.68|1.0|0
-50655.29|-3250.89|50000.0|11815.26|-1.0|0
7141.06|-4126.76|107796.35|28214.79|1.0|1
29344.71|-1516.11|130000.0|37462.14|1.0|0
-10655.29|-172.73|90000.0|26849.47|-1.0|0
-79858.94|1755.29|20796.35|8092.43|-1.0|1
39344.71|-2428.86|140000.0|39538.41|1.0|0
31641.06|5969.72|132296.35|45634.36|1.0|1
-10655.29|1528.01|90000.0|28550.21|1.0|0
39344.71|-1028.51|140000.0|40938.76|1.0|0
-655.29|-5027.58|100000.0|24983.63|-1.0|0
-3858.94|-2385.03|96796.35|26668.61|1.0|1
13141.06|3136.76|113796.35|37271.72|1.0|1
27641.06|-2584.27|128296.35|35884.76|1.0|1
141.06|2068.14|100796.35|32317.38|1.0|1
-10655.29|4812.85|90000.0|31835.05|1.0|0
-20655.29|-1531.85|80000.0|22501.34|-1.0|0
-3858.94|2322.98|96796.35|31376.62|1.0|1
-14358.94|2004.51|86296.35|27919.69|1.0|1
-60655.29|-2545.72|40000.0|9531.42|-1.0|0
59344.71|-638.24|160000.0|47307.05|1.0|0
-655.29|-1751.78|100000.0|28259.43|1.0|0
-36858.94|1381.91|63796.35|20571.81|-1.0|1
-12858.94|3831.21|87796.35|30194.74|1.0|1
24641.06|-704.84|125296.35|36867.49|1.0|1
-20655.29|-1072.54|80000.0|22960.65|-1.0|0
33141.06|4243.93|133796.35|44356.92|1.0|1
-10655.29|-39.83|90000.0|26982.37|-1.0|0
24641.06|-6664.69|125296.35|30907.64|1.0|1
-655.29|-4323.89|100000.0|25687.32|1.0|0
-10655.29|-4149.16|90000.0|22873.04|-1.0|0
35641.06|309.21|136296.35|41169.45|1.0|1
43141.06|1479.02|143796.35|44581.02|1.0|1
99344.71|639.74|200000.0|60541.08|1.0|0
19344.71|-943.62|120000.0|35045.62|1.0|0
141.06|1370.34|100796.35|31619.58|1.0|1
-13858.94|-4020.69|86796.35|22043.94|-1.0|1
-30655.29|2004.78|70000.0|23048.96|-1.0|0
58641.06|-2807.76|159296.35|44927.21|1.0|1
-72858.94|144.06|27796.35|8573.51|-1.0|1
-40655.29|484.66|60000.0|18539.82|-1.0|0
29344.71|-1362.54|130000.0|37615.71|1.0|0
9344.71|1694.5|110000.0|34694.73|1.0|0
-30655.29|-3005.96|70000.0|18038.22|-1.0|0
-655.29|4235.31|100000.0|34246.52|1.0|0
38641.06|-685.52|139296.35|41071.42|1.0|1
-30655.29|-56.46|70000.0|20987.72|-1.0|0
-18358.94|-2093.27|82296.35|22626.3|-1.0|1
-2858.94|-598.16|97796.35|28754.38|1.0|1
-10655.29|2587.68|90000.0|29609.88|1.0|0
19344.71|2583.37|120000.0|38572.61|1.0|0
19344.71|1248.68|120000.0|37237.92|1.0|0
-20655.29|841.44|80000.0|24874.63|-1.0|0
-655.29|2468.31|100000.0|32479.52|1.0|0
-60655.29|-998.64|40000.0|11078.5|-1.0|0
-30655.29|-1029.34|70000.0|20014.84|-1.0|0
-655.29|12.69|100000.0|30023.9|1.0|0
3141.06|-398.54|103796.35|30747.41|1.0|1
14641.06|5142.07|115296.35|39725.38|1.0|1
-10655.29|-141.88|90000.0|26880.32|-1.0|0
29344.71|1436.93|130000.0|40415.18|1.0|0
28641.06|2993.18|129296.35|41761.11|1.0|1
-655.29|-1536.61|100000.0|28474.6|1.0|0
-16858.94|-2430.52|83796.35|22737.4|-1.0|1
-9858.94|-2242.67|90796.35|25017.56|-1.0|1
25641.06|3945.06|126296.35|41816.29|1.0|1
-20655.29|2153.68|80000.0|26186.87|-1.0|0
29344.71|911.57|130000.0|39889.82|1.0|0
29344.71|2680.07|130000.0|41658.32|1.0|0
-10655.29|1040.08|90000.0|28062.28|1.0|0
-60655.29|-1435.69|40000.0|10641.45|-1.0|0
-5358.94|157.57|95296.35|28762.86|1.0|1
-655.29|-803.18|100000.0|29208.03|1.0|0
-655.29|362.39|100000.0|30373.6|1.0|0
39344.71|3399.34|140000.0|45366.61|1.0|0
9344.71|-1648.54|110000.0|31351.69|1.0|0
-655.29|-4785.56|100000.0|25225.65|1.0|0
72641.06|296.38|173296.35|52215.97|1.0|1
-655.29|-601.52|100000.0|29409.69|1.0|0
-18358.94|-1864.8|82296.35|22854.77|-1.0|1
42641.06|1357.24|143296.35|44309.79|1.0|1
-1358.94|2659.86|99296.35|32460.75|1.0|1
-18858.94|-10.14|81796.35|24559.98|-1.0|1
79344.71|-274.53|180000.0|53648.79|1.0|0
49344.71|4938.58|150000.0|49894.86|1.0|0
49344.71|4898.56|150000.0|49854.84|1.0|0
59344.71|1134.31|160000.0|49079.6|1.0|0
-50655.29|759.11|50000.0|15825.26|-1.0|0
39344.71|4196.36|140000.0|46163.63|1.0|0
8641.06|-812.01|109296.35|31977.9|1.0|1
19344.71|2672.01|120000.0|38661.25|1.0|0
-10655.29|760.25|90000.0|27782.45|1.0|0
19344.71|-646.48|120000.0|35342.76|1.0|0
-32858.94|-1875.25|67796.35|18510.25|-1.0|1
27141.06|-5671.29|127796.35|32648.29|1.0|1
-655.29|-1556.36|100000.0|28454.85|1.0|0
-655.29|432.03|100000.0|30443.24|1.0|0
-20655.29|-22.09|80000.0|24011.1|-1.0|0
-50655.29|1369.17|50000.0|16435.32|-1.0|0
28641.06|2824.96|129296.35|41592.89|1.0|1
8641.06|3955.5|109296.35|36745.41|1.0|1
9344.71|127.73|110000.0|33127.96|1.0|0
-10655.29|98.91|90000.0|27121.11|1.0|0
-50655.29|732.05|50000.0|15798.2|-1.0|0
-14358.94|-1451.4|86296.35|24463.78|-1.0|1
-24358.94|840.09|76296.35|23766.25|-1.0|1
-655.29|-3005.14|100000.0|27006.07|1.0|0
-9858.94|-468.44|90796.35|26791.79|-1.0|1
-20655.29|-8611.37|80000.0|15421.82|-1.0|0
-16858.94|2551.61|83796.35|27719.53|-1.0|1
-10655.29|-1282.65|90000.0|25739.55|-1.0|0
-41358.94|-449.04|59296.35|17395.8|-1.0|1
39344.71|2519.97|140000.0|44487.24|1.0|0
9344.71|-862.56|110000.0|32137.67|1.0|0
4641.06|-2369.7|105296.35|29224.6|1.0|1
49344.71|-805.2|150000.0|44151.08|1.0|0
-40655.29|-2033.01|60000.0|16022.15|-1.0|0
59344.71|-4456.48|160000.0|43488.81|1.0|0
-655.29|297.23|100000.0|30308.44|1.0|0
49344.71|2651.22|150000.0|47607.5|1.0|0
49344.71|106.22|150000.0|45062.5|1.0|0
7141.06|81.34|107796.35|32422.89|1.0|1
-10655.29|572.56|90000.0|27594.76|1.0|0
-655.29|1015.83|100000.0|31027.04|1.0|0
-858.94|-984.8|99796.35|28965.54|1.0|1
-655.29|460.06|100000.0|30471.27|1.0|0
-20655.29|-2689.08|80000.0|21344.11|-1.0|0
-45358.94|-2353.98|55296.35|14295.26|-1.0|1
-14358.94|2069.3|86296.35|27984.48|1.0|1
-20655.29|-436.6|80000.0|23596.59|-1.0|0
-655.29|-414.35|100000.0|29596.86|1.0|0
-30655.29|25.73|70000.0|21069.91|-1.0|0
49344.71|1607.84|150000.0|46564.12|1.0|0
29344.71|2145.14|130000.0|41123.39|1.0|0
29344.71|3633.98|130000.0|42612.23|1.0|0
-655.29|2256.91|100000.0|32268.12|1.0|0
-9858.94|773.39|90796.35|28033.62|1.0|1
-655.29|2731.23|100000.0|32742.44|1.0|0
-655.29|349.49|100000.0|30360.7|1.0|0
-60655.29|6732.14|40000.0|18809.28|-1.0|0
-40655.29|-3454.49|60000.0|14600.67|-1.0|0
-50655.29|-1586.59|50000.0|13479.56|-1.0|0
-10655.29|-737.68|90000.0|26284.52|-1.0|0
-30655.29|859.32|70000.0|21903.5|-1.0|0
-10655.29|-6201.74|90000.0|20820.46|-1.0|0
-20655.29|547.69|80000.0|24580.88|-1.0|0
-10655.29|-3355.53|90000.0|23666.67|-1.0|0
29344.71|-23.93|130000.0|38954.32|1.0|0
29344.71|2980.46|130000.0|41958.71|1.0|0
-655.29|-1826.74|100000.0|28184.47|1.0|0
29344.71|2709.16|130000.0|41687.41|1.0|0
39344.71|-1154.4|140000.0|40812.87|1.0|0
-21358.94|-4039.75|79296.35|19783.12|-1.0|1
25641.06|-2989.75|126296.35|34881.48|1.0|1
57641.06|2260.11|158296.35|49696.18|1.0|1
9344.71|-1132.78|110000.0|31867.45|1.0|0
-10655.29|2937.69|90000.0|29959.89|1.0|0
19344.71|-3498.06|120000.0|32491.18|1.0|0
-655.29|3137.43|100000.0|33148.64|1.0|0
-30655.29|929.68|70000.0|21973.86|-1.0|0
19344.71|12.45|120000.0|36001.69|1.0|0
9344.71|-3411.67|110000.0|29588.56|1.0|0
-30655.29|-362.8|70000.0|20681.38|-1.0|0
80641.06|-852.05|181296.35|53458.75|1.0|1
-655.29|-2934.52|100000.0|27076.69|1.0|0
11641.06|-2379.91|112296.35|31306.7|1.0|1
-20655.29|677.05|80000.0|24710.24|-1.0|0
19344.71|187.79|120000.0|36177.03|1.0|0
-10655.29|-1355.36|90000.0|25666.84|-1.0|0
-655.29|-842.83|100000.0|29168.38|1.0|0
-20655.29|2391.33|80000.0|26424.52|-1.0|0
9344.71|-914.62|110000.0|32085.61|1.0|0
-10655.29|1912.9|90000.0|28935.1|1.0|0
44641.06|-478.92|145296.35|43071.43|1.0|1
-14358.94|-1953.32|86296.35|23961.86|-1.0|1
19344.71|-384.24|120000.0|35605.0|1.0|0
-30655.29|2028.36|70000.0|23072.54|-1.0|0
-20655.29|-1101.66|80000.0|22931.53|-1.0|0
-655.29|731.69|100000.0|30742.9|1.0|0
-20655.29|-752.71|80000.0|23280.48|-1.0|0
-30655.29|1677.2|70000.0|22721.38|-1.0|0
-50655.29|-297.74|50000.0|14768.41|-1.0|0
19344.71|1999.02|120000.0|37988.26|1.0|0
5641.06|2090.64|106296.35|33983.84|1.0|1
-50655.29|-3527.69|50000.0|11538.46|-1.0|0
29344.71|4.73|130000.0|38982.98|1.0|0
-2858.94|-2239.07|97796.35|27113.47|1.0|1
-20655.29|3437.88|80000.0|27471.07|-1.0|0
-30655.29|-2946.45|70000.0|18097.73|-1.0|0
-21358.94|-1101.59|79296.35|22721.28|-1.0|1
39344.71|650.52|140000.0|42617.79|1.0|0
-40655.29|-1336.33|60000.0|16718.83|-1.0|0
-10655.29|26.47|90000.0|27048.67|1.0|0
39344.71|2339.31|140000.0|44306.58|1.0|0
-10655.29|-3116.9|90000.0|23905.3|-1.0|0
-655.29|1014.84|100000.0|31026.05|1.0|0
39344.71|-1130.52|140000.0|40836.75|1.0|0
9344.71|1725.9|110000.0|34726.13|1.0|0
109344.71|-2089.61|210000.0|60800.75|1.0|0
9344.71|-2472.34|110000.0|30527.89|1.0|0
-30655.29|537.52|70000.0|21581.7|-1.0|0
39344.71|290.24|140000.0|42257.51|1.0|0
141.06|2699.21|100796.35|32948.45|1.0|1
9344.71|-1688.97|110000.0|31311.26|1.0|0
69344.71|1470.61|170000.0|52404.91|1.0|0
59344.71|2331.68|160000.0|50276.97|1.0|0
18641.06|-2454.42|119296.35|33324.5|1.0|1
-54358.94|-6871.81|46296.35|7087.31|-1.0|1
-30655.29|1170.83|70000.0|22215.01|-1.0|0
-40655.29|-2293.25|60000.0|15761.91|-1.0|0
-20655.29|-2167.17|80000.0|21866.02|-1.0|0
17641.06|2171.03|118296.35|37651.05|1.0|1
-46858.94|-3663.62|53796.35|12537.26|-1.0|1
-10655.29|-613.41|90000.0|26408.79|-1.0|0
19344.71|2085.8|120000.0|38075.04|1.0|0
-655.29|-177.83|100000.0|29833.38|1.0|0
29344.71|-1614.53|130000.0|37363.72|1.0|0
7641.06|1920.8|108296.35|34411.8|1.0|1
-35858.94|-63.37|64796.35|19425.43|-1.0|1
-10655.29|-4778.89|90000.0|22243.31|-1.0|0
63141.06|4591.42|163796.35|53671.45|1.0|1
9344.71|616.18|110000.0|33616.41|1.0|0
-10655.29|1305.07|90000.0|28327.27|1.0|0
9344.71|-2261.91|110000.0|30738.32|1.0|0
-20655.29|-274.08|80000.0|23759.11|-1.0|0
54641.06|2125.26|155296.35|48664.62|1.0|1
39344.71|1708.22|140000.0|43675.49|1.0|0
29344.71|-838.14|130000.0|38140.11|1.0|0
-30655.29|-605.5|70000.0|20438.68|-1.0|0
-10655.29|-2131.94|90000.0|24890.26|-1.0|0
-655.29|911.01|100000.0|30922.22|1.0|0
-26858.94|-1021.28|73796.35|21157.63|-1.0|1
19344.71|-700.76|120000.0|35288.48|1.0|0
-1358.94|-401.35|99296.35|29399.54|1.0|1
-45858.94|-1522.44|54796.35|14977.35|-1.0|1
19344.71|1151.44|120000.0|37140.68|1.0|0
13141.06|-2879.19|113796.35|31255.77|1.0|1
-655.29|-925.98|100000.0|29085.23|1.0|0
9344.71|1388.08|110000.0|34388.31|1.0|0
-50655.29|3414.24|50000.0|18480.39|-1.0|0
29344.71|2175.64|130000.0|41153.89|1.0|0
39344.71|2570.28|140000.0|44537.55|1.0|0
-20655.29|4371.18|80000.0|28404.37|-1.0|0
-20655.29|2149.9|80000.0|26183.09|-1.0|0
-20655.29|-3199.15|80000.0|20834.04|-1.0|0
-10655.29|5915.78|90000.0|32937.98|1.0|0
-10858.94|-1028.99|89796.35|25932.34|-1.0|1
-20358.94|-1009.49|80296.35|23112.28|-1.0|1
-20655.29|-2998.79|80000.0|21034.4|-1.0|0
-20655.29|3466.61|80000.0|27499.8|-1.0|0
-20655.29|-534.68|80000.0|23498.51|-1.0|0
-10655.29|-689.48|90000.0|26332.72|-1.0|0
39344.71|1285.27|140000.0|43252.54|1.0|0
19344.71|-3398.69|120000.0|32590.55|1.0|0
29344.71|-543.4|130000.0|38434.85|1.0|0
-22858.94|2863.86|77796.35|26238.37|-1.0|1
-10655.29|-540.79|90000.0|26481.41|-1.0|0
40141.06|-6816.44|140796.35|35388.86|1.0|1
-50655.29|3072.86|50000.0|18139.01|-1.0|0
15641.06|937.45|116296.35|35819.66|1.0|1
10141.06|924.58|110796.35|34162.84|1.0|1
-50655.29|-1744.95|50000.0|13321.2|-1.0|0
49344.71|783.69|150000.0|45739.97|1.0|0
-655.29|-3404.76|100000.0|26606.45|1.0|0
-30655.29|-1716.5|70000.0|19327.68|-1.0|0
79344.71|2071.21|180000.0|55994.53|1.0|0
37641.06|517.52|138296.35|41975.56|1.0|1
39344.71|469.46|140000.0|42436.73|1.0|0
-655.29|3843.28|100000.0|33854.49|1.0|0
-655.29|2035.49|100000.0|32046.7|1.0|0
-655.29|2103.0|100000.0|32114.21|1.0|0
69344.71|1007.36|170000.0|51941.66|1.0|0
-1358.94|1715.57|99296.35|31516.46|1.0|1
-10655.29|-1039.02|90000.0|25983.18|-1.0|0
70141.06|-756.73|170796.35|50415.6|1.0|1
-41858.94|107.57|58796.35|17802.96|-1.0|1
36141.06|-3045.45|136796.35|37964.24|1.0|1
-30655.29|-1870.28|70000.0|19173.9|-1.0|0
4641.06|937.35|105296.35|32531.65|1.0|1
-1358.94|-2678.57|99296.35|27122.32|1.0|1
-40655.29|2278.79|60000.0|20333.95|-1.0|0
-655.29|-5474.49|100000.0|24536.72|-1.0|0
38641.06|4320.36|139296.35|46077.3|1.0|1
19344.71|4097.63|120000.0|40086.87|1.0|0
-30655.29|1167.26|70000.0|22211.44|-1.0|0
-10655.29|2088.23|90000.0|29110.43|1.0|0
19344.71|-395.84|120000.0|35593.4|1.0|0
-18358.94|-1805.88|82296.35|22913.69|-1.0|1
-56858.94|1721.77|43796.35|14933.64|-1.0|1
-24358.94|-5821.05|76296.35|17105.11|-1.0|1
9344.71|-2995.07|110000.0|30005.16|1.0|0
-80655.29|53.75|20000.0|6152.86|-1.0|0
-20655.29|5179.87|80000.0|29213.06|1.0|0
-30655.29|-1449.11|70000.0|19595.07|-1.0|0
-10655.29|2669.47|90000.0|29691.67|1.0|0
19344.71|1468.3|120000.0|37457.54|1.0|0
-20655.29|7267.7|80000.0|31300.89|1.0|0
-30655.29|346.33|70000.0|21390.51|-1.0|0
19344.71|4487.77|120000.0|40477.01|1.0|0
-30655.29|-976.28|70000.0|20067.9|-1.0|0
-10655.29|-1464.78|90000.0|25557.42|-1.0|0
-40655.29|-2458.42|60000.0|15596.74|-1.0|0
-60655.29|-175.23|40000.0|11901.91|-1.0|0
9344.71|-2449.1|110000.0|30551.13|1.0|0
-10655.29|982.84|90000.0|28005.04|1.0|0
-25858.94|-2178.87|74796.35|20298.94|-1.0|1
-47358.94|-438.95|53296.35|15612.48|-1.0|1
49344.71|435.73|150000.0|45392.01|1.0|0
9344.71|-844.73|110000.0|32155.5|1.0|0
-10655.29|913.83|90000.0|27936.03|1.0|0
9344.71|1806.5|110000.0|34806.73|1.0|0
-60655.29|-5703.89|40000.0|6373.25|-1.0|0
-10655.29|-213.59|90000.0|26808.61|-1.0|0
-40655.29|-4429.32|60000.0|13625.84|-1.0|0
17641.06|-465.97|118296.35|35014.05|1.0|1
-44358.94|-3537.19|56296.35|13410.95|-1.0|1
-11358.94|-1090.1|89296.35|25721.78|-1.0|1
-30655.29|-2468.65|70000.0|18575.53|-1.0|0
-655.29|4708.76|100000.0|34719.97|1.0|0
29344.71|-1686.2|130000.0|37292.05|1.0|0
28641.06|2169.52|129296.35|40937.45|1.0|1
49344.71|3252.67|150000.0|48208.95|1.0|0
-10655.29|463.86|90000.0|27486.06|1.0|0
-20655.29|928.45|80000.0|24961.64|-1.0|0
39344.71|-2143.84|140000.0|39823.43|1.0|0
-655.29|391.24|100000.0|30402.45|1.0|0
9344.71|-2044.45|110000.0|30955.78|1.0|0
-40655.29|-1529.99|60000.0|16525.17|-1.0|0
-655.29|1540.21|100000.0|31551.42|1.0|0
-358.94|-6162.87|100296.35|23936.92|-1.0|1
29344.71|-1034.75|130000.0|37943.5|1.0|0
29344.71|417.45|130000.0|39395.7|1.0|0
59344.71|767.12|160000.0|48712.41|1.0|0
-655.29|-3251.82|100000.0|26759.39|1.0|0
-19858.94|729.59|80796.35|25000.81|-1.0|1
74641.06|4599.97|175296.35|57117.36|1.0|1
-19858.94|4223.25|80796.35|28494.47|-1.0|1
-8358.94|2094.04|92296.35|29802.62|1.0|1
-10655.29|1754.21|90000.0|28776.41|1.0|0
19344.71|2072.88|120000.0|38062.12|1.0|0
-30655.29|6421.52|70000.0|27465.7|-1.0|0
-30655.29|3779.0|70000.0|24823.18|-1.0|0
-2858.94|-2837.69|97796.35|26514.85|1.0|1
19344.71|2008.89|120000.0|37998.13|1.0|0
23141.06|2309.97|123796.35|39433.94|1.0|1
-50655.29|-680.58|50000.0|14385.57|-1.0|0
-6858.94|849.41|93796.35|29006.35|1.0|1
-32858.94|2479.29|67796.35|22864.79|-1.0|1
-41358.94|219.85|59296.35|18064.69|-1.0|1
-6858.94|-10.06|93796.35|28146.88|1.0|1
69344.71|3730.58|170000.0|54664.88|1.0|0
60141.06|-1646.24|160796.35|46537.08|1.0|1
23141.06|-14.27|123796.35|37109.7|1.0|1
32141.06|2211.35|132796.35|42025.44|1.0|1
-30655.29|667.11|70000.0|21711.29|-1.0|0
39344.71|-1828.21|140000.0|40139.06|1.0|0
-50655.29|163.24|50000.0|15229.39|-1.0|0
9344.71|-429.82|110000.0|32570.41|1.0|0
69344.71|-2334.1|170000.0|48600.2|1.0|0
-5858.94|-153.09|94796.35|28302.75|1.0|1
-655.29|393.85|100000.0|30405.06|1.0|0
-30655.29|-2333.27|70000.0|18710.91|-1.0|0
9344.71|2285.25|110000.0|35285.48|1.0|0
-46858.94|-1782.06|53796.35|14418.82|-1.0|1
69344.71|3173.46|170000.0|54107.76|1.0|0
-36858.94|-3783.24|63796.35|15406.66|-1.0|1
-45358.94|-3306.6|55296.35|13342.64|-1.0|1
19344.71|786.35|120000.0|36775.59|1.0|0
49344.71|-192.91|150000.0|44763.37|1.0|0
-10655.29|1088.63|90000.0|28110.83|1.0|0
-10655.29|2164.73|90000.0|29186.93|1.0|0
6141.06|4293.48|106796.35|36336.13|1.0|1
24141.06|-3820.55|124796.35|33602.33|1.0|1
-10655.29|-317.28|90000.0|26704.92|-1.0|0
-10655.29|-3110.56|90000.0|23911.64|-1.0|0
19344.71|4328.31|120000.0|40317.55|1.0|0
52641.06|-1210.61|153296.35|44730.95|1.0|1
-70655.29|3054.68|30000.0|12142.8|-1.0|0
-18358.94|3625.82|82296.35|28345.39|-1.0|1
-40655.29|-2322.22|60000.0|15732.94|-1.0|0
-50655.29|-4816.87|50000.0|10249.28|-1.0|0
-655.29|-415.39|100000.0|29595.82|1.0|0
-655.29|960.84|100000.0|30972.05|1.0|0
-10655.29|2577.4|90000.0|29599.6|1.0|0
-30655.29|594.49|70000.0|21638.67|-1.0|0
-655.29|-1601.13|100000.0|28410.08|1.0|0
-41858.94|-1723.39|58796.35|15972.0|-1.0|1
-10655.29|-2403.88|90000.0|24618.32|-1.0|0
-40655.29|655.23|60000.0|18710.39|-1.0|0
14641.06|324.5|115296.35|34907.81|1.0|1
-50655.29|2285.88|50000.0|17352.03|-1.0|0
-20655.29|-4682.19|80000.0|19351.0|-1.0|0
40141.06|1529.43|140796.35|43734.73|1.0|1
-30655.29|2909.66|70000.0|23953.84|-1.0|0
-655.29|-4704.95|100000.0|25306.26|1.0|0
29344.71|-6792.1|130000.0|32186.15|1.0|0
39344.71|-2824.09|140000.0|39143.18|1.0|0
-10655.29|1414.21|90000.0|28436.41|1.0|0
-29858.94|3210.14|70796.35|24492.35|-1.0|1
32641.06|403.82|133296.35|40367.36|1.0|1
13141.06|2850.87|113796.35|36985.83|1.0|1
9344.71|-1466.16|110000.0|31534.07|1.0|0
-21358.94|660.35|79296.35|24483.22|-1.0|1
22641.06|-660.38|123296.35|36314.14|1.0|1
-20655.29|1611.4|80000.0|25644.59|-1.0|0
19344.71|1634.06|120000.0|37623.3|1.0|0
-655.29|1259.05|100000.0|31270.26|1.0|0
-30655.29|-459.8|70000.0|20584.38|-1.0|0
-20655.29|-1602.52|80000.0|22430.67|-1.0|0
-655.29|-737.2|100000.0|29274.01|1.0|0
80141.06|1384.0|180796.35|55545.35|1.0|1
-11858.94|1122.17|88796.35|27784.6|1.0|1
18641.06|-2396.48|119296.35|33382.44|1.0|1
-60655.29|2889.91|40000.0|14967.05|-1.0|0
-8358.94|67.1|92296.35|27775.68|1.0|1
10141.06|-404.13|110796.35|32834.13|1.0|1
-30655.29|-4222.35|70000.0|16821.83|-1.0|0
-38358.94|-2851.94|62296.35|15889.6|-1.0|1
49344.71|-4547.67|150000.0|40408.61|1.0|0
9344.71|3124.51|110000.0|36124.74|1.0|0
29344.71|-5322.49|130000.0|33655.76|1.0|0
-29858.94|57.81|70796.35|21340.02|-1.0|1
19344.71|-2521.13|120000.0|33468.11|1.0|0
-655.29|-520.83|100000.0|29490.38|1.0|0
-655.29|-123.94|100000.0|29887.27|1.0|0
-21858.94|3548.23|78796.35|27221.65|-1.0|1
