LSAT|UGPA|female|male|white|nonwhite|U|org_female|org_male|scf_UGPA|scf_LSAT
40|3.3|0|1|1|0|0.25934904427751|0|1|3.2908958575593465|38.07451464009914
40|3.2|0|1|1|0|-0.235670826460879|1|0|3.1175082201465396|37.463232945284055
39|3.5|0|1|1|0|0.659990737923421|0|1|3.4312262176451176|38.57654770250258
40|3.2|0|1|1|0|-0.306505609566822|1|0|3.0926973460475504|37.37656805202548
37|3.3|0|1|1|0|-0.0969488815706722|1|0|3.1660975227253325|37.633538926689354
38|3.3|0|1|1|0|0.19180537146272303|0|1|3.2672377408981492|37.990523439134414
38|3.4|0|1|1|0|0.17966341671054697|1|0|3.2629848513223982|37.97544446180786
39|3.0|0|1|1|0|-0.431511218726649|0|1|3.0489123820152164|37.224115075268564
38|3.4|0|1|0|1|0.689230793034069|1|0|3.2157370110168273|33.65257430017043
36|3.4|0|1|1|0|0.38015120435209004|0|1|3.3332085047232916|38.225196592177504
40|2.8|0|1|1|0|-0.861936588509818|0|1|2.8981498725468264|36.70392258278846
40|2.6|0|1|1|0|-1.27777472628781|0|1|2.752496745233132|36.20826476282693
41|3.4|0|1|1|0|0.42151307094884605|0|1|3.347696077348402|38.27692602976603
39|2.8|0|1|0|1|-0.579728932069684|1|0|2.7712661085062837|32.28490192996486
38|3.0|0|1|1|0|-0.7075220924324129|1|0|2.9522357107924995|36.8896994058511
38|2.7|0|1|1|0|-1.08669353400474|0|1|2.81942560696663|36.43518708050943
39|3.0|0|1|1|0|-0.7289079312883051|1|0|2.9447450214434374|36.86391401118183
38|2.8|0|1|1|0|-0.871826080672785|0|1|2.89468593951563|36.6920564156094
39|3.2|0|1|1|0|-0.25466957544378893|1|0|3.110853642432251|37.439968667213364
38|3.1|0|1|1|0|-0.198351162777263|0|1|3.1305799546316435|37.50897357806685
38|3.0|0|1|1|0|-0.752145571501182|1|0|2.936605712753567|36.83591628909142
43|2.7|0|1|1|0|-1.03389146682389|0|1|2.8379202699492363|36.49814365257837
37|3.9|0|1|1|0|1.1889910621075301|1|0|3.6165159844257437|39.24957818083574
39|3.2|0|1|1|0|0.0263664423572173|0|1|3.209290440700036|37.78558041940881
39|3.7|0|1|1|0|0.7860612050726099|1|0|3.4753841630906632|38.73588825272428
38|2.7|0|1|1|0|-1.3475703780825201|1|0|2.7280498414183003|36.12573039299545
41|2.6|0|1|1|0|-1.2516984093166001|0|1|2.7616303401842224|36.2391487467956
37|3.1|0|1|1|0|-0.48846009737176205|1|0|3.0289652402836005|37.15486830891949
38|3.2|0|1|1|0|-0.0197181964384746|0|1|3.1931486510181624|37.72868866363984
38|3.0|0|1|1|0|-0.7329385497513861|1|0|2.9433332409191855|36.859056221348155
37|3.1|0|1|1|0|-0.19916884290805603|0|1|3.1302935507225924|37.50797079492766
41|2.8|0|1|1|0|-1.0724529055442902|1|0|2.824413586379149|36.452155659460985
42|3.8|0|1|1|0|1.33802402464712|0|1|3.6687168652365|39.441299351362034
38|2.9|0|1|1|0|-0.613999074655064|0|1|2.9849934566016576|37.00267431476997
44|3.0|0|1|1|0|-0.709378160963293|1|0|2.951585596814316|36.88746078703425
38|3.5|0|1|1|0|0.621362374794063|0|1|3.4176960928642015|38.52785659622629
35|3.0|0|1|1|0|-0.42566555071438106|0|1|3.0509599090452624|37.23123039200057
36|3.5|0|1|1|0|0.331078003571346|1|0|3.316019929381931|38.16391360141599
47|2.8|0|1|1|0|-0.763169855218287|0|1|2.9327443030993927|36.822641189301386
36|3.8|0|1|1|0|1.2780405001939699|0|1|3.647706796341465|39.36402211291416
37|3.4|0|1|1|0|0.45133243282461605|0|1|3.358140726160348|38.314263194163026
37|3.2|0|1|1|0|-0.234371331952452|1|0|3.117963386284236|37.464824725605176
38|3.2|0|1|1|0|-0.287073243638971|1|0|3.0995038041651717|37.400323174800576
37|3.2|0|1|1|0|-0.315828165072291|1|0|3.089431990514788|37.36517703722394
38|2.9|0|1|1|0|-0.8851538649847179|1|0|2.890017696541168|36.67607079172723
38|3.4|0|1|1|0|0.15634360986968301|1|0|3.2548167626211724|37.94650060094876
36|3.2|0|1|1|0|0.0267798821602485|0|1|3.2094352537770408|37.7860912013355
40|3.1|0|1|1|0|-0.177604940492523|0|1|3.137846609325376|37.53442521466778
43|3.8|0|1|1|0|1.0299880272233901|1|0|3.56082294624749|39.046058597747894
31|2.2|0|1|0|1|-1.6753311985841701|0|1|2.387516081963498|31.148868223276274
21|2.9|0|1|0|1|-0.247102627369047|0|1|2.887773126754598|32.6379338705229
31|1.8|0|1|0|1|-2.52705809930254|0|1|2.0891868152691986|30.293400263267937
25|2.4|0|1|0|1|-1.29039904956463|0|1|2.5223439541925|31.543376829925045
26|2.3|0|1|1|0|-1.9856708194782702|0|1|2.504546231753812|35.37983598496173
18|2.5|0|1|0|1|-1.155863738728|0|1|2.5694668296030683|31.68243426154132
27|2.2|0|1|1|0|-2.24034968518473|0|1|2.4153413948692872|35.08645227124838
30|2.8|0|1|1|0|-0.877512801393674|0|1|2.8926940859988193|36.68523479153858
24|3.0|0|1|0|1|-0.30404539154483196|1|0|2.867828126701435|32.577225135245634
29|3.4|0|1|1|0|0.32684246087057395|0|1|3.3145363712755613|38.15862883129557
29|2.5|0|1|1|0|-1.55817146883717|0|1|2.6542838620687426|35.877830076922244
24|2.1|0|1|0|1|-2.24147202945858|1|0|2.189217332941937|30.577590032746894
22|2.2|0|1|0|1|-1.7084708517423999|0|1|2.375908454663175|31.115135673568876
30|2.7|0|1|1|0|-1.12350075241078|0|1|2.806533363611548|36.391365614073024
28|2.5|0|1|0|1|-1.01583985108096|0|1|2.618512155852825|31.827815848053195
17|3.0|0|1|0|1|-0.0640370933940553|0|1|2.951894391988439|32.833874199467694
27|2.9|0|1|1|0|-0.7359297290100609|0|1|2.9422855385229845|36.85545160026413
37|3.3|0|1|1|0|-0.0663813284845493|1|0|3.1768042359794646|37.671170032583916
15|2.1|0|1|0|1|-2.30378325077761|1|0|2.167391955644057|30.51535693825764
18|2.9|0|1|0|1|-0.270634522258137|0|1|2.879530751246359|32.61283196447264
25|2.6|0|1|1|0|-1.6857257925556002|1|0|2.6096061750935964|35.72851273284799
25|2.8|0|1|0|1|-0.703473948449085|1|0|2.727922684736993|32.15454229992621
34|2.3|0|1|1|0|-2.25925240974033|1|0|2.408720451054503|35.064774038859255
33|2.8|0|1|1|0|-0.875944458145985|0|1|2.8932434201699175|36.687116003624624
20|2.4|0|1|0|1|-1.6067579944165098|1|0|2.411534806389088|31.21878443161049
31|2.4|0|1|0|1|-1.31180201046121|0|1|2.514847267609068|31.521310795198133
31|2.8|0|1|1|0|-1.18382862440254|1|0|2.7854026821720517|36.31965518594068
22|2.8|0|1|0|1|-0.445519797841505|0|1|2.818274735994977|32.426882515138686
31|2.5|0|1|1|0|-1.5522695379925702|0|1|2.6563510959431977|35.88475406628887
21|3.4|0|1|1|0|0.308666055151914|0|1|3.3081698307980765|38.13595807912725
32|3.2|0|1|1|0|-0.295204611279127|1|0|3.0966556788526294|37.39038113664192
31|3.2|0|1|1|0|-0.067166856896681|0|1|3.17652909365983|37.67020251329132
24|3.2|0|1|1|0|-0.41517563480414005|1|0|3.0546341488967306|37.24400207345841
36|2.9|0|1|1|0|-0.9277061795678451|1|0|2.8751131528487917|36.62507925334659
32|3.2|0|1|1|0|-0.0491312401183875|0|1|3.182846320840643|37.69242287958494
38|3.1|0|1|1|0|-0.22879427034540303|0|1|3.119916830161771|37.471656962994714
30|2.9|0|1|0|1|-0.161669034290161|0|1|2.9176974383535232|32.729229973482596
26|2.3|0|1|0|1|-1.4624075464018798|0|1|2.462095570956788|31.366475283952322
35|3.1|0|1|1|0|-0.26010680552035|0|1|3.1089491765051793|37.43331334957193
28|2.3|0|1|0|1|-1.75678669571745|1|0|2.358985154142039|31.066020861868214
30|3.1|0|1|1|0|-0.254695860305286|0|1|3.110844435791661|37.43993649098121
37|3.3|0|1|1|0|0.19583752090567802|0|1|3.2686500576695274|37.9955322511085
33|3.1|0|1|1|0|-0.217747678311251|0|1|3.1237860536161906|37.48519338383856
35|3.1|0|1|1|0|-0.507588322562577|1|0|3.022265311715504|37.13163833052773
36|3.3|0|1|1|0|0.217792849287458|0|1|3.2763402186949038|38.02281716340572
37|3.2|0|1|1|0|-0.37101865348837504|1|0|3.0701007495691472|37.29781213235293
37|3.6|0|1|1|0|0.5914391651525289|1|0|3.407215069918972|38.49018059562683
40|3.2|0|1|1|0|0.0187911077261287|0|1|3.206637073730471|37.77622273614997
37|2.9|0|1|0|1|-0.3900917608862|1|0|2.8376891816409158|32.4857021723636
36|3.5|0|1|1|0|0.631068167141851|0|1|3.421095682464296|38.54008497716533
44|2.7|0|1|1|0|-1.05219723624862|0|1|2.831508418023286|36.47630514246506
34|3.3|0|1|1|0|0.186149872601788|0|1|3.26525682327473|37.98349918448047
36|3.1|0|1|1|0|-0.19423940605177997|0|1|3.1320201549678126|37.5140165434656
30|2.6|0|1|0|1|-1.10276757045089|1|0|2.5880645056105154|31.737483707960397
36|3.5|0|1|1|0|0.6125752418482929|0|1|3.4146182765760864|38.516788985796374
37|3.4|0|1|1|0|0.15516259502814003|1|0|3.2544030956448973|37.945035346981705
37|3.1|0|1|1|0|-0.240868787478696|0|1|3.115687561555807|37.456866521114925
35|3.7|0|1|0|1|1.32792665163227|1|0|3.439449173889198|34.362722719887905
35|3.0|0|1|1|0|-0.44353470061961797|0|1|3.044700989216402|37.20948443010265
39|3.2|0|1|1|0|-0.28235489941047603|1|0|3.1011564702633203|37.40609339890238
35|3.2|0|1|1|0|0.00905299595462429|0|1|3.203226163799917|37.7641968150006
37|2.9|0|1|1|0|-0.9374163096259021|1|0|2.8717120439049704|36.613453291716596
37|3.4|0|1|1|0|0.135948727477053|1|0|3.247673169641571|37.92120515452051
36|3.6|0|1|1|0|0.5770120783050849|1|0|3.4021617808469666|38.47202876741473
34|3.2|0|1|1|0|-0.05255711697030099|0|1|3.1816463595289193|37.688201098757155
36|2.9|0|1|1|0|-0.6928729175865179|0|1|2.9573667892940314|36.907372658814374
43|2.4|0|1|1|0|-1.66974378738009|0|1|2.6152040960707232|35.747187443589034
31|2.6|0|1|0|1|-1.08354985541151|1|0|2.5947957792504615|31.757431962166823
36|3.5|0|1|1|0|0.405501543431403|1|0|3.3420878157578553|38.256892828768734
35|3.4|0|1|1|0|0.46108210434846997|0|1|3.361555685055938|38.326478768448425
37|3.4|0|1|0|1|0.7027387238206999|1|0|3.22046835281516|33.6674404063342
37|3.1|0|1|1|0|-0.540093135449103|1|0|3.0108800461047855|37.09219666668463
36|3.3|0|1|1|0|-0.0577697271726367|1|0|3.179820569856297|37.68177839554792
39|2.8|0|1|1|0|-0.767977593820692|0|1|2.931060325370729|36.816853358148066
36|2.9|0|1|1|0|-0.6360748204023311|0|1|2.9772611177088066|36.97597586926311
36|2.3|0|1|1|0|-1.93160352228216|0|1|2.5234840592558596|35.44243515923647
34|3.1|0|1|1|0|-0.539023577670373|1|0|3.011254673684995|37.093493811911486
36|3.3|0|1|1|0|-0.120513777664246|1|0|3.157843588083379|37.6045543143319
25|2.3|0|1|0|1|-1.7891475574058997|1|0|2.3476503094530097|31.03316822949036
38|2.9|0|1|1|0|-0.6475900054414039|0|1|2.9732277629965647|36.96205703010839
41|3.4|0|1|1|0|0.46621768582589795|0|1|3.3633544943396623|38.332914815499045
40|2.1|0|1|1|0|-2.36126646385677|0|1|2.3729886009375214|34.94801213347939
36|3.2|0|1|1|0|-0.0118591933445395|0|1|3.1959013768367135|37.73838458697854
44|3.1|0|1|1|0|-0.448536253850348|1|0|3.0429491252017775|37.203400037328905
40|3.1|0|1|1|0|-0.21314674547328602|0|1|3.125397594731661|37.49083277889742
37|3.3|0|1|1|0|0.198370153199272|0|1|3.2695371475739523|37.998678672297174
37|3.6|0|1|1|0|0.564679346054344|1|0|3.397842068782457|38.45651879455061
35|3.1|0|1|1|0|-0.22676444277426702|0|1|3.120627805675521|37.47414393364585
39|2.9|0|1|1|0|-0.8407354438820099|1|0|2.90557587015775|36.729374266994824
34|3.9|0|1|1|0|1.18104840883461|1|0|3.6137339589613386|39.23938667373286
38|2.8|0|1|1|0|-1.1884107244929298|1|0|2.7837977374899796|36.314214320814024
34|3.2|0|1|1|0|-0.29277824546697495|1|0|3.0975055474347544|37.39334752221917
36|3.1|0|1|1|0|-0.235352011536597|0|1|3.117619889535509|37.463623462660806
37|3.3|0|1|1|0|0.26088732315948604|0|1|3.29143466126561|38.076429665677686
41|3.2|0|1|1|0|0.0159896693888086|0|1|3.2056558307473537|37.77276275357026
37|3.2|0|1|1|0|-0.00902787183117738|0|1|3.196893086820447|37.74187829655854
29|2.8|0|1|1|0|-0.947153230819374|0|1|2.8683015509910343|36.60179895873225
34|3.4|0|1|1|0|0.122242671341928|1|0|3.2428724316672106|37.9042152267014
34|3.5|0|1|1|0|0.33806883524398496|1|0|3.318468566010318|38.17263780090504
27|2.4|0|1|0|1|-1.2617762519382|0|1|2.532369489630479|31.57291051918307
39|3.1|0|1|1|0|-0.16127942480995403|0|1|3.143564849664949|37.5544656335836
34|3.1|0|1|1|0|-0.23201632145358897|0|1|3.1187882616692812|37.467709603771475
34|3.4|0|1|1|0|0.409917687400771|0|1|3.343634631986023|38.262417144294
33|3.2|0|1|1|0|-0.0314134254048136|0|1|3.189052233400723|37.714264467754916
34|3.6|0|1|1|0|0.80012088070623|0|1|3.480308761243193|38.753699029047596
40|3.6|0|1|1|0|0.5846390258263822|1|0|3.404833225953638|38.4816237502459
36|3.0|0|1|1|0|-0.420987112883223|0|1|3.0525985973692626|37.236925942040855
36|3.2|0|1|1|0|0.0221343393408542|0|1|3.207808087391269|37.780352288117925
29|3.1|0|1|1|0|-0.227846004114396|0|1|3.120248973679944|37.47281877034299
38|3.2|0|1|1|0|0.000656423080639459|0|1|3.200285146642741|37.75383067894213
48|3.0|0|1|1|0|-0.315888785356299|0|1|3.0894107574119474|37.365102978063504
38|3.0|0|1|1|0|-0.37294063891981294|0|1|3.069427547274052|37.29546836766581
30|2.9|0|1|1|0|-0.7077222141682671|0|1|2.95216561535386|36.88945803092122
34|3.5|0|1|1|0|0.6115495962450489|0|1|3.414259029849881|38.51549736711209
32|3.2|0|1|0|1|0.45031813449740904|0|1|3.132054508837887|33.390721923992935
40|3.6|0|1|1|0|0.874306898488597|0|1|3.506293452187341|38.84781346428006
28|3.6|0|1|1|0|0.47750230667523397|1|0|3.3673070907177576|38.34706079880188
36|3.0|0|1|0|1|0.0927751282468642|0|1|3.006820067168338|33.0026499541691
37|3.1|0|1|1|0|-0.19717800602699698|0|1|3.130990869201477|37.510412355962
34|3.4|0|1|1|0|0.38969300962407|0|1|3.3365506555551234|38.237123894507576
37|2.1|0|1|1|0|-2.33984420746554|0|1|2.3804920460379906|34.972499044205314
37|3.3|0|1|0|1|0.445928864459172|1|0|3.1305171055801924|33.38593031743815
35|3.8|0|1|0|1|1.5148299103379899|1|0|3.5049146559180313|34.57335566676989
38|2.9|0|1|1|0|-0.6566421564893079|0|1|2.970057120409311|36.95111903155779
36|3.2|0|1|0|1|0.497861068459912|0|1|3.1487070868104348|33.442666903928036
31|3.4|0|1|1|0|0.404324162366802|0|1|3.3416754215628077|38.255420134536735
31|3.5|0|1|1|0|0.583441809614751|0|1|3.404413884220755|38.4801174495324
37|3.4|0|1|1|0|0.159869295869249|1|0|3.256051683483667|37.950875163175844
38|3.7|0|1|1|0|0.792551096477933|1|0|3.4776573383798817|38.74410862017325
36|3.0|0|1|1|0|-0.428139801902807|0|1|3.0500932679399524|37.22821858031928
29|3.0|0|1|1|0|-0.7833614918188271|1|0|2.9256718998028473|36.79833945256656
31|2.8|0|1|0|1|-0.6974740727672769|1|0|2.7300242251613955|32.16085073135176
38|3.3|0|1|1|0|0.242664204514323|0|1|3.285051758931881|38.053749629101425
37|3.9|0|1|0|1|1.73728831311978|1|0|3.582833824745389|34.82574147382704
34|3.5|0|1|1|0|0.32844733680546695|1|0|3.315098501531619|38.160631180519026
35|3.9|0|1|0|1|1.99417208938403|0|1|3.6728109624099843|35.1194769232482
34|3.3|0|1|1|0|0.19318287758831698|0|1|3.267720231696513|37.99223452892502
37|3.5|0|1|1|0|0.37066675378574393|1|0|3.3298864431797734|38.213344670511084
34|3.1|0|1|0|1|-0.0297895800234698|1|0|2.9638900628323825|32.8706607064674
40|2.7|0|1|1|0|-1.35057921014431|1|0|2.7269959558807613|36.122176638464474
38|3.4|0|1|1|0|0.19685374587992702|1|0|3.269006004688588|37.99679472909781
40|3.5|0|1|1|0|0.6243319168951229|0|1|3.418736216543141|38.5315975265805
32|3.3|0|1|1|0|0.17443953602467097|0|1|3.2611551140051884|37.96895881595938
33|3.2|0|1|1|0|-0.35682969526763797|1|0|3.0750706307570943|37.31511941212201
36|3.0|0|1|1|0|-0.479409243230365|0|1|3.0321354286112|37.16586504386595
30|3.4|0|1|1|0|0.0792110422573271|1|0|3.227800001362799|37.85092298128739
34|3.6|0|1|1|0|0.5598437417477671|1|0|3.396148330700933|38.45043911630305
31|2.7|0|1|1|0|-1.1446308013352802|0|1|2.799132268265676|36.366232688322896
34|3.1|0|1|1|0|-0.263076904148897|0|1|3.1079088578946985|37.429678367630196
35|3.4|0|1|1|0|0.179643232637887|1|0|3.2629777815684777|37.97541940038486
32|3.7|0|1|1|0|0.997962092537762|0|1|3.5496054144284237|39.00519412875302
31|3.5|0|1|1|0|0.296190054440464|1|0|3.303799936950195|38.12040502506651
34|3.4|0|1|0|1|0.6645892318719621|1|0|3.2071059593669458|33.62547202345038
39|3.0|0|1|1|0|-0.42183404474737607|0|1|3.0523019476312307|37.23589481901674
34|3.1|0|1|1|0|-0.5714588498954379|1|0|2.9998937656641584|37.05417691558457
32|3.8|0|1|1|0|1.25658898945449|0|1|3.6401931044961136|39.33642273707254
34|3.4|0|1|1|0|0.12984819381811502|1|0|3.2455363723519937|37.91364203697374
35|3.4|0|1|1|0|0.361709684065818|0|1|3.326749104158285|38.20215514636553
39|2.7|0|1|1|0|-1.35842980591126|1|0|2.724246174846145|36.11290588579658
38|3.0|0|1|1|0|-0.6890526732216551|1|0|2.958704883346246|36.91198292075083
39|3.0|0|1|1|0|-0.42081066419613206|0|1|3.0526604009912743|37.237140768469594
37|3.6|0|1|1|0|0.553282375171833|1|0|3.39385012023293|38.442191219359124
42|3.5|0|1|1|0|0.651987104655103|0|1|3.428422833083924|38.56645405996315
28|3.3|0|1|0|1|0.639168873494829|0|1|3.198202123093417|33.59753605096265
33|3.1|0|1|1|0|-0.27263833281863803|0|1|3.104559833693176|37.41797892409747
32|3.9|0|1|1|0|1.5050514468996101|0|1|3.7272205573899324|39.65728236858479
34|3.1|0|1|0|1|0.050304354342293|1|0|2.991944084239768|32.95685351717088
34|3.4|0|1|1|0|0.0764247709856791|1|0|3.226824070856693|37.84747492542689
34|3.7|0|1|1|0|1.0648965814278|0|1|3.5730501558945917|39.09065000068327
36|3.3|0|1|1|0|0.10739049469649499|0|1|3.237670248944428|37.88581316954573
32|2.8|0|1|1|0|-1.1927590832793402|1|0|2.7822746639707807|36.30905175792998
41|3.7|0|1|1|0|0.810554902471188|1|0|3.4839634233880505|38.76692212612039
27|3.2|0|1|0|1|0.154464085603802|1|0|3.0284274878050574|33.06928282150145
37|2.9|0|1|1|0|-0.66396261095991|0|1|2.9674930287829437|36.94227586367773
35|3.3|0|1|1|0|-0.111260809326731|1|0|3.1610845697367096|37.61593272022391
36|3.3|0|1|1|0|0.19902763292663198|0|1|3.269767439049734|37.99949553625325
33|3.5|0|1|1|0|0.602686380498885|0|1|3.411154564496167|38.504337523484736
39|3.0|0|1|1|0|-0.39933731026767605|0|1|3.0601817437192547|37.263293850675424
33|3.5|0|1|1|0|0.331874592028652|1|0|3.31629894563717|38.164907602304375
39|3.0|0|1|1|0|-0.38559231848665404|0|1|3.0649961194484856|37.28004395515936
40|2.5|0|1|1|0|-1.7454176891731998|1|0|2.5886982529292255|35.65884995532317
31|3.3|0|1|0|1|0.695141845458477|0|1|3.217807439852265|33.65907888040077
34|3.2|0|1|1|0|-0.307241927871167|1|0|3.092439440256852|37.37566823543867
29|3.0|0|1|0|1|-0.24286922520863802|1|0|2.8892559351067493|32.642451768774144
40|3.0|0|1|0|1|0.0992196623485383|0|1|3.0090773554271886|33.00960468456378
37|3.4|0|1|1|0|0.15447369924409302|1|0|3.2541618002556003|37.94418067827769
40|2.8|0|1|1|0|-0.8666933963318071|0|1|2.896483734036768|36.6982145229421
37|3.0|0|1|1|0|-0.4002349783089679|0|1|3.059867322925139|37.26220018436171
34|3.1|0|1|1|0|-0.267615683663979|0|1|3.106319086850389|37.42412422330313
36|3.4|0|1|1|0|0.14026272621759697|1|0|3.249184208073844|37.92655433163382
40|3.7|0|1|1|0|1.0634679151770299|0|1|3.5725497455464112|39.08882405548907
37|3.2|0|1|0|1|0.514319654841433|0|1|3.1544719370246086|33.4606682299182
41|3.1|0|1|1|0|-0.17971974788144898|0|1|3.137105868441173|37.53182996121295
34|3.5|0|1|1|0|0.315386447960526|1|0|3.31052374242961|38.14433860436524
34|3.1|0|1|1|0|-0.554526959608301|1|0|3.0058243971950516|37.07469595565018
36|3.4|0|1|1|0|0.175392967104484|1|0|3.2614890665839367|37.970142454140635
38|3.0|0|1|0|1|0.10644994214876|0|1|3.011609862113282|33.01740911054591
34|3.8|0|1|1|0|1.2187175432227|0|1|3.626928100451445|39.287744806928096
32|3.4|0|1|0|1|0.596736027191986|1|0|3.1833394248381404|33.55095572052026
33|3.5|0|1|1|0|0.31867563592912|1|0|3.311675826547022|38.14844098863872
33|3.5|0|1|1|0|0.6117292546702799|0|1|3.4143219577275956|38.51572361189761
42|2.6|0|1|1|0|-1.22472699432321|0|1|2.7710774557442677|36.271120571965916
39|3.1|0|1|1|0|-0.170864560145813|0|1|3.1402075218718495|37.54269808530966
36|3.2|0|1|1|0|-0.0593220491657811|0|1|3.179276847353817|37.67986591782823
38|3.5|0|1|1|0|0.691992058227925|0|1|3.4424351279327228|38.61693201405228
32|3.2|0|1|1|0|-0.0681864546832033|0|1|3.1761719652660694|37.66894673259244
36|3.4|0|1|1|0|0.390369532176594|0|1|3.336787617046919|38.23796969221575
32|3.7|0|1|1|0|0.723757320217375|1|0|3.4535613554918996|38.65706024005087
36|2.2|0|1|1|0|-2.44988199232628|1|0|2.3419497719375926|34.846901342163555
41|2.4|0|1|1|0|-1.98903934644227|1|0|2.5033663580429284|35.37593956166481
37|3.4|0|1|1|0|0.45489459786557895|0|1|3.3593884243176073|38.31872585632137
37|2.8|0|1|1|0|-0.827965284260779|0|1|2.910048797280467|36.74471318508886
30|3.2|0|1|0|1|0.20756218600699697|1|0|3.0470258405667057|33.12674406326779
32|3.3|0|1|1|0|-0.14385707639102402|1|0|3.1496672710203484|37.575864274297786
35|3.0|0|1|0|1|0.0781681477701611|0|1|3.001703767835116|32.98689200255807
28|2.7|0|1|0|1|-0.8738624458360571|1|0|2.6682417289802522|31.975906853566755
34|3.3|0|1|0|1|0.6648511081918629|0|1|3.2071976852128885|33.62575993605726
28|3.6|0|1|0|1|0.998703795095614|1|0|3.3241342609907742|33.99481710359908
39|2.8|0|1|1|0|-0.860576280413768|0|1|2.89862633949466|36.70555508442308
37|2.8|0|1|1|0|-1.14679560376568|1|0|2.7983740159185277|36.36365876613179
41|3.5|0|1|1|0|0.6619866282647671|0|1|3.43192530616919|38.57906519630434
35|3.6|0|1|1|0|0.5802535608650671|1|0|3.4032971554773868|38.47610638032976
33|3.4|0|1|1|0|0.379209309772707|0|1|3.3328785929652693|38.2240194212124
32|3.7|0|1|1|0|1.00014046466145|0|1|3.5503684197505514|39.00797233308685
38|3.2|0|1|1|0|0.0120867386566451|0|1|3.2042887746378157|37.76794287509461
37|3.2|0|1|0|1|0.249782415511862|1|0|3.061814066812968|33.17250483470805
47|3.0|0|1|1|0|-0.3828456625711429|0|1|3.065958174121697|37.28339202398798
38|3.1|0|1|1|0|-0.226440426610284|0|1|3.120741296871486|37.47454093766265
35|3.0|0|1|1|0|-0.46077141253126097|0|1|3.038663589645619|37.18852015224169
34|3.1|0|1|1|0|-0.225576549062602|0|1|3.1210438820723247|37.47559943274677
38|3.0|0|1|1|0|-0.43600698509781605|0|1|3.0473376769265217|37.21864377686846
42|2.9|0|1|1|0|-0.600391433810231|0|1|2.989759723243294|37.01914102225582
32|2.5|0|1|0|1|-1.04262165600317|0|1|2.6091314538737587|31.79995779570774
37|3.2|0|1|1|0|-0.0149223858830038|0|1|3.194828450781457|37.73460512433376
39|3.9|0|1|1|0|1.18724724498758|1|0|3.6159051880751707|39.24734039895138
35|3.3|0|1|1|0|-0.126499139471168|1|0|3.1557471313467733|37.59719592837785
43|2.7|0|1|1|0|-1.02035387115621|0|1|2.8426620022873093|36.51430221190041
32|3.6|0|1|1|0|0.566534270012041|1|0|3.398491781857865|38.45885119680205
31|3.3|0|1|1|0|-0.0924448001921468|1|0|3.167675140261721|37.6390814492661
39|4.0|0|1|1|0|1.6977155269709299|0|1|3.7947038477234076|39.907885508753324
32|3.6|0|1|0|1|1.0391475897332099|1|0|3.3383002660639876|34.039799851839156
42|2.9|0|1|1|0|-0.622179479590287|0|1|2.982128155290252|36.99277867127579
37|3.5|0|1|1|0|0.6092177283629809|0|1|3.4134422604902444|38.51256095437523
39|2.9|0|1|1|0|-0.676385786702475|0|1|2.963141637619687|36.927273410493456
41|2.6|0|1|0|1|-0.715245061829199|0|1|2.723799687541644|32.14216942825985
32|3.2|0|1|1|0|-0.00447744997031904|0|1|3.1984869357592967|37.747493967896865
34|3.8|0|1|1|0|1.2887577181469099|0|1|3.651460651914427|39.37781806973898
39|3.0|0|1|1|0|-0.41967830447162|0|1|3.0530570258318925|37.23851944690939
34|3.2|0|1|1|0|-0.31442586991791305|1|0|3.0899231640174|37.36689024736915
34|3.6|0|1|1|0|0.870341064100177|0|1|3.5049043631918773|38.84277651936572
35|3.2|0|1|1|0|-0.0231204960611616|0|1|3.191956947960933|37.724491901881365
34|3.1|0|1|1|0|-0.257053832376913|0|1|3.1100185230743094|37.43705012615869
35|3.4|0|1|1|0|0.136120785243117|1|0|3.2477334352820426|37.921418484472795
40|3.0|0|1|1|0|-0.41125771357728996|0|1|3.056006455636821|37.24877334421986
36|3.6|0|1|1|0|0.788648481225912|0|1|3.476290392771679|38.73916519565514
33|3.3|0|1|1|0|0.17211481413767798|0|1|3.260340847630333|37.96607294178779
44|3.2|0|1|1|0|0.0773584763923574|0|1|3.22715111424237|37.848630366007576
34|3.6|0|1|1|0|0.5718983860222471|1|0|3.400370638559982|38.465596892682804
40|3.7|0|1|0|1|1.32657616850319|1|0|3.438976148273544|34.36120545521375
37|3.0|0|1|1|0|-0.7625436503912959|1|0|2.9329636401036354|36.82339511751661
32|3.6|0|1|1|0|0.50064802725566|1|0|3.3754142032699685|38.376091754498425
36|3.2|0|1|1|0|-0.292692418423913|1|0|3.097535609557716|37.39345245551391
34|3.1|0|1|1|0|-0.535242525036117|1|0|3.012579040285086|37.09807978511864
33|3.0|0|1|1|0|-0.469578809133877|0|1|3.0355786757281087|37.17781265122561
35|2.6|0|1|1|0|-1.59693359677333|1|0|2.640706884292237|35.83238856138743
34|3.0|0|1|1|0|-0.478467175962495|0|1|3.0324654008557816|37.16700983709573
35|3.4|0|1|0|1|0.9212790541000161|0|1|3.2970151619160224|33.908868844042956
26|3.3|0|1|1|0|-0.20990454190276803|1|0|3.1265332219061115|37.49480727971157
38|2.9|0|1|1|0|-0.6194780941293431|0|1|2.983074353353202|36.996046181051234
34|2.6|0|1|1|0|-1.30713009402674|0|1|2.742214616861103|36.17352866417298
33|2.7|0|1|1|0|-1.0750078004819201|0|1|2.8235186986720904|36.44911076442274
