LSAT|UGPA|female|male|white|nonwhite|U|org_nonwhite|org_white|scf_UGPA|scf_LSAT
34|3.1|0|1|1|0|-0.27499776784513896|0|1|3.1037334085554056|37.41509246238832
26|3.1|0|1|1|0|0.209438812300826|1|0|3.2734141003275528|38.012432902824024
36|3.0|1|0|1|0|-0.7340132769107971|0|1|3.0760028989549077|36.26373594719844
36|3.0|0|1|1|0|-0.389288318532558|0|1|3.063701543707756|37.27553914652529
37|2.7|1|0|1|0|-1.32010444969569|0|1|2.8707162634788563|35.57543650154502
41|2.9|1|0|1|0|-0.873346107030356|0|1|3.027199625275339|36.09890781361807
37|2.8|0|1|1|0|-0.8536644563758481|0|1|2.9010473025932937|36.71385106538925
38|3.1|1|0|1|0|-0.47603789764330795|0|1|3.166362385848115|36.570905296914034
32|3.2|0|1|1|0|-0.0777270871611706|0|1|3.172830225221753|37.65719810569829
37|3.3|1|0|1|0|-0.0730315188908912|0|1|3.3075210099856522|37.05597735406544
35|3.1|0|1|1|0|-0.258653653972436|0|1|3.1094581631713503|37.43509193078052
40|2.8|1|0|1|0|-1.05554725732006|0|1|2.963381122524117|35.884497128813926
40|3.1|0|1|1|0|-0.19930125994568101|0|1|3.130247169802019|37.507808404397146
39|2.9|0|1|1|0|-0.64969871948521|0|1|2.9724891563917644|36.95950871543157
36|2.8|1|0|1|0|-1.14132516885508|0|1|2.933336208567275|35.78399675678504
37|3.3|0|1|1|0|0.21177217317877398|0|1|3.274231392629891|38.01533303872146
36|3.5|0|1|1|0|0.63208270213679|0|1|3.421451037544452|38.541363419391615
34|3.7|1|0|1|0|0.7283292107617609|0|1|3.5882088204014635|38.039722239318834
40|3.2|1|0|1|0|-0.24222136815091|0|1|3.2482598975101755|36.851556069715926
36|3.6|1|0|1|0|0.5761488046884929|0|1|3.534905503445304|37.850918639244234
38|3.3|1|0|1|0|-0.0738991528055043|0|1|3.307217109064726|37.05492616015665
40|2.4|1|0|1|0|-2.01095251828948|0|1|2.628737059197616|34.780868060931866
42|3.0|1|0|1|0|-0.7079441017555891|0|1|3.0851339923849954|36.29465877041968
35|3.0|1|0|1|0|-0.7411141970584059|0|1|3.0735157022975|36.2553175199712
42|3.0|1|0|1|0|-0.0998323377372923|1|0|3.298133648113543|37.02352021235248
41|3.2|1|0|1|0|-0.251323680277591|0|1|3.245071685303088|36.84059035015358
44|2.6|0|1|1|0|-1.1891038527838702|0|1|2.7835549596059104|36.31339135923412
42|2.8|0|1|1|0|-0.8196629886104371|0|1|2.9129567925206747|36.75468895001611
32|3.7|0|1|1|0|0.9800968174321109|0|1|3.5433478518023453|38.9824169714382
38|3.0|1|0|1|0|-0.20986418257148395|1|0|3.259593454590573|36.890563786020884
39|3.4|1|0|1|0|0.115678218137815|0|1|3.373619236328351|37.285321301479996
37|3.2|0|1|1|0|0.544012265702567|1|0|3.3906031346583174|38.43054134111414
41|3.1|1|0|1|0|-0.51312141887563|0|1|3.153373363561335|36.526590616661146
41|4.0|1|0|1|0|1.4445135721538|0|1|3.839062415810751|38.94098430215137
39|3.1|0|1|1|0|-0.23643402214728698|0|1|3.1172409001766312|37.46229812108731
47|2.9|0|1|1|0|-0.5772492739301801|0|1|2.9978655886103676|37.04716235238448
36|2.9|1|0|1|0|-0.916283029995032|0|1|3.0121603671148214|36.04826540251161
43|3.1|0|1|1|0|-0.16163081404418697|0|1|3.143441770668049|37.55403417238333
41|2.7|0|1|1|0|-1.05238601546337|0|1|2.8314422954613994|36.47607999976047
42|3.0|0|1|1|0|-0.38926402788281894|0|1|3.063710051847769|37.27556875100559
39|3.4|1|0|1|0|0.176822504085689|0|1|3.3950358781814973|37.35993561681528
32|3.7|1|0|1|0|0.6972109696346469|0|1|3.5773092209542248|38.001038747726334
44|2.7|1|0|1|0|-1.31033584061928|0|1|2.874137855517256|35.586800902000235
34|2.8|0|1|1|0|-0.353186242621367|1|0|3.0763468010357133|37.31956488573869
39|2.8|1|0|1|0|-1.17395469747761|0|1|2.921907259524654|35.74584081252905
31|3.1|0|1|1|0|0.23667791529984802|1|0|3.2829549773578015|38.04630219182442
31|3.2|1|0|1|0|-0.334029317336481|0|1|3.2161028784772694|36.74110277826544
36|3.5|0|1|1|0|0.636770210529954|0|1|3.4230929029597355|38.547270822634694
38|3.3|1|0|1|0|-0.0833750947669157|0|1|3.3038980277791623|37.04344739232163
30|3.2|0|1|1|0|-0.0348980409779072|0|1|3.1878316980298713|37.70996781774324
31|2.6|0|1|1|0|-1.33760023066369|0|1|2.7315420250816143|36.13750870917548
31|3.6|0|1|1|0|0.794355310122297|0|1|3.478289289458366|38.74639422239697
36|3.1|0|1|1|0|-0.251429287964897|0|1|3.1119885984687943|37.443935429985196
34|3.2|0|1|1|0|-0.0523305711236526|0|1|3.181725710382164|37.68848026141551
31|2.9|0|1|1|0|-0.728049650604876|0|1|2.9450456462642447|36.86494851257572
31|2.8|0|1|1|0|-0.938685676593367|0|1|2.8712674303601236|36.61193374842892
35|3.0|1|0|1|0|-0.7570309818072471|0|1|3.0679406256875588|36.236454628840654
37|2.8|0|1|1|0|-0.8551251399267851|0|1|2.900535677737655|36.71209771015725
32|2.0|0|1|1|0|-2.59344045297909|0|1|2.2916664120270474|34.68372081978028
39|3.0|0|1|1|0|-0.408160208359793|0|1|3.0570914001881064|37.25254593950561
32|3.2|0|1|1|0|-0.0331349318120737|0|1|3.1884492516895024|37.71214173037766
32|2.7|0|1|1|0|-1.09059995253543|0|1|2.818057329206847|36.430533724881066
34|2.5|0|1|1|0|-1.53821945881026|0|1|2.661272332804356|35.901242625451445
30|2.8|0|1|1|0|-0.44016214179858504|1|0|3.0458822751416363|37.213587711810156
30|3.5|0|1|1|0|0.596579886678335|0|1|3.4090156795765743|38.49665060232165
36|2.8|0|1|1|0|-0.909855154478278|0|1|2.8813657242073107|36.64646196024194
36|3.0|0|1|1|0|-0.42578456095445094|0|1|3.0509182240431576|37.23108551979273
39|2.5|0|1|1|0|-1.48896965607033|0|1|2.6785227654534247|35.9590998894497
33|3.1|0|1|1|0|-0.267023471324433|0|1|3.1065265175101877|37.42484887198521
36|1.8|0|1|1|0|-2.4753412594814597|1|0|2.333032307320034|34.81790631474663
32|3.5|0|1|1|0|0.625214541540763|0|1|3.419045368177401|38.532709497771656
34|2.7|0|1|1|0|-1.09580656021389|0|1|2.8162336420022163|36.4243324979185
33|3.0|0|1|1|0|-0.474044057535696|0|1|3.03401465998527|37.172385249606336
34|2.8|0|1|1|0|-0.8914683642964729|0|1|2.887805954787293|36.66849948056128
37|3.1|0|1|1|0|-0.235603208544589|0|1|3.117531904268017|37.463315770336585
34|2.7|1|0|1|0|-1.36630685908902|0|1|2.8545332229969875|35.521735661817
40|2.8|0|1|1|0|-0.8435848249557991|0|1|2.904577834560237|36.72595259765153
32|2.6|0|1|1|0|-0.8326759390700049|1|0|2.908398824509029|36.73905422146898
36|2.8|0|1|1|0|-0.8531181467036021|0|1|2.9012386552014733|36.71450685859654
37|3.4|1|0|1|0|0.665764493003935|1|0|3.5662946524282724|37.9619871849065
32|2.7|0|1|1|0|-1.13189545969352|0|1|2.803592999903814|36.38137853440267
35|3.8|1|0|1|0|0.988825564918605|0|1|3.679451314030118|38.36509709257391
32|3.3|1|0|1|0|-0.11777744696819199|0|1|3.291848122467836|37.0018036730579
29|3.1|0|1|1|0|-0.28088268846643394|0|1|3.1016721327497168|37.40789399809899
36|3.1|1|0|1|0|-0.5113757271064121|0|1|3.1539848165340496|36.528675507396116
32|2.8|0|1|1|0|-0.359245136151096|1|0|3.0742245887841357|37.312172560268266
29|3.0|0|1|1|0|-0.520244008100052|0|1|3.01783248074266|37.11627681230526
38|2.9|0|1|1|0|-0.674250057384977|0|1|2.96388970670217|36.929852122358234
37|2.8|0|1|1|0|-0.818994566645149|0|1|2.913190916668425|36.75549222161911
33|2.7|1|0|1|0|-1.37671205276807|0|1|2.8508886582926616|35.509652942768945
30|3.1|0|1|1|0|-0.28400496066562797|0|1|3.100578513216484|37.40407538148921
32|3.1|1|0|1|0|-0.555560523627948|0|1|3.1385084731965445|36.47594191944986
37|2.3|0|1|1|0|-1.93087303562128|0|1|2.523739922431822|35.44328167535806
33|2.8|0|1|1|0|-0.8952145277662149|0|1|2.886493808605339|36.664008434907245
35|2.6|0|1|1|0|-1.31125592233111|0|1|2.7407694877575004|36.16864925837617
28|3.4|0|1|1|0|0.33786644072397803|0|1|3.3183976744972217|38.17238519488995
31|3.7|1|0|1|0|0.7342123252983299|0|1|3.5902694636007015|38.04704004064283
30|3.0|0|1|1|0|-0.516171752518159|0|1|3.0192588452504774|37.121219037709444
28|3.1|1|0|1|0|-0.0683490874168028|1|0|3.309161097138979|37.0616509336521
31|3.2|0|1|1|0|-0.0926813815289013|0|1|3.1675922743376224|37.638790302465694
35|3.0|0|1|1|0|-0.482004676338236|0|1|3.031226341842692|37.16271127499207
30|3.0|1|0|1|0|-0.761727669961189|0|1|3.0662955449325944|36.23089048583346
33|3.1|0|1|1|0|-0.24468431651111|0|1|3.1143511191147724|37.45219397796979
34|3.5|1|0|1|0|0.30954183819329495|0|1|3.441522682328558|37.52240709944622
33|3.2|1|0|1|0|-0.311996404509529|0|1|3.223820214540343|36.767580142323276
36|2.4|0|1|1|0|-1.70013844487782|0|1|2.6045579419160587|35.711680151237644
35|3.3|1|0|1|0|-0.0655922712001411|0|1|3.3101267105998593|37.06499170192859
39|2.6|0|1|1|0|-1.24767977565122|0|1|2.7630379228653545|36.243910634411215
34|3.0|0|1|1|0|-0.44572658246280605|0|1|3.0439332519259543|37.20681788193209
28|3.6|1|0|1|0|0.47217091338134104|0|1|3.498485791868836|37.72245695358722
30|3.5|1|0|1|0|0.28115979864165|0|1|3.4315814757756247|37.48760327227379
34|3.3|0|1|1|0|0.245155621553845|0|1|3.2859244126167693|38.056849586884404
33|3.3|1|0|1|0|-0.0849018052566495|0|1|3.303363276064179|37.04159833041824
36|2.9|0|1|1|0|-0.64788890775289|0|1|2.973123068278899|36.96169580536771
33|2.9|1|0|1|0|-0.933438865265722|0|1|3.0061512957193814|36.028050639922135
35|3.3|1|0|1|0|-0.0993944659606931|0|1|3.2982870188312092|37.02405026862131
30|2.5|1|0|1|0|-1.33668826994951|1|0|2.8649075483482913|35.55615187264339
38|2.8|0|1|1|0|-0.8323747661959571|0|1|2.9085043145230083|36.73941599781452
34|3.2|1|0|1|0|-0.294391402804101|0|1|3.2299866127655283|36.78875011617802
34|3.0|0|1|1|0|-0.47571514049304797|0|1|3.0334293397930443|37.17035429237046
32|2.5|0|1|1|0|-1.00760340159464|1|0|2.847128032691072|36.52952779443116
39|3.4|0|1|1|0|0.44483581649328297|0|1|3.3558651953716807|38.3061256046761
35|3.7|0|1|1|0|1.0555188093644798|0|1|3.569765459989699|39.0786660451388
37|3.3|0|1|1|0|0.240517095170371|0|1|3.2842997038358717|38.051078280422914
33|3.5|0|1|1|0|0.6315474086834579|0|1|3.4212635435211163|38.54068887674974
32|2.9|0|1|1|0|-0.669160324762706|0|1|2.9656724567827317|36.93599826842669
36|3.3|0|1|1|0|0.199503558080911|0|1|3.269934138495481|38.000086844686955
32|3.3|0|1|1|0|0.17575557289864702|0|1|3.2616160743379248|37.97059262123274
36|3.2|0|1|1|0|-0.0025296697041128197|0|1|3.199169173056262|37.74989797705983
31|2.7|1|0|1|0|-0.9045916824819692|1|0|3.016255425198931|36.06204784391121
33|2.6|0|1|1|0|-1.33989075604303|0|1|2.7307397365121364|36.1348024383293
37|2.9|0|1|1|0|-0.640045809375281|0|1|2.975870223247974|36.97117539289054
36|3.5|1|0|1|0|0.385018528536969|0|1|3.4679594493999626|37.61511862458735
29|3.0|1|0|1|0|-0.7955083020231759|0|1|3.0544634058008815|36.19089590325983
40|2.8|0|1|1|0|-0.8251964969690808|0|1|2.9110186037779116|36.74803976772748
32|2.9|0|1|1|0|-0.7127634428927561|0|1|2.950399854442297|36.88337812177877
47|3.9|1|0|1|0|1.31533295390785|0|1|3.7938150964177315|38.776856690967094
28|2.7|1|0|1|0|-0.9236468029616709|1|0|3.0095811025789847|36.0395872618477
37|3.3|1|0|1|0|-0.05412239784172701|0|1|3.3141441942618246|37.07889437053006
35|2.9|0|1|1|0|-0.114292542505537|1|0|3.1600226627624397|37.612204208691125
35|3.4|1|0|1|0|0.11829918724041|0|1|3.3745372674363807|37.288516608573794
34|3.6|1|0|1|0|0.5187537071668401|0|1|3.5148020673074516|37.779954654486495
44|2.9|0|1|1|0|-0.5749614362063199|0|1|2.9986669357909004|37.04993369750409
37|2.9|0|1|1|0|-0.611868906594964|0|1|2.9857395777759086|37.00525156335274
30|3.4|0|1|1|0|0.361691310836962|0|1|3.326742668677749|38.20213219717233
37|3.0|0|1|1|0|-0.46086138039766|0|1|3.038632077141334|37.18841075915341
32|3.2|1|0|1|0|-0.30460472343894607|0|1|3.2264092542801532|36.776467137662195
34|3.2|0|1|1|0|-0.0112205616480483|0|1|3.1961250665259096|37.73917259840245
26|3.4|1|0|1|0|0.0562542411457541|0|1|3.352805156762297|37.212949068061484
39|2.7|1|0|1|0|-1.3426890336213002|0|1|2.8628056968929703|35.54917641227076
34|3.6|0|1|1|0|1.36006444074144|1|0|3.676436829423976|39.46973228684788
32|3.0|1|0|1|0|-0.738578418980171|0|1|3.0744038940570197|36.25832356279736
31|3.0|0|1|1|0|-0.506416135484692|0|1|3.0226758866440155|37.13306145722944
39|2.1|0|1|1|0|-2.37172550652435|0|1|2.3693251748713586|34.936063056447516
42|2.8|1|0|1|0|-1.12588911227618|0|1|2.938742903408017|35.802061384235074
37|3.4|0|1|1|0|0.38417842852148293|0|1|3.3346190963486766|38.23023018786697
43|2.6|0|1|1|0|-1.25052463376168|0|1|2.762041471499046|36.240539549689494
33|3.8|1|0|1|0|0.9364582573284599|0|1|3.6611089316785144|38.29946458389347
29|3.3|0|1|1|0|0.12298835636393901|0|1|3.243133618281856|37.90513937661503
34|3.1|0|1|1|0|-0.25199734468056|0|1|3.111789628654313|37.443239984075994
32|3.8|0|1|1|0|1.24967391534137|0|1|3.637771003013157|39.32752997218325
31|3.2|1|0|1|0|-0.362143098334372|0|1|3.206255633237004|36.70734560595001
39|3.4|1|0|1|0|0.685801970959893|1|0|3.5733130595021385|37.98686592999245
32|2.8|0|1|1|0|-0.8774294442239121|0|1|2.8927232830140923|36.68533477520518
42|3.7|0|1|1|0|1.13353733380107|0|1|3.5970925400245184|39.17847872207917
32|3.6|0|1|1|0|0.7929490743813079|0|1|3.477796735710146|38.74461277236862
29|2.7|1|0|1|0|-0.9055389974239101|1|0|3.015923614883066|36.06093089772211
40|2.8|0|1|1|0|-0.8301179806865959|0|1|2.9092947852308444|36.74212701805382
38|3.3|0|1|1|0|0.22895188903018102|0|1|3.2802488285329297|38.03669253264757
32|3.0|0|1|1|0|-0.439925244524284|0|1|3.045965251727282|37.213875953962024
38|2.5|0|1|1|0|-1.49642058256394|0|1|2.675912974175074|35.95034077107669
39|2.9|0|1|1|0|-0.6523095804238941|0|1|2.971574665809605|36.95635381543427
37|2.7|0|1|1|0|-1.11368038289142|0|1|2.809973085469466|36.40305226605892
30|2.9|1|0|1|0|-0.97620698165977|0|1|2.991171164422634|35.97770620387928
36|3.6|0|1|1|0|0.8419383426639829|0|1|3.4949559125194427|38.80672174474008
34|3.0|1|0|1|0|-0.7196569011557059|0|1|3.081031420477231|36.2807619811963
33|3.0|1|0|1|0|-0.751750886959672|0|1|3.0697900528016078|36.24271095117149
36|3.4|1|0|1|0|0.12645147699887702|0|1|3.377392721013662|37.298457075835735
35|3.3|0|1|1|0|0.161630310575139|0|1|3.256668503529392|37.95306036464995
39|2.9|0|1|1|0|-0.6277241068782671|0|1|2.980186071986882|36.98607297080514
42|3.9|1|0|1|0|1.24149471556652|0|1|3.7679522200898985|38.68335402411963
33|4.0|1|0|1|0|1.4288345853180502|0|1|3.8335706312477957|38.92102672528602
35|3.2|1|0|1|0|-0.34258495146104606|0|1|3.2131061478910525|36.730826452740764
39|3.0|0|1|1|0|-0.426209769688683|0|1|3.0507692887332962|37.23056791408051
38|3.0|1|0|1|0|-0.712307453107232|0|1|3.0836056675100063|36.28948119864614
30|3.4|1|0|1|0|0.0693482103577967|0|1|3.357391502725835|37.22888408671314
31|3.6|1|0|1|0|0.5068253542723571|0|1|3.5106239947716653|37.765223003254725
40|3.9|1|0|1|0|1.22178493678251|0|1|3.7610485942370797|38.6584333292709
38|3.0|0|1|1|0|-0.396417802131323|0|1|3.061204342301842|37.266851030850006
43|3.4|0|1|1|0|0.46242941863672204|0|1|3.362027600740745|38.328167153916226
41|3.4|1|0|1|0|0.20755128329551603|0|1|3.4057990631417785|37.39749027535338
39|3.5|1|0|1|0|0.41992289750029704|0|1|3.480185193107804|37.65807071145825
39|2.7|0|1|1|0|-1.10801357926179|0|1|2.8119579627463285|36.40979770787271
44|2.9|0|1|1|0|-0.591728640959285|0|1|2.9927939876730867|37.02962774959999
32|3.7|1|0|1|0|0.7568493238752049|0|1|3.5981983891517237|38.075210546893835
33|3.6|1|0|1|0|0.546917241937371|0|1|3.5246667395028766|37.81475974517274
34|3.6|1|0|1|0|0.561564339905028|0|1|3.5297970905487404|37.83287361038606
30|3.3|1|0|1|0|0.43749636411544396|1|0|3.486340545726292|37.679714559981335
30|3.3|0|1|1|0|0.166446992939421|0|1|3.2583556139358185|37.95903791455815
33|3.2|0|1|1|0|-0.0575559156741926|0|1|3.179895460325869|37.68204182126453
33|3.6|0|1|1|0|0.844348574149415|0|1|3.495800129827838|38.80978002321621
34|3.2|0|1|1|0|-0.0525797066556124|0|1|3.181638447175502|37.68817326257735
39|3.8|0|1|1|0|1.30703990863879|0|1|3.657864244989165|39.40136335133051
36|3.1|0|1|1|0|-0.245324203312607|0|1|3.114126989807483|37.45141042190372
34|3.3|1|0|1|0|-0.109796683022233|0|1|3.294643496728823|37.01146013931241
35|2.4|0|1|1|0|-1.7565063026329601|0|1|2.5848143108824067|35.64592407722458
37|4.0|0|1|1|0|1.68262368611961|0|1|3.789417719258469|39.88819812562925
38|2.8|1|0|1|0|-1.12331089097859|0|1|2.9396459614990986|35.80507953363183
42|2.9|0|1|1|0|-0.597772057347559|0|1|2.9906771965069026|37.02231159016118
34|3.2|0|1|1|0|-0.0232773064554775|0|1|3.1919020229257993|37.724298486353895
34|2.3|1|0|1|0|-2.2556134066855202|0|1|2.543041159065302|34.50375099377694
30|3.4|1|0|1|0|0.0609604334882771|0|1|3.354453566492321|37.218675595933135
34|3.1|0|1|1|0|-0.211679854543063|0|1|3.125911393808765|37.492630935571576
36|2.6|0|1|1|0|-1.2739546195851998|0|1|2.753834791067216|36.212787533133344
35|3.3|1|0|1|0|-0.0610232229456826|0|1|3.3117270836937394|37.07052923452452
34|3.5|0|1|1|0|0.6397324546278779|0|1|3.424130470410943|38.55100443918775
32|3.5|1|0|1|0|0.305882177926747|0|1|3.4402408351041145|37.51791758179998
34|3.0|0|1|1|0|-0.415190265448144|0|1|3.054629024308916|37.2439842573074
37|3.4|0|1|1|0|0.40302067209227793|0|1|3.3412188558521154|38.25378976624505
40|3.6|1|0|1|0|0.583613820950803|0|1|3.5375202298623254|37.860158265146694
35|3.5|1|0|1|0|0.36000904699729597|0|1|3.459199528488879|37.58437296764814
39|4.0|1|0|1|0|1.44196655544029|0|1|3.838170287561944|38.93774154190566
32|3.2|1|0|1|0|-0.317448743440107|0|1|3.221910456525707|36.761026188364674
35|2.8|0|1|1|0|-0.848347862315053|0|1|2.9029095140675705|36.72023363257218
34|2.8|0|1|1|0|-0.9045193836841708|0|1|2.8832346526008044|36.65285579347999
33|2.2|1|0|1|0|-2.46214803171393|0|1|2.4706995162455914|34.271537288771874
36|3.1|1|0|1|0|-0.487512610002201|0|1|3.162343207258512|36.557187314029434
34|2.1|1|0|1|0|-2.65975551098599|0|1|2.4014847311603473|34.05082376642345
36|2.6|1|0|1|0|-1.5998715414151101|0|1|2.7727239243294686|35.251502689227884
36|2.9|0|1|1|0|-0.6458863583093921|0|1|2.9738244892466925|36.96411596246507
34|3.2|1|0|1|0|-0.324367392433274|0|1|3.2194871028909846|36.75271134624052
25|3.1|0|1|1|0|-0.316571297545974|0|1|3.089171697965916|37.364269170262816
27|3.4|0|1|1|0|0.847254827415503|1|0|3.4968180857066162|38.81346801102968
41|2.4|0|1|1|0|-1.71861679103164|0|1|2.5980856425755743|35.69011083396242
39|3.8|0|1|1|0|1.2912829869575901|0|1|3.6523451626559114|39.38106947718448
24|3.1|1|0|1|0|-0.5794688723894189|0|1|3.1301342394511202|36.447439576105715
37|2.4|0|1|1|0|-1.72342943455397|0|1|2.5963999468300636|35.68449529265686
32|3.0|0|1|1|0|-0.44826435122198105|0|1|3.0430443629025765|37.203730781479436
37|2.2|0|1|1|0|-2.1422199960691004|0|1|2.4497126917839602|35.19920601620239
34|3.2|1|0|1|0|-0.268970934167404|0|1|3.2388904876590123|36.81933967992232
36|2.7|1|0|1|0|-1.3652739588549299|0|1|2.8548950107591735|35.522935310526535
29|2.8|1|0|1|0|-1.16011412010659|0|1|2.9267551154444793|35.762020577093125
38|3.0|1|0|1|0|-0.678993233492063|0|1|3.0952744391548888|36.329030712977804
34|2.7|0|1|1|0|-1.12964518521193|0|1|2.804381190033053|36.38405538927791
34|2.9|0|1|1|0|-0.664881947402056|0|1|2.9671710183281848|36.941165447451404
34|2.5|0|1|1|0|-1.5151810298516202|0|1|2.6693418649645153|35.92829591770836
37|3.0|0|1|1|0|-0.420950239306359|0|1|3.0526115128555964|37.23697083555006
36|3.2|1|0|1|0|-0.27763987348301|0|1|3.235854070343954|36.808905108512256
38|2.6|0|1|1|0|-1.26269748347817|0|1|2.757777760529676|36.22611857227941
40|2.9|1|0|1|0|-0.901882548718487|0|1|3.0172043372132804|36.06524228050609
35|3.3|0|1|1|0|0.188071604450506|0|1|3.265929936748929|37.985885872244936
36|3.9|0|1|1|0|1.5302406810479299|0|1|3.73604343916779|39.689957020415754
39|3.1|1|0|1|0|-0.480403436299354|0|1|3.1648332948391484|36.56568570248487
36|2.9|0|1|1|0|-0.643718982774275|0|1|2.9745836428597783|36.966735496724695
34|3.2|0|1|1|0|-0.0315897278390788|0|1|3.1889904810058103|37.71404706907481
38|2.4|0|1|1|0|-1.7104228750823998|0|1|2.6009556763087223|35.69967378169245
39|2.6|0|1|1|0|-1.2835688712910902|0|1|2.750467264858036|36.201405931247066
33|3.5|1|0|1|0|0.32434816139167|0|1|3.4467088042398|37.540576359738814
36|3.2|1|0|1|0|-0.29537177517143604|0|1|3.229643223623788|36.78757090024599
33|2.5|0|1|1|0|-1.57008990080311|0|1|2.650109264477019|35.863851760154375
41|2.6|0|1|1|0|-1.2625104529481201|0|1|2.757843270590274|36.22634010089867
35|3.3|0|1|1|0|0.19524581850929604|0|1|3.268442805624459|37.99479718590678
31|2.2|0|1|1|0|-2.23470883732277|0|1|2.417317180775278|35.09292396708027
26|3.7|0|1|1|0|1.01440703890689|0|1|3.5553654870373683|39.02617221519835
37|3.3|1|0|1|0|-0.0644608009922765|0|1|3.3105230238748233|37.06636292864904
40|2.8|0|1|1|0|-0.8049478313536291|0|1|2.9181109822850373|36.77237685279912
32|3.5|1|0|1|0|0.305042980487748|0|1|3.4399468944567344|37.5168881653108
40|3.4|1|0|1|0|0.13667008813622097|0|1|3.3809719325715766|37.31092084783156
38|3.7|1|0|1|0|0.7432269807679631|0|1|3.593426972836924|38.05825578796352
26|2.2|1|0|1|0|-1.9957755319946497|1|0|2.6340530110457343|34.79813152404938
38|2.6|1|0|1|0|-1.58406147943756|0|1|2.778261619795205|35.26972979293601
30|3.5|1|0|1|0|0.316070233395011|0|1|3.4438093441113145|37.53041719474554
32|3.1|0|1|1|0|-0.265074937235708|0|1|3.1072090188440398|37.42723325544973
37|3.2|1|0|1|0|-0.268549767297048|0|1|3.2390380072494858|36.81984670260775
35|3.3|1|0|1|0|-0.10476202269845501|0|1|3.2964069569661136|37.01755321178022
32|3.7|0|1|1|0|1.0046817577318001|0|1|3.55195907120277|39.013764743856626
40|3.5|1|0|1|0|0.403711715501974|0|1|3.4745069997412115|37.638115705574315
35|2.8|1|0|1|0|-1.15104985428349|0|1|2.9299300014012886|35.7726207571491
35|2.5|0|1|1|0|-1.5443776474126003|0|1|2.659115341063985|35.89401471191436
42|4.0|0|1|1|0|1.7178654249767802|0|1|3.801761631493041|39.934186301709794
40|2.3|0|1|1|0|-1.9325232074214398|0|1|2.52316192666505|35.44136942137044
36|3.0|0|1|1|0|-0.46292939335546096|0|1|3.037907726661509|37.185896324252276
37|3.0|0|1|1|0|-0.47035707374171004|0|1|3.0353060776575846|37.17686663236742
30|3.0|0|1|1|0|-0.491019960331909|0|1|3.0280686124571288|37.15175868067705
33|2.4|0|1|1|0|-1.75160656408999|0|1|2.5865305128777707|35.65163507216522
40|3.1|0|1|1|0|-0.171115659816441|0|1|3.140119570698131|37.54238986301812
36|2.8|1|0|1|0|-1.14731779815971|0|1|2.9312372062878906|35.77698611273593
28|2.8|1|0|1|0|-0.7081904539590409|1|0|3.0850477040780953|36.29436642814388
33|3.2|1|0|1|0|-0.345545718069185|0|1|3.2120690979513196|36.72727089236814
31|3.2|1|0|1|0|-0.31742527809707|0|1|3.2219186755904974|36.761054392247665
30|3.1|1|0|1|0|-0.581886591282657|0|1|3.1292873995733563|36.444558532262064
33|3.7|0|1|1|0|0.9950032897521479|0|1|3.5485690523450133|39.001420912820855
35|2.9|1|0|1|0|-0.9728370724988441|0|1|2.992351522267335|35.98167053384297
44|3.9|1|0|1|0|1.29227417143406|0|1|3.785738435154048|38.74763270340096
35|3.2|1|0|1|0|-0.31469392431237797|0|1|3.22287537047824|36.76433745748262
35|3.2|0|1|1|0|-0.0273305151116215|0|1|3.190482329870283|37.71929945845031
34|3.5|1|0|1|0|0.32261461958986104|0|1|3.446101606963207|37.53844862663493
36|2.7|1|0|1|0|-1.3786183873429|0|1|2.8502209379291235|35.50743971443457
31|2.7|0|1|1|0|-1.14274648395084|0|1|2.799792276800155|36.36847326571895
26|3.6|1|0|1|0|0.4417813543939029|0|1|3.487841423538754|37.68499392963836
33|2.8|0|1|1|0|-0.89174006739236|0|1|2.8877107869755374|36.66817373387973
33|3.4|0|1|1|0|0.399069460367775|0|1|3.3398348886493294|38.248848128338885
32|3.0|1|0|1|0|-0.21719106144472|1|0|3.257027112727275|36.881727363181106
22|2.5|0|1|1|0|-1.07491791731592|1|0|2.8235501815088755|36.449217881851865
36|3.0|1|0|1|0|-0.7494092812440601|0|1|3.0706102329737224|36.24548583798934
36|3.2|0|1|1|0|-0.0165931397829042|0|1|3.194243245846209|37.73254385550888
32|3.0|1|0|1|0|-0.7535995605856259|0|1|3.069142528992365|36.240520356638996
31|3.2|1|0|1|0|-0.321597438098949|0|1|3.2204573181614413|36.75604005549272
32|3.3|0|1|1|0|0.22291311484827803|0|1|3.2781336633644935|38.029183173671804
35|3.0|0|1|1|0|-0.45690310017200203|0|1|3.0400185201855714|37.19322398747233
32|3.5|1|0|1|0|0.3547667656778061|0|1|3.4573633460922335|37.57793150315584
39|3.3|0|1|1|0|0.26034291160080203|0|1|3.291243973498269|38.075751908860205
36|3.6|1|0|1|0|0.547982270707241|0|1|3.525039780734351|37.81607655921895
37|3.0|0|1|1|0|-0.413330368340805|0|1|3.055280479299584|37.24624917519754
30|3.6|0|1|1|0|0.7882866288913221|0|1|3.47616364892745|38.73870687094617
38|2.8|0|1|1|0|-0.8443034739776669|0|1|2.904326117683004|36.7250896608123
36|2.9|0|1|1|0|-0.6157273530566589|0|1|2.9843881029046493|37.000583436499994
39|2.7|0|1|1|0|-1.0570043691689202|0|1|2.829824652443256|36.470572471106905
