LoanApproval,AnnualSalary,AccountBalance,Gender
Yes,90000,30253.759752936938,Male
Yes,119000,38921.426344536325,Female
No,80000,19796.102754235275,Male
Yes,150000,47322.047310138616,Male
No,70000,28344.298283379405,Male
Yes,110000,35919.06259740872,Male
No,60000,19726.844972377214,Male
No,58000,16988.619119367046,Female
Yes,90000,28164.642428475563,Male
Yes,140000,41177.98023077314,Male
Yes,130000,33129.85062257151,Male
Yes,90000,29624.03669826413,Male
No,70000,20777.82938696084,Male
Yes,110000,31143.00414814749,Male
Yes,120000,37527.92254390147,Male
No,60000,17308.366937652183,Male
Yes,100000,26558.128843433507,Male
No,40000,12929.512309114918,Male
Yes,90000,27903.223374130757,Male
Yes,120000,39220.37788549517,Male
No,70000,23155.540102951538,Male
Yes,150000,44588.54991725586,Male
Yes,96500,29995.32856101393,Female
No,70000,22244.556619411032,Male
Yes,120000,38511.43048289597,Male
Yes,110000,31928.013230544835,Male
No,80000,24199.48878367734,Male
Yes,90000,29724.45563854061,Male
No,76500,27018.908243641938,Female
No,33500,12937.773814373699,Female
No,60000,19062.404221079407,Male
Yes,100000,25673.245290183837,Male
Yes,100000,29370.01427661304,Male
No,80000,24475.21728717941,Male
No,60500,21629.7965046987,Female
Yes,90000,28583.566930446308,Male
No,80000,25347.82931487554,Male
Yes,110000,34294.043143794224,Male
No,80000,21291.301557148647,Male
Yes,106500,28344.88294649167,Female
No,50000,16455.185707361426,Male
No,90000,25131.16539572799,Male
No,72000,20974.70261306465,Female
No,39000,8455.261823199575,Female
No,50000,15509.402019784216,Male
Yes,100000,33035.17992074307,Male
Yes,127000,38002.232544643055,Female
Yes,100000,33488.56180074799,Male
No,90000,24090.703749360917,Male
No,70000,19853.715625898803,Male
Yes,90000,27854.464567838768,Male
No,60000,14117.349208345244,Male
Yes,90000,28209.40996590577,Male
No,56500,13692.106388035907,Female
Yes,120000,34616.87644115687,Male
Yes,136500,42701.19351231072,Female
No,49500,11527.781285624538,Female
Yes,100000,31624.41034095058,Male
Yes,120000,34062.43931334892,Male
Yes,154000,43965.80158546925,Female
Yes,200000,59258.254016656894,Male
No,80000,26369.924046643166,Male
Yes,100000,31726.44767709778,Male
Yes,150000,45603.60985173056,Male
No,85000,24574.858627890964,Female
Yes,137000,38617.61152526403,Female
Yes,120000,40224.87939744435,Male
Yes,108000,34884.907325795146,Female
No,26500,5416.356816859462,Female
No,76500,21814.60673789574,Female
Yes,190000,57756.71474498957,Male
Yes,129500,37825.35708926938,Female
No,80000,24553.450960710317,Male
Yes,134500,41133.49082285044,Female
Yes,140000,41112.63461923958,Male
Yes,110000,33632.71297471247,Male
No,75000,22113.5470854436,Female
Yes,110000,34153.22996793612,Male
No,90500,19326.45201482276,Female
No,49500,13601.616031119222,Female
No,50000,9507.486377612586,Male
Yes,100000,27451.439689440558,Male
Yes,126500,37770.18259830021,Female
Yes,120000,39933.451702716484,Male
No,80000,23966.283615642016,Male
Yes,160000,45032.61997144184,Male
Yes,270000,76890.35663211346,Male
No,85500,16862.299294766442,Female
No,89500,25757.073066108493,Female
Yes,140000,41267.04366010769,Male
No,72500,21634.570627436893,Female
No,58000,15896.577726743077,Female
Yes,120000,34119.08090076251,Male
No,40000,6579.041253773464,Male
Yes,107000,29599.591037349666,Female
No,45000,12577.151974249604,Female
Yes,110000,40037.97848372348,Male
Yes,130000,38717.73383888559,Male
Yes,110000,32381.424545435235,Male
No,79000,21874.175980685308,Female
No,63500,20749.04123633263,Female
No,50000,10813.983657220551,Male
Yes,100000,29106.699891734108,Male
No,70000,18217.708148204583,Male
No,56500,14205.614106218114,Female
No,80000,23083.797161673574,Male
No,66500,22941.816717778474,Female
Yes,150000,44833.43186041648,Male
Yes,105500,33382.297322270555,Female
Yes,88000,28322.823441527613,Female
Yes,160000,53256.023115863856,Male
Yes,116500,30687.470830659364,Female
No,76500,22224.55648803989,Female
No,70000,17663.06244515135,Male
No,56500,11797.833225875313,Female
No,60000,17196.867867707253,Male
Yes,170000,51721.74105934573,Male
Yes,96500,29342.763595555603,Female
No,90000,26054.871287108483,Male
Yes,110000,32001.73128462489,Male
Yes,230000,66489.50937783787,Male
No,30000,11549.284052111789,Male
No,50000,13821.874327669915,Male
Yes,109500,33092.12005337202,Female
No,70000,19756.000269682685,Male
No,80000,20883.408078427212,Male
Yes,124500,34218.29085675236,Female
Yes,110000,33618.923904858515,Male
Yes,130000,41264.033817509895,Male
No,90000,26770.95100663243,Male
Yes,122000,30962.955405164284,Female
Yes,106500,38690.4005716342,Female
Yes,90000,28695.053990149165,Male
Yes,120000,35416.89043090551,Male
Yes,100000,29621.162414817638,Male
Yes,170000,51683.95014323925,Male
Yes,110000,31243.931558796383,Male
No,60000,20504.12788054875,Male
Yes,100000,28372.528720373273,Male
No,90000,25393.476574735345,Male
Yes,90000,28127.26650737122,Male
Yes,110000,31346.000584948524,Male
No,83500,19749.70008906765,Female
Yes,130000,36592.316538297746,Male
No,60000,20566.39204500171,Male
Yes,170000,48741.40350999164,Male
Yes,99000,31337.233676964614,Female
No,80000,24558.781884871456,Male
No,40000,9607.486409197583,Male
Yes,140000,43723.88332100036,Male
No,82000,25512.85904339043,Female
Yes,110000,36824.70642017828,Male
Yes,150000,43746.29311636426,Male
Yes,100000,30195.074503471,Male
No,40000,10920.756563921204,Male
Yes,110000,31636.994766252046,Male
Yes,112500,28073.90670325939,Female
Yes,120000,36112.41237146341,Male
Yes,108000,30671.534462149953,Female
Yes,130000,43066.95430918597,Male
Yes,120000,36108.91188146838,Male
No,60000,16057.693830827378,Male
No,65000,15594.951328365789,Female
Yes,90000,30529.573773017506,Male
Yes,90000,29576.736466461203,Male
Yes,90000,32669.420559563856,Male
No,76000,21218.500747321115,Female
No,70000,22894.380970623977,Male
Yes,120000,37654.30263560181,Male
Yes,90000,28131.758036304873,Male
Yes,140000,40663.11916960149,Male
Yes,90000,27355.50050111552,Male
Yes,100000,27420.35384512284,Male
Yes,128000,38371.48050599815,Female
No,80500,22636.639218414068,Female
Yes,90000,28822.040532311465,Male
No,80000,26824.09952209499,Male
No,62000,18042.795088618976,Female
Yes,120000,31711.751277207622,Male
Yes,95000,28266.086712367673,Female
No,60000,16646.706261415216,Male
Yes,140000,42947.968156772855,Male
Yes,103500,31594.097354943915,Female
No,80000,25381.51039685721,Male
Yes,108000,34483.21174484244,Female
No,80000,24131.678326970516,Male
No,60000,15372.45829137194,Male
Yes,125000,38544.59969785773,Female
No,70000,23694.325652173367,Male
Yes,110000,30701.81849293417,Male
No,70000,16950.626703589445,Male
No,65000,11585.730212492457,Female
No,80000,21988.867925081606,Male
Yes,110000,33612.9956741876,Male
No,70000,21866.342487102662,Male
No,70000,18901.379865692466,Male
Yes,120000,41169.27437639945,Male
No,60000,18840.025409748596,Male
Yes,118000,31161.900410081642,Female
No,80000,26058.277246402744,Male
Yes,100000,33418.02830289089,Male
Yes,120000,35019.46091910664,Male
No,80000,26535.658235404633,Male
No,52000,13314.671597164153,Female
No,70000,21361.152357588093,Male
No,90000,26854.08439910043,Male
Yes,100000,29638.166289775734,Male
No,63500,17463.383325475665,Female
No,64500,16587.577932373224,Female
No,90000,25586.059381316263,Male
No,18000,5922.748353453991,Female
Yes,100000,28914.70177118779,Male
Yes,130000,38902.21834229011,Male
Yes,140000,42727.17743909346,Male
Yes,170000,52683.046720340826,Male
No,65000,16468.24299500941,Female
Yes,150000,46917.18174256741,Male
Yes,190000,51698.471703463016,Male
No,50000,12965.713738742152,Male
Yes,100500,29192.436107168684,Female
No,92000,26261.84601067831,Female
No,68000,23279.149500072803,Female
Yes,130000,36553.28596049897,Male
No,70000,21606.7868623201,Male
Yes,110000,30665.511224642734,Male
Yes,140000,42926.139717408274,Male
Yes,180000,56633.37395281784,Male
No,98000,24195.883318930046,Female
Yes,96500,31353.333213071837,Female
No,80000,23276.484577315092,Male
Yes,140000,39335.46630692338,Male
Yes,96500,27596.217911265252,Female
No,79000,19460.185045009912,Female
No,35000,5273.827384107366,Female
Yes,180000,52225.74880931375,Male
No,36500,11231.7218595175,Female
No,96500,23293.474678911676,Female
No,78000,24039.46234956972,Female
Yes,143500,38557.64549307917,Female
No,50000,16495.37579761102,Male
No,50000,13359.717763485613,Male
No,50000,19318.652844734846,Male
Yes,190000,56962.52468652544,Male
No,40000,8796.20130237574,Male
Yes,111000,37471.21097714951,Female
No,60000,16091.244739041938,Male
Yes,140000,37281.14398247187,Male
Yes,118000,34284.74028167568,Female
Yes,115000,35625.76777250751,Female
No,90000,21267.90698434217,Male
Yes,120000,35126.65151294919,Male
Yes,150000,43569.18268086442,Male
Yes,100000,30398.401600313988,Male
No,60000,19049.59270406695,Male
No,80000,21775.730164005392,Male
No,46500,13468.855248574775,Female
Yes,154000,47484.18784245699,Female
Yes,113500,35555.146612014156,Female
Yes,100000,29683.494378521445,Male
No,70000,19079.873823892267,Male
No,80000,21444.86575049222,Male
Yes,120000,35584.634042635706,Male
Yes,130000,35618.88945211547,Male
No,40000,10059.453793393968,Male
Yes,98000,29957.76449840961,Female
Yes,103500,30834.850819918494,Female
No,70000,24907.8278643584,Male
Yes,125000,33986.42280933662,Female
Yes,110000,32840.403232232995,Male
No,70000,20641.828929428397,Male
Yes,142000,37441.98870500349,Female
No,70000,16212.020150954788,Male
Yes,140000,42724.00684000378,Male
No,90000,26824.416600411496,Male
No,55000,10495.227541750994,Female
Yes,88000,29701.00711374173,Female
Yes,152000,41707.20532335833,Female
No,60000,16639.058630350297,Male
Yes,100000,28143.939151905397,Male
Yes,95000,26524.95931373576,Female
No,60000,17133.511751325026,Male
No,62500,17475.24726039208,Female
Yes,100000,31999.512436068566,Male
No,63500,23597.45534184763,Female
No,70500,23501.480992842226,Female
No,56500,17978.431805288346,Female
Yes,160000,49886.7644942489,Male
Yes,110000,31772.970536936595,Male
Yes,120500,36029.68035231656,Female
No,52000,17947.52929284746,Female
No,65000,18151.23536827051,Female
No,60000,20454.729507738914,Male
Yes,105000,29992.449218791116,Female
No,90000,23646.039423496706,Male
Yes,113500,34332.394082151666,Female
Yes,100000,27344.44169219664,Male
Yes,110000,34559.761773428356,Male
No,88000,24955.981546073814,Female
No,48000,11868.636937689449,Female
No,60000,18291.18347221741,Male
No,50000,14232.828843722904,Male
Yes,150000,46969.38688748048,Male
Yes,159500,44856.04619628637,Female
No,50000,17453.441031950388,Male
No,70000,19420.55591000926,Male
No,70000,17695.59612743028,Male
Yes,115000,30499.401300501544,Female
Yes,120000,35647.15288372686,Male
Yes,96500,27872.80216041858,Female
No,21000,6697.165891126087,Female
Yes,120000,34261.8779123337,Male
Yes,96500,29723.578923432484,Female
Yes,130000,41522.12904640534,Male
Yes,130000,43380.576748255255,Male
Yes,107500,32279.654985517747,Female
No,69000,18226.035752539403,Female
No,60000,17154.805426373467,Male
No,40000,11494.74061638635,Male
No,50000,15486.151374170324,Male
Yes,100000,29705.343881338475,Male
No,70000,23737.160061957795,Male
No,90000,21413.735571055484,Male
Yes,110000,32195.12369214163,Male
Yes,100000,29676.03865185021,Male
No,50000,15385.788345162753,Male
Yes,90000,28059.951842670904,Male
No,70000,22637.46938833328,Male
No,80000,24527.65819128105,Male
Yes,108000,33086.58954886481,Female
Yes,110000,31574.103174271266,Male
Yes,95000,28811.259983711672,Female
No,50000,15245.850766696263,Male
No,79500,23909.595815679164,Female
Yes,140000,42438.11377626618,Male
Yes,90000,30181.901978146627,Male
Yes,118000,38119.594219539096,Female
Yes,140000,39135.63867711606,Male
Yes,150000,46460.752824799725,Male
No,65000,21035.471100363447,Female
No,90000,26418.00314596078,Male
Yes,170000,53441.081784562535,Male
No,60000,16640.944831266508,Male
Yes,105000,33221.72381789932,Female
Yes,98000,30667.121924478688,Female
No,49500,12596.724199131979,Female
Yes,140000,42086.1086341243,Male
Yes,90000,28524.061489058353,Male
Yes,130000,37833.87988222874,Male
No,80000,25084.199240734702,Male
No,80000,25555.97243267855,Male
Yes,110000,30041.726875088625,Male
Yes,100000,28493.55021341389,Male
Yes,130000,44202.31567912788,Male
No,60000,17078.786175725483,Male
No,60000,14109.042756615972,Male
Yes,150000,44463.28768952444,Male
No,70000,19168.90540376963,Male
Yes,150000,47819.25704381936,Male
Yes,135000,45683.35548335613,Female
Yes,169500,50731.8735887347,Female
No,50000,14599.115798019491,Male
No,21000,6793.557327176071,Female
Yes,110000,30539.89948917547,Male
No,60000,19280.105039952778,Male
Yes,150000,44359.149033650305,Male
Yes,125000,38026.76707297346,Female
Yes,100000,28496.432766680264,Male
Yes,110000,33409.4123321609,Male
No,43500,10965.949296348348,Female
No,40000,11088.648104796219,Male
No,70000,23059.383444273943,Male
No,90000,23479.707894151816,Male
No,80000,24975.87551868674,Male
No,79500,23446.141797471428,Female
Yes,120000,36490.51646029907,Male
Yes,105000,32757.747252716188,Female
No,50000,17021.41399128403,Male
Yes,120000,34354.08641861425,Male
Yes,100000,29913.60065972701,Male
No,80000,26707.17754126006,Male
Yes,130500,37960.979342856845,Female
No,45500,8520.724742143682,Female
No,70000,18644.674947640255,Male
No,80000,23119.925175758937,Male
No,83500,24729.722599117224,Female
Yes,109500,28282.781041566548,Female
Yes,131000,37638.39459587455,Female
No,59500,13680.174859215735,Female
Yes,170000,50803.61781108115,Male
Yes,140000,39795.46182929672,Male
No,80000,23654.598385410805,Male
Yes,120000,34469.12269523938,Male
Yes,120000,35744.36409163975,Male
Yes,100000,29200.359103972634,Male
No,65000,23468.199009381813,Female
No,60000,16318.773090671748,Male
No,36500,6922.525633386025,Female
No,76500,21712.39930030722,Female
Yes,90000,27796.83466414982,Male
No,73500,18638.040626979884,Female
No,93500,24790.884857955403,Female
Yes,180000,48224.36770122534,Male
Yes,130000,40816.60248748758,Male
Yes,100000,29547.636654017955,Male
No,61000,17476.808567101652,Female
Yes,102500,30597.72996379367,Female
Yes,170000,48362.29474146311,Male
Yes,90000,28813.193401091805,Male
No,80000,22777.35845038515,Male
Yes,120000,37904.126372628336,Male
No,16500,2580.0461764369675,Female
Yes,170000,46975.32842393989,Male
Yes,150000,45817.72414702537,Male
Yes,110000,31196.004221397478,Male
Yes,143500,43926.14142617199,Female
No,89500,22367.839678277316,Female
No,65000,17268.536023301287,Female
No,80000,26865.0062837031,Male
No,50000,15386.514841831598,Male
No,90000,24030.074495926834,Male
Yes,110000,31979.991358784482,Male
Yes,116500,37594.10029778716,Female
Yes,130000,38275.22426523754,Male
No,39500,11850.757927329521,Female
Yes,140000,42924.30405739101,Male
No,52500,12886.6060823491,Female
No,56500,17464.801445818066,Female
Yes,140000,43952.52918188428,Male
No,89000,25294.30621789631,Female
Yes,125000,38229.026807375,Female
No,60000,15502.436793755565,Male
Yes,103500,32308.479610988583,Female
Yes,98000,27933.082002220388,Female
No,29500,10111.030900555375,Female
Yes,140000,39182.61920062567,Male
Yes,129500,35852.25149931551,Female
Yes,100000,28224.588330450235,Male
Yes,106500,30015.86502053195,Female
Yes,150000,45351.10135341405,Male
Yes,100000,28036.687203593418,Male
Yes,83500,28471.57965679402,Female
Yes,110000,29631.554073244064,Male
Yes,99500,29069.063146874825,Female
No,38000,18049.81171206613,Female
No,80000,24240.147637887552,Male
Yes,95000,32079.31221786123,Female
Yes,130000,39314.31802879759,Male
Yes,122000,30797.230328726582,Female
No,70000,20878.44201197332,Male
Yes,123500,38763.12852870447,Female
Yes,140000,42003.84296721692,Male
Yes,160000,43976.24384552522,Male
No,52000,9078.126416107754,Female
Yes,130000,35303.99597612317,Male
No,60000,17937.393059761518,Male
Yes,120000,34541.89008019052,Male
Yes,110000,34647.976988745744,Male
No,90000,24613.616831228996,Male
Yes,130000,37988.92309239215,Male
No,70000,21337.71348879916,Male
Yes,125500,32570.16908239637,Female
No,50000,16946.61250232248,Male
No,60000,18370.395314123747,Male
No,70500,21221.6430132508,Female
No,60000,16345.589685109013,Male
No,90000,25141.369199497152,Male
No,62000,17086.785805631,Female
No,72000,18337.514606670182,Female
No,70000,20432.07488153692,Male
No,50000,15713.872951774363,Male
No,90000,26800.849534572113,Male
Yes,170000,49839.083426899466,Male
No,50000,17281.27654869484,Male
Yes,120000,34900.55043429702,Male
Yes,140000,42903.42375858479,Male
No,40000,7072.396382033205,Male
No,46500,13463.206653915382,Female
Yes,120000,40207.65515044225,Male
No,90000,24561.814710639126,Male
Yes,93500,27825.7855179436,Female
Yes,160000,48159.507182531466,Male
No,56500,17561.88797237504,Female
No,80000,24311.192726875368,Male
Yes,110000,34467.05005104861,Male
Yes,150000,40158.34143243439,Male
Yes,150000,46640.62611008695,Male
No,80000,25262.338323086835,Male
No,60000,18769.588903667078,Male
No,73500,18207.998437311147,Female
No,98000,24575.03355526196,Female
Yes,100000,32523.131363513174,Male
No,50000,15179.41170117305,Male
Yes,150000,51068.90753767224,Male
Yes,91000,28373.719795038072,Female
Yes,110000,35132.37293448043,Male
Yes,110000,31146.146351671287,Male
Yes,96500,25939.058332788984,Female
No,39000,10204.374451907473,Female
Yes,100000,33160.518412770674,Male
No,82000,22982.373386868923,Female
Yes,110000,36027.020116511056,Male
No,87500,23768.16780212371,Female
Yes,120000,33973.26654346226,Male
No,72000,15883.394364922538,Female
Yes,100000,30171.1936632191,Male
Yes,110000,32222.884976173827,Male
No,70000,22014.334219868608,Male
No,70000,20628.369732753752,Male
No,70000,23768.88970375154,Male
No,49500,19133.26305739558,Female
No,72000,19995.340835151484,Female
No,60000,21275.57840488394,Male
Yes,110000,27927.244399223964,Male
Yes,160000,49060.12395788113,Male
No,70000,22621.90925159884,Male
Yes,98000,32439.805440084227,Female
Yes,110000,32517.33847238395,Male
No,68000,15229.833216675204,Female
Yes,110000,30096.05573298399,Male
Yes,130000,42555.8473987219,Male
No,103500,21640.038045119316,Female
No,45000,12633.30695237281,Female
No,65000,16563.424360465575,Female
No,70000,21656.232497411474,Male
No,50000,12877.580405972047,Male
No,50000,14654.302462024914,Male
No,84500,20237.36110870136,Female
Yes,95000,26796.262538050116,Female
No,70000,20768.582431761217,Male
Yes,120000,38010.7493696248,Male
No,56500,18320.993669404306,Female
No,50000,12362.240097528927,Male
Yes,150000,48932.74638052988,Male
Yes,90000,28006.84555113907,Male
Yes,120000,35975.6597285357,Male
Yes,100000,29734.427568259594,Male
No,79000,21885.901365464102,Female
No,83500,26604.980606160385,Female
No,70000,18414.459136930127,Male
Yes,190500,55342.2361688951,Female
Yes,90000,29294.231195347795,Male
No,63000,21481.76183555351,Female
No,70000,22419.34450030027,Male
No,40000,11071.631196340231,Male
No,42000,10865.1077399431,Female
No,50000,18274.933222420746,Male
Yes,120000,36094.310480103064,Male
No,100500,24765.039079236438,Female
No,70000,17630.97780581987,Male
No,40000,8656.201437130212,Male
Yes,99500,30488.235724685434,Female
No,95000,23034.44815224919,Female
Yes,100000,30262.644278313084,Male
Yes,150000,50182.98539855986,Male
Yes,140000,37397.67783333912,Male
No,50000,11815.256652132148,Male
No,92000,22310.424961230885,Female
Yes,130000,37462.14590550997,Male
No,90000,26849.47468242779,Male
No,5000,2188.0539325638365,Female
Yes,140000,39538.40512654111,Male
Yes,116500,39729.98493661347,Female
Yes,90000,28550.210313713047,Male
Yes,140000,40938.76036792048,Male
No,100000,24983.63954528745,Male
No,81000,20764.232245396288,Female
Yes,98000,31367.34646643062,Female
Yes,112500,29980.38365287633,Female
No,85000,26413.016912967352,Female
Yes,90000,31835.049457601206,Male
No,80000,22501.342769603987,Male
No,81000,25472.245042679653,Female
No,70500,22015.3147321723,Female
No,40000,9531.41810556098,Male
Yes,160000,47307.052634608786,Male
Yes,100000,28259.42970478589,Male
No,48000,14667.436730660474,Female
No,72000,24290.36122894654,Female
Yes,109500,30963.116952149645,Female
No,80000,22960.65149235069,Male
Yes,118000,38452.54625135212,Female
No,90000,26982.37582877562,Male
Yes,109500,25003.26180589923,Female
Yes,100000,25687.324783698008,Male
No,90000,22873.039522304724,Male
Yes,120500,35265.07861720629,Female
Yes,128000,38676.648893668724,Female
Yes,200000,60541.083488833516,Male
Yes,120000,35045.622424822155,Male
No,85000,25715.21354251355,Female
No,71000,16139.564478418419,Female
No,70000,23048.96038648135,Male
Yes,143500,39022.84014749402,Female
No,12000,2669.136990499498,Female
No,60000,18539.82563926513,Male
Yes,130000,37615.71289591012,Male
Yes,110000,34694.72970037558,Male
No,70000,18038.21783133629,Male
Yes,100000,34246.529265914636,Male
Yes,123500,35167.055063401545,Female
No,70000,20987.71595425,Male
No,66500,16721.9247915527,Female
No,82000,22850.009407592544,Female
Yes,90000,29609.881537585126,Male
Yes,120000,38572.606540559726,Male
Yes,120000,37237.92045382952,Male
No,80000,24874.624958814005,Male
Yes,100000,32479.527980787116,Male
No,40000,11078.501377693772,Male
No,70000,20014.831254590936,Male
Yes,100000,30023.902149308266,Male
No,88000,24843.035136866187,Female
Yes,99500,33821.014117918116,Female
No,90000,26880.319046933608,Male
Yes,130000,40415.18106142231,Male
Yes,113500,35856.740094143315,Female
Yes,100000,28474.605761500756,Male
No,68000,16833.03371667447,Female
No,75000,19113.188242758028,Female
Yes,110500,35911.91947196312,Female
No,80000,26186.866578792087,Male
Yes,130000,39889.823293068155,Male
Yes,130000,41658.32270250016,Male
Yes,90000,28062.285405000293,Male
No,40000,10641.450589772976,Male
No,79500,22858.485878171316,Female
Yes,100000,29208.036721827913,Male
Yes,100000,30373.60100380103,Male
Yes,140000,45366.60890512878,Male
Yes,110000,31351.688992087304,Male
Yes,100000,25225.651518565573,Male
Yes,157500,46311.59374770173,Female
Yes,100000,29409.695439308223,Male
No,66500,16950.397725691186,Female
Yes,127500,38405.413100714584,Female
No,83500,26556.38236906886,Female
No,66000,18655.61182422399,Female
Yes,180000,53648.78515878772,Male
Yes,150000,49894.85891330701,Male
Yes,150000,49854.8374882014,Male
Yes,160000,49079.59914634951,Male
No,50000,15825.25997136739,Male
Yes,140000,46163.62368848311,Male
No,93500,26073.518547308395,Female
Yes,120000,38661.25451394734,Male
Yes,90000,27782.4537453225,Male
Yes,120000,35342.76517307301,Male
No,52000,12605.875906395122,Female
Yes,112000,26743.914488244332,Female
Yes,100000,28454.85914905679,Male
Yes,100000,30443.24336827496,Male
No,80000,24011.097417600242,Male
No,50000,16435.324983345592,Male
Yes,113500,35688.5192561011,Female
Yes,93500,30841.036819712244,Female
Yes,110000,33127.953082982756,Male
Yes,90000,27121.11311889147,Male
No,50000,15798.201984133295,Male
No,70500,18559.40585202541,Female
No,60500,17861.885105411995,Female
Yes,100000,27006.078380596635,Male
No,75000,20887.423922882543,Female
No,80000,15421.81672896987,Male
No,68000,21815.160463752436,Female
No,90000,25739.54858709389,Male
No,43500,11491.433240033024,Female
Yes,140000,44487.23951618129,Male
Yes,110000,32137.67228167564,Male
No,89500,23320.223071987803,Female
Yes,150000,44151.080446517415,Male
No,60000,16022.156164221575,Male
Yes,160000,43488.81308895355,Male
Yes,100000,30308.445300014195,Male
Yes,150000,47607.498503096824,Male
Yes,150000,45062.49737727923,Male
No,92000,26518.522582976835,Female
Yes,90000,27594.757424059357,Male
Yes,100000,31027.048554503734,Male
No,84000,23061.17059667482,Female
Yes,100000,30471.274798920236,Male
No,80000,21344.11213159641,Male
No,39500,8390.886975490323,Female
No,70500,22080.107254512903,Female
No,80000,23596.590609920717,Male
Yes,100000,29596.86623626393,Male
No,70000,21069.909673662158,Male
Yes,150000,46564.11822437873,Male
Yes,130000,41123.39555475726,Male
Yes,130000,42612.230255238566,Male
Yes,100000,32268.125999065258,Male
No,75000,22129.246041442337,Female
Yes,100000,32742.443383389065,Male
Yes,100000,30360.70204674297,Male
No,40000,18809.279655852843,Male
No,60000,14600.675138902121,Male
No,50000,13479.559142706936,Male
No,90000,26284.517586986905,Male
No,70000,21903.491480393794,Male
No,90000,20820.458505582294,Male
No,80000,24580.879517693244,Male
No,90000,23666.667442544152,Male
Yes,130000,38954.32402260799,Male
Yes,130000,41958.71656043778,Male
Yes,100000,28184.476572575506,Male
Yes,130000,41687.41143322683,Male
Yes,140000,40812.87027574546,Male
No,63500,13878.744175819553,Female
Yes,110500,28977.105090298668,Female
Yes,142500,43791.81075717035,Female
Yes,110000,31867.45198765155,Male
Yes,90000,29959.895632767482,Male
Yes,120000,32491.182282379777,Male
Yes,100000,33148.64127173067,Male
No,70000,21973.859811522878,Male
Yes,120000,36001.68893855757,Male
Yes,110000,29588.553657448785,Male
No,70000,20681.376839401582,Male
Yes,165500,47554.37196754573,Female
Yes,100000,27076.690734146745,Male
No,96500,25402.32386655331,Female
No,80000,24710.240578665376,Male
Yes,120000,36177.025762451914,Male
No,90000,25666.836899056652,Male
Yes,100000,29168.3864679467,Male
No,80000,26424.514243523598,Male
Yes,110000,32085.603918748882,Male
Yes,90000,28935.102710703974,Male
Yes,129500,37167.0580421463,Female
No,70500,18057.47912799304,Female
Yes,120000,35604.998208849356,Male
No,70000,23072.53670247668,Male
No,80000,22931.525625496735,Male
Yes,100000,30742.902587441826,Male
No,80000,23280.482801183414,Male
No,70000,22721.373835533283,Male
No,50000,14768.412345338424,Male
Yes,120000,37988.25825945575,Male
Yes,90500,28079.473782048193,Female
No,50000,11538.459966048295,Male
Yes,130000,38982.98359739245,Male
No,82000,21209.100286297726,Female
No,80000,27471.06677292513,Male
No,70000,18097.73083969001,Male
No,63500,16816.903215814295,Female
Yes,140000,42617.785400426146,Male
No,60000,16718.832316685242,Male
Yes,90000,27048.673079512788,Male
Yes,140000,44306.57668578638,Male
No,90000,23905.302372478152,Male
Yes,100000,31026.059364515575,Male
Yes,140000,40836.7439733799,Male
Yes,110000,34726.1266751349,Male
Yes,210000,60800.75009726633,Male
Yes,110000,30527.885640030916,Male
No,70000,21581.69180439512,Male
Yes,140000,42257.5060610928,Male
No,85000,27044.084617536988,Female
Yes,110000,31311.25278129009,Male
Yes,170000,52404.910350439015,Male
Yes,160000,50276.9676011105,Male
Yes,103500,27420.12347333855,Female
No,30500,1182.9385672462704,Female
No,70000,22215.00609094198,Male
No,60000,15761.908630796072,Male
No,80000,21866.017043128122,Male
Yes,102500,31746.67020938104,Female
No,38000,6632.893459461129,Female
No,90000,26408.79506987309,Male
Yes,120000,38075.04162422017,Male
Yes,100000,29833.38857951572,Male
Yes,130000,37363.72011412874,Male
Yes,92500,28507.42851343533,Female
No,49000,13521.051850880554,Female
No,90000,22243.316430481013,Male
Yes,148000,47767.07803188824,Female
Yes,110000,33616.4061129617,Male
Yes,90000,28327.266737553444,Male
Yes,110000,30738.314977552036,Male
No,80000,23759.10922474681,Male
Yes,139500,42760.2560989482,Female
Yes,140000,43675.48288240279,Male
Yes,130000,38140.11055454826,Male
No,70000,20438.67206112098,Male
No,90000,24890.26166133271,Male
Yes,100000,30922.22712298484,Male
No,58000,15253.253406018111,Female
Yes,120000,35288.475562990825,Male
No,83500,23495.17297143414,Female
No,39000,9072.972098732065,Female
Yes,120000,37140.68101788965,Male
No,98000,25351.40303415134,Female
Yes,100000,29085.23644048806,Male
Yes,110000,34388.312156835986,Male
No,50000,18480.39439410832,Male
Yes,130000,41153.890260969405,Male
Yes,140000,44537.54336164622,Male
No,80000,28404.36885895775,Male
No,80000,26183.091179058487,Male
No,80000,20834.037462623022,Male
Yes,90000,32937.98624139302,Male
No,74000,20027.966284174192,Female
No,64500,17207.9093239196,Female
No,80000,21034.399473178888,Male
No,80000,27499.79754662642,Male
No,80000,23498.506937851707,Male
No,90000,26332.725182967093,Male
Yes,140000,43252.53601864032,Male
Yes,120000,32590.55202591546,Male
Yes,130000,38434.85812422924,Male
No,62000,20334.002569081556,Female
No,90000,26481.416281923404,Male
Yes,125000,29484.48778718175,Female
No,50000,18139.005608161482,Male
Yes,100500,29915.29140573927,Female
Yes,95000,28258.46810503647,Female
No,50000,13321.204071952609,Male
Yes,150000,45739.966903566565,Male
Yes,100000,26606.455636245806,Male
