LoanApproval|AnnualSalary|AccountBalance|u1|u2
-1.0|70000|25329.042789832776|70000|4329.042789832775
1.0|100000|32942.81460787721|100000|2942.8146078772143
1.0|90000|28577.72262037404|90000|1577.7226203740402
1.0|100000|30453.67299584504|100000|453.6729958450403
1.0|100000|28936.34743020066|100000|-1063.6525697993395
-1.0|60000|17349.895949324873|60000|-650.1040506751285
-1.0|80000|26735.388799725522|80000|2735.388799725524
1.0|130000|41537.00822453684|130000|2537.008224536839
1.0|110000|33387.6944314377|110000|387.6944314377028
1.0|100000|29249.56705769908|100000|-750.4329423009192
1.0|100000|34483.633164236235|100000|4483.633164236236
-1.0|90000|26507.93724125047|90000|-492.0627587495294
-1.0|70000|21861.160763418546|70000|861.1607634185455
1.0|140000|44829.13048698215|140000|2829.1304869821506
-1.0|80000|24455.660548277603|80000|455.66054827760297
-1.0|50000|10319.36378400594|50000|-4680.63621599406
-1.0|80000|24443.2044929925|80000|443.2044929924996
1.0|100000|27091.830577443878|100000|-2908.169422556122
-1.0|70000|22182.522816404125|70000|1182.5228164041266
1.0|100000|33944.69035497284|100000|3944.690354972835
1.0|110000|35055.97487765509|110000|2055.974877655092
1.0|110000|33182.74404993683|110000|182.74404993683268
-1.0|60000|15512.449102804054|60000|-2487.550897195947
1.0|110000|32321.639431523763|110000|-678.3605684762384
-1.0|90000|21649.34579267286|90000|-5350.65420732714
1.0|100000|26423.39535403459|100000|-3576.604645965409
1.0|120000|38698.45363446523|120000|2698.453634465228
1.0|140000|42397.45801672875|140000|397.4580167287515
-1.0|70000|24222.768160988657|70000|3222.768160988657
-1.0|70000|21685.800240732573|70000|685.8002407325715
-1.0|60000|18916.61845711219|60000|916.6184571121897
1.0|90000|28794.293894332648|90000|1794.2938943326476
-1.0|80000|22229.75864175311|80000|-1770.2413582468912
1.0|90000|27597.644864012498|90000|597.6448640124981
1.0|150000|47402.69199812084|150000|2402.691998120843
1.0|120000|35635.64298703202|120000|-364.35701296798214
-1.0|30000|11467.301333304933|30000|2467.301333304933
1.0|120000|35553.135109755705|120000|-446.86489024429795
-1.0|80000|24853.939957104463|80000|853.9399571044614
-1.0|90000|25817.879637519873|90000|-1182.1203624801283
1.0|170000|48134.7230253949|170000|-2865.2769746050976
1.0|90000|28015.65419652043|90000|1015.6541965204314
-1.0|50000|18500.470221675005|50000|3500.4702216750056
-1.0|70000|21621.800234369563|70000|621.8002343695629
-1.0|50000|19620.863175547536|50000|4620.863175547535
1.0|110000|30854.007222555898|110000|-2145.9927774441016
1.0|120000|36871.238700689086|120000|871.2387006890842
1.0|100000|27176.97607505312|100000|-2823.0239249468805
1.0|130000|37718.5730393289|130000|-1281.426960671105
1.0|120000|35113.22821183816|120000|-886.7717881618368
-1.0|60000|21227.310897870342|60000|3227.3108978703417
-1.0|80000|21949.19829141578|80000|-2050.801708584219
1.0|130000|36332.44597732702|130000|-2667.554022672977
1.0|100000|28519.00807826893|100000|-1480.9919217310692
1.0|100000|31915.70612089189|100000|1915.70612089189
1.0|150000|45328.694596554|150000|328.69459655400243
1.0|100000|27485.310726574102|100000|-2514.6892734258995
1.0|100000|29230.447147393978|100000|-769.5528526060223
-1.0|90000|24781.96340300657|90000|-2218.0365969934287
-1.0|60000|22097.080721982824|60000|4097.080721982824
1.0|150000|43812.363699622205|150000|-1187.636300377794
1.0|110000|32666.68883194739|110000|-333.3111680526096
1.0|110000|30189.75820573727|110000|-2810.24179426273
-1.0|50000|12768.726962762754|50000|-2231.2730372372457
1.0|130000|37748.04667698025|130000|-1251.9533230197453
1.0|90000|30878.334633955157|90000|3878.3346339551567
-1.0|70000|18364.443183960895|70000|-2635.5568160391063
-1.0|80000|23931.14977978083|80000|-68.85022021916978
1.0|140000|40983.91080533828|140000|-1016.0891946617224
-1.0|50000|16704.974351576737|50000|1704.9743515767368
1.0|110000|30579.38782748755|110000|-2420.6121725124513
1.0|160000|47274.21585317675|160000|-725.7841468232521
1.0|100000|28822.644630952876|100000|-1177.3553690471254
-1.0|90000|23642.307323082397|90000|-3357.692676917604
-1.0|80000|23152.1620862398|80000|-847.8379137601991
1.0|90000|27291.363677369893|90000|291.3636773698918
1.0|130000|40460.77775398961|130000|1460.7777539896144
1.0|130000|39519.84701518725|130000|519.8470151872524
1.0|130000|37171.12501612033|130000|-1828.8749838796712
1.0|110000|35880.46699456485|110000|2880.466994564852
1.0|100000|33316.14592219402|100000|3316.1459221940154
1.0|100000|30472.293545728113|100000|472.2935457281137
1.0|90000|29466.884202807803|90000|2466.8842028078025
-1.0|30000|12015.811681298903|30000|3015.811681298903
1.0|140000|41207.28756127737|140000|-792.7124387226306
1.0|100000|27361.69458478989|100000|-2638.3054152101085
1.0|150000|49503.17369023189|150000|4503.173690231889
-1.0|90000|25763.933893461653|90000|-1236.0661065383447
-1.0|70000|17379.753465496095|70000|-3620.246534503904
1.0|130000|41001.80651847874|130000|2001.8065184787429
1.0|110000|32000.502141643698|110000|-999.4978583563019
1.0|140000|45236.497758529906|140000|3236.497758529905
-1.0|80000|25369.678877143702|80000|1369.6788771437025
1.0|100000|32330.948818770667|100000|2330.948818770666
-1.0|70000|18296.034736397192|70000|-2703.965263602808
1.0|90000|28138.756225957386|90000|1138.7562259573845
1.0|110000|31674.407728559738|110000|-1325.592271440263
1.0|150000|43017.36562902872|150000|-1982.6343709712805
1.0|180000|48475.58884046148|180000|-5524.411159538516
-1.0|30000|11843.46751211269|30000|2843.467512112689
1.0|100000|30785.199965319887|100000|785.1999653198878
-1.0|90000|24633.36117961794|90000|-2366.638820382061
1.0|110000|33317.756939479834|110000|317.75693947983456
-1.0|80000|24200.187821677122|80000|200.1878216771224
-1.0|60000|15857.88118576423|60000|-2142.1188142357696
-1.0|90000|26249.40721924063|90000|-750.5927807593695
-1.0|80000|25644.15592702685|80000|1644.155927026851
1.0|100000|31595.910807956345|100000|1595.9108079563441
-1.0|30000|7882.438841633428|30000|-1117.5611583665723
1.0|100000|38574.313328031916|100000|8574.313328031913
-1.0|70000|19460.002454145397|70000|-1539.9975458546044
1.0|130000|36357.408146764545|130000|-2642.591853235457
1.0|90000|31875.462769977014|90000|4875.4627699770135
1.0|150000|39918.477088987995|150000|-5081.522911012003
1.0|100000|32275.54730652555|100000|2275.5473065255496
-1.0|50000|16161.863201015072|50000|1161.8632010150732
1.0|130000|37713.022198226965|130000|-1286.9778017730348
1.0|130000|43565.53681234121|130000|4565.536812341209
1.0|110000|36200.45527891697|110000|3200.455278916972
-1.0|60000|21576.00930193428|60000|3576.009301934277
-1.0|60000|17849.27700030075|60000|-150.72299969925166
1.0|180000|55311.39498733472|180000|1311.3949873347215
-1.0|70000|22798.111468128252|70000|1798.1114681282534
-1.0|40000|12071.980427567882|40000|71.98042756788116
1.0|110000|40981.44993690167|110000|7981.449936901671
-1.0|80000|27985.074678618308|80000|3985.07467861831
1.0|140000|46067.871931803806|140000|4067.8719318038047
1.0|140000|46264.559761022254|140000|4264.559761022252
1.0|90000|29324.508239895706|90000|2324.508239895707
1.0|120000|33953.152845251025|120000|-2046.8471547489733
1.0|110000|35951.328930017364|110000|2951.32893001736
1.0|130000|38434.91438423965|130000|-565.0856157603495
-1.0|80000|16976.730441544954|80000|-7023.269558455047
-1.0|100000|24319.533147570182|100000|-5680.466852429818
1.0|140000|40572.69981339055|140000|-1427.30018660945
1.0|120000|36819.41297646451|120000|819.4129764645089
1.0|100000|29395.828636772716|100000|-604.1713632272833
1.0|130000|35616.67937410086|130000|-3383.32062589914
1.0|130000|43114.03587448883|130000|4114.035874488829
1.0|150000|46444.22599848379|150000|1444.225998483785
-1.0|90000|23327.009680173913|90000|-3672.9903198260854
-1.0|90000|25516.608311478376|90000|-1483.391688521623
1.0|110000|31418.991813612934|110000|-1581.0081863870657
1.0|120000|37366.86096399211|120000|1366.8609639921124
1.0|100000|26787.48039838795|100000|-3212.519601612049
1.0|140000|42143.70967637765|140000|143.70967637764664
1.0|140000|38895.58499897964|140000|-3104.4150010203557
-1.0|60000|16517.21227076719|60000|-1482.7877292328092
1.0|130000|38704.038733354944|130000|-295.96126664505493
1.0|130000|37934.10215093596|130000|-1065.8978490640377
1.0|160000|46073.35887823225|160000|-1926.6411217677492
-1.0|60000|14106.978751102995|60000|-3893.021248897004
1.0|110000|34544.47724827437|110000|1544.4772482743685
-1.0|70000|20571.38374178213|70000|-428.6162582178706
-1.0|70000|22148.493917007905|70000|1148.4939170079047
-1.0|80000|20440.711972947982|80000|-3559.288027052019
1.0|110000|37445.67093064909|110000|4445.670930649088
1.0|120000|32356.223026697353|120000|-3643.7769733026457
-1.0|80000|26839.892914771466|80000|2839.892914771466
-1.0|60000|14915.79126135815|60000|-3084.2087386418502
1.0|100000|26570.52902086605|100000|-3429.4709791339496
1.0|90000|29678.337544143462|90000|2678.3375441434614
-1.0|60000|18550.142452662683|60000|550.142452662685
1.0|100000|27266.4996022589|100000|-2733.5003977410997
1.0|160000|48928.83821489472|160000|928.8382148947172
-1.0|90000|25600.510608977474|90000|-1399.4893910225255
-1.0|80000|25395.45252489167|80000|1395.4525248916689
1.0|110000|32653.711055728763|110000|-346.28894427123515
1.0|140000|42140.31679405337|140000|140.31679405337005
-1.0|80000|25299.99551832014|80000|1299.9955183201378
1.0|140000|39756.30742109527|140000|-2243.69257890473
-1.0|80000|21536.80220272353|80000|-2463.1977972764694
-1.0|90000|24537.56770892019|90000|-2462.432291079811
1.0|130000|38939.27152298843|130000|-60.72847701157597
1.0|130000|34744.73116525664|130000|-4255.26883474336
-1.0|70000|20230.46488690521|70000|-769.5351130947902
1.0|110000|31142.083695085268|110000|-1857.9163049147307
-1.0|70000|17504.17678447549|70000|-3495.823215524509
-1.0|70000|22226.10493516126|70000|1226.104935161262
-1.0|50000|19062.751844336504|50000|4062.7518443365034
1.0|130000|40796.56848946185|130000|1796.568489461853
1.0|110000|34196.665581195295|110000|1196.665581195298
1.0|120000|35878.67050804549|120000|-121.32949195450506
1.0|150000|46919.26543948497|150000|1919.2654394849635
1.0|100000|27136.332714100245|100000|-2863.667285899756
1.0|90000|27761.535369917518|90000|761.5353699175192
1.0|100000|34775.032346958295|100000|4775.032346958291
1.0|110000|34409.75036910226|110000|1409.750369102256
1.0|110000|29482.990828000675|110000|-3517.0091719993243
-1.0|50000|15543.44052984053|50000|543.4405298405314
-1.0|70000|22932.384951993277|70000|1932.384951993276
1.0|190000|58901.16113151133|190000|1901.1611315113357
1.0|110000|34866.30915072419|110000|1866.3091507241918
-1.0|60000|18660.01739584793|60000|660.0173958479301
1.0|90000|27611.935986703793|90000|611.9359867037916
1.0|180000|58991.3272119722|180000|4991.3272119722005
-1.0|80000|21941.96970625074|80000|-2058.0302937492615
1.0|130000|39150.23650146493|130000|150.2365014649344
-1.0|50000|14725.218974833748|50000|-274.78102516625165
1.0|90000|29167.761032880342|90000|2167.7610328803416
-1.0|80000|26160.19214540771|80000|2160.1921454077087
1.0|120000|30558.974170644804|120000|-5441.025829355196
1.0|100000|34004.98345181023|100000|4004.9834518102325
1.0|130000|38502.94123380651|130000|-497.05876619348965
1.0|120000|36020.28984097408|120000|20.289840974079606
1.0|140000|39002.88193106448|140000|-2997.1180689355187
-1.0|70000|20905.12010800121|70000|-94.8798919987906
1.0|140000|42563.77512897348|140000|563.7751289734834
1.0|100000|29545.31063487374|100000|-454.689365126263
1.0|100000|33659.52762707405|100000|3659.5276270740496
1.0|120000|35322.24388239174|120000|-677.7561176082569
-1.0|60000|18101.553792206258|60000|101.55379220625738
-1.0|70000|21678.342821206636|70000|678.3428212066359
1.0|90000|29967.50853516838|90000|2967.5085351683815
1.0|100000|29246.021400699843|100000|-753.9785993001553
-1.0|80000|23738.614809324103|80000|-261.3851906758983
-1.0|90000|25196.04609478278|90000|-1803.9539052172174
1.0|160000|49026.82928044583|160000|1026.8292804458342
1.0|120000|33473.29102971111|120000|-2526.7089702888916
-1.0|60000|17530.107766230216|60000|-469.892233769785
1.0|120000|34063.429514908115|120000|-1936.5704850918853
-1.0|90000|26859.824211335912|90000|-140.17578866408698
-1.0|80000|28299.69707400008|80000|4299.69707400008
1.0|100000|28200.074419462388|100000|-1799.9255805376124
1.0|160000|51658.17365686345|160000|3658.1736568634533
-1.0|80000|25881.199884951748|80000|1881.1998849517493
-1.0|30000|7027.548565248775|30000|-1972.4514347512247
1.0|110000|32166.932214055858|110000|-833.0677859441403
-1.0|30000|9115.67622487266|30000|115.67622487266073
-1.0|90000|22365.242880326332|90000|-4634.757119673668
1.0|160000|50468.262076434374|160000|2468.262076434372
1.0|150000|38879.02506934898|150000|-6120.974930651017
1.0|120000|36389.979966924635|120000|389.97996692463397
1.0|90000|27285.853265778147|90000|285.85326577814567
1.0|190000|59493.10615632617|190000|2493.106156326165
1.0|160000|48090.499020052375|160000|90.49902005237557
-1.0|80000|23348.620341713817|80000|-651.3796582861846
1.0|100000|29494.073508939957|100000|-505.92649106004444
1.0|190000|56166.39622147707|190000|-833.6037785229308
-1.0|90000|26161.32666811115|90000|-838.6733318888492
1.0|120000|42859.89493612434|120000|6859.894936124346
1.0|180000|50500.24197430322|180000|-3499.758025696778
-1.0|90000|25211.306177959796|90000|-1788.6938220402046
-1.0|40000|13982.851706060166|40000|1982.8517060601657
1.0|110000|33194.16340451054|110000|194.16340451053728
1.0|110000|31678.165084997258|110000|-1321.8349150027407
1.0|140000|45013.07743612277|140000|3013.077436122763
1.0|110000|35647.54542494609|110000|2647.5454249460913
1.0|160000|47671.45727765134|160000|-328.54272234866045
1.0|90000|27662.549469252124|90000|662.5494692521235
1.0|130000|41253.80682130519|130000|2253.806821305191
1.0|120000|35316.276582393635|120000|-683.7234176063666
-1.0|60000|17959.818796044674|60000|-40.18120395532761
1.0|110000|29232.097174378912|110000|-3767.9028256210863
-1.0|70000|20378.955461904563|70000|-621.0445380954384
-1.0|80000|27081.9567096409|80000|3081.956709640902
1.0|110000|33602.71617023139|110000|602.7161702313897
-1.0|90000|24509.740812463868|90000|-2490.2591875361313
1.0|110000|35142.93805725714|110000|2142.938057257137
1.0|140000|47308.94113700699|140000|5308.941137006988
1.0|140000|40992.13781922019|140000|-1007.8621807798147
1.0|100000|32262.04406559847|100000|2262.0440655984717
1.0|100000|29671.564736311386|100000|-328.4352636886134
1.0|100000|27581.055735688653|100000|-2418.944264311346
-1.0|20000|1747.7168713843112|20000|-4252.283128615689
-1.0|90000|24455.785644318137|90000|-2544.214355681864
-1.0|70000|20074.941807673848|70000|-925.058192326153
1.0|150000|39966.18723692189|150000|-5033.812763078109
1.0|130000|37203.83555571505|130000|-1796.164444284953
-1.0|70000|20608.04511743179|70000|-391.9548825682096
-1.0|40000|13347.078976343038|40000|1347.0789763430384
-1.0|80000|23082.76240119678|80000|-917.2375988032235
1.0|100000|30071.240867547247|100000|71.24086754724632
-1.0|80000|21919.7355621226|80000|-2080.264437877397
-1.0|80000|23281.981858137347|80000|-718.018141862652
1.0|110000|30710.799575585384|110000|-2289.200424414614
1.0|130000|40862.29915502274|130000|1862.2991550227403
-1.0|90000|26707.031850772015|90000|-292.968149227984
1.0|120000|31591.979267261977|120000|-4408.020732738023
-1.0|80000|25316.270424247396|80000|1316.270424247397
-1.0|80000|26704.116519642877|80000|2704.116519642876
1.0|140000|46052.801347825494|140000|4052.8013478254948
1.0|110000|29433.485486059322|110000|-3566.5145139406777
1.0|120000|33854.07788711464|120000|-2145.922112885361
-1.0|30000|9970.919330821103|30000|970.9193308211039
-1.0|90000|20946.69340194312|90000|-6053.30659805688
-1.0|80000|27692.843612441247|80000|3692.8436124412483
1.0|110000|30846.912202963547|110000|-2153.0877970364513
1.0|110000|32691.497098217795|110000|-308.5029017822066
1.0|90000|28750.890755456865|90000|1750.8907554568657
-1.0|70000|21653.815117293772|70000|653.8151172937712
1.0|100000|32523.261175740743|100000|2523.261175740743
-1.0|80000|27368.035847957843|80000|3368.0358479578435
1.0|100000|31323.54619104236|100000|1323.5461910423587
1.0|110000|31301.738334535155|110000|-1698.261665464845
1.0|100000|30865.46989107342|100000|865.4698910734177
-1.0|80000|25166.440149542184|80000|1166.4401495421848
-1.0|60000|13672.92723373383|60000|-4327.072766266169
1.0|110000|33484.120342508606|110000|484.1203425086094
1.0|160000|47998.10111399729|160000|-1.8988860027104033
-1.0|90000|22083.729693991412|90000|-4916.270306008587
1.0|100000|30188.58105207583|100000|188.58105207583148
1.0|110000|29464.437278407982|110000|-3535.5627215920167
1.0|110000|31190.950296520015|110000|-1809.049703479986
1.0|90000|30159.586924001207|90000|3159.5869240012075
1.0|130000|35415.512694224955|130000|-3584.487305775042
1.0|90000|30279.848280568007|90000|3279.848280568007
1.0|140000|41967.397169396325|140000|-32.60283060367234
-1.0|80000|20370.284952876562|80000|-3629.7150471234386
1.0|150000|42144.86085875686|150000|-2855.139141243141
-1.0|70000|20950.580685000816|70000|-49.41931499918455
1.0|110000|33923.08636058749|110000|923.0863605874874
-1.0|60000|19694.02215358003|60000|1694.0221535800317
-1.0|70000|20080.814538697003|70000|-919.1854613029958
-1.0|90000|21711.837604755994|90000|-5288.162395244005
1.0|140000|42611.83418591505|140000|611.8341859150502
1.0|130000|47415.364100432205|130000|8415.364100432205
1.0|90000|32320.830422535666|90000|5320.830422535667
-1.0|70000|18473.485435898398|70000|-2526.514564101601
1.0|110000|30965.901067711362|110000|-2034.0989322886367
1.0|120000|37668.246196242915|120000|1668.2461962429118
-1.0|60000|20714.950575010713|60000|2714.9505750107123
1.0|100000|32623.070929627684|100000|2623.0709296276837
-1.0|40000|9155.554518110397|40000|-2844.445481889603
-1.0|90000|24971.769651829116|90000|-2028.230348170885
1.0|120000|30656.41166445273|120000|-5343.588335547269
-1.0|70000|19730.288186976995|70000|-1269.7118130230058
1.0|150000|44871.606167301|150000|-128.3938326990056
1.0|110000|30988.364672288404|110000|-2011.635327711597
-1.0|70000|19362.052631707196|70000|-1637.9473682928037
1.0|120000|33080.76897678977|120000|-2919.2310232102313
1.0|110000|32053.391299216168|110000|-946.608700783834
-1.0|80000|24082.516220368376|80000|82.51622036837534
1.0|90000|28766.426275173766|90000|1766.426275173765
1.0|90000|34441.98965324804|90000|7441.989653248042
-1.0|50000|17344.753555144234|50000|2344.7535551442356
-1.0|60000|18879.454554678392|60000|879.4545546783937
1.0|100000|25706.958152147286|100000|-4293.041847852715
1.0|100000|28749.500937113018|100000|-1250.4990628869832
-1.0|80000|23012.341351479434|80000|-987.6586485205679
-1.0|80000|24626.711216088224|80000|626.7112160882255
-1.0|90000|25547.420484021477|90000|-1452.5795159785237
-1.0|80000|23889.935316307245|80000|-110.06468369275618
1.0|110000|31403.984093435796|110000|-1596.015906564204
-1.0|80000|19625.334845455298|80000|-4374.665154544702
1.0|120000|32793.92843493333|120000|-3206.071565066667
-1.0|50000|14050.600142442867|50000|-949.3998575571339
1.0|90000|27336.824847517462|90000|336.82484751746347
1.0|90000|30896.69080336736|90000|3896.6908033673626
-1.0|60000|20997.005151351557|60000|2997.0051513515577
-1.0|50000|13086.310867589023|50000|-1913.6891324109758
1.0|100000|29450.925525748557|100000|-549.0744742514438
1.0|130000|42848.63732267922|130000|3848.637322679219
1.0|100000|28709.401043142396|100000|-1290.5989568576053
1.0|90000|28051.63775481814|90000|1051.6377548181397
-1.0|70000|16290.881178374468|70000|-4709.118821625532
-1.0|90000|25685.035964564882|90000|-1314.964035435116
-1.0|60000|19954.02133871133|60000|1954.0213387113276
-1.0|90000|25336.01461247615|90000|-1663.9853875238512
-1.0|70000|20686.174059378587|70000|-313.8259406214147
1.0|120000|35402.79776050461|120000|-597.2022394953921
1.0|150000|48533.4129581534|150000|3533.412958153403
-1.0|60000|16140.611162169786|60000|-1859.3888378302142
1.0|100000|33289.620254938|100000|3289.620254938
1.0|120000|35590.37378042847|120000|-409.6262195715284
1.0|160000|45178.3670662076|160000|-2821.6329337924008
1.0|200000|59657.42834187054|200000|-342.57165812945914
-1.0|80000|22713.14318262659|80000|-1286.8568173734095
1.0|100000|32329.478450599403|100000|2329.478450599401
1.0|150000|40541.518023062374|150000|-4458.481976937626
1.0|100000|31979.017259823435|100000|1979.0172598234365
1.0|140000|38777.56887481221|140000|-3222.431125187785
1.0|120000|36377.6539611865|120000|377.6539611864975
1.0|120000|41971.12632317828|120000|5971.126323178276
-1.0|40000|8754.580243606828|40000|-3245.419756393172
1.0|90000|29364.911192921172|90000|2364.9111929211704
1.0|190000|53713.40665875637|190000|-3286.593341243627
1.0|140000|42231.93418703524|140000|231.93418703523466
-1.0|80000|25305.40091860195|80000|1305.4009186019487
1.0|160000|47797.88592236384|160000|-202.11407763616052
1.0|140000|44461.69010726988|140000|2461.6901072698793
1.0|110000|38095.516382221744|110000|5095.516382221743
-1.0|90000|26948.924565763737|90000|-51.07543423626306
1.0|110000|30267.086402845776|110000|-2732.9135971542228
1.0|110000|32374.050747970155|110000|-625.9492520298462
-1.0|60000|17932.914631044987|60000|-67.08536895501285
-1.0|50000|16338.846363884135|50000|1338.8463638841345
1.0|100000|29437.370965351907|100000|-562.6290346480945
1.0|140000|40340.87717887187|140000|-1659.1228211281282
1.0|120000|36735.64062650113|120000|735.6406265011346
-1.0|80000|24339.66879845791|80000|339.6687984579119
1.0|160000|50214.489135105934|160000|2214.4891351059377
1.0|270000|81796.71689555419|270000|796.7168955541813
1.0|90000|29106.906979926924|90000|2106.906979926925
1.0|100000|30607.493318271234|100000|607.4933182712357
1.0|140000|37412.156713413424|140000|-4587.843286586574
-1.0|80000|26543.268858032847|80000|2543.2688580328468
-1.0|70000|22826.750861378627|70000|1826.7508613786256
1.0|120000|39500.27174734398|120000|3500.271747343978
-1.0|40000|7148.569598420277|40000|-4851.430401579723
1.0|140000|40130.32493717429|140000|-1869.6750628257064
-1.0|60000|15651.057044419367|60000|-2348.942955580633
1.0|110000|34219.23540417104|110000|1219.2354041710425
1.0|130000|40501.45845588168|130000|1501.458455881677
1.0|110000|31113.182183957357|110000|-1886.817816042644
1.0|100000|31551.894000704397|100000|1551.8940007043957
-1.0|80000|27292.28952602609|80000|3292.289526026087
-1.0|50000|18323.311059436393|50000|3323.3110594363934
1.0|100000|30363.19080472377|100000|363.19080472376896
-1.0|70000|27349.554153596862|70000|6349.554153596861
-1.0|70000|21226.103463339907|70000|226.10346333990807
-1.0|80000|23998.010863690684|80000|-1.989136309315186
-1.0|80000|19407.556269869085|80000|-4592.443730130916
1.0|150000|45843.46771165524|150000|843.4677116552404
1.0|110000|32497.29936838898|110000|-502.70063161101956
1.0|100000|29936.64848683977|100000|-63.35151316023004
1.0|160000|45427.6954967297|160000|-2572.3045032702994
1.0|130000|39359.229804525094|130000|359.2298045250922
1.0|90000|30951.77814820601|90000|3951.778148206008
-1.0|70000|24629.35327575601|70000|3629.3532757560088
-1.0|70000|24568.39670548176|70000|3568.3967054817576
-1.0|60000|13988.070547819423|60000|-4011.9294521805764
1.0|170000|54093.72452372168|170000|3093.7245237216744
1.0|110000|32675.668404654447|110000|-324.3315953455516
-1.0|90000|20589.063922872017|90000|-6410.936077127981
1.0|110000|35566.78612434998|110000|2566.786124349977
1.0|230000|68192.63747728904|230000|-807.3625227109519
-1.0|30000|7709.537077804952|30000|-1290.4629221950483
-1.0|50000|14557.406947587433|50000|-442.5930524125678
1.0|120000|38070.07027688825|120000|2070.0702768882466
-1.0|70000|23254.296324925286|70000|2254.2963249252857
-1.0|80000|25502.445028784332|80000|1502.445028784333
1.0|150000|44419.92327886684|150000|-580.0767211331653
1.0|110000|33389.73648394955|110000|389.73648394954745
1.0|130000|40036.44172642195|130000|1036.4417264219496
1.0|90000|29325.084200392652|90000|2325.0842003926527
1.0|140000|42597.966260267305|140000|597.9662602673069
1.0|120000|43619.031981394175|120000|7619.031981394178
-1.0|90000|24284.316979354247|90000|-2715.6830206457535
1.0|120000|37980.218687553584|120000|1980.2186875535824
1.0|100000|29651.315140030674|100000|-348.68485996932486
1.0|170000|48379.26703522263|170000|-2620.732964777376
1.0|110000|31735.452146737487|110000|-1264.5478532625148
-1.0|60000|21072.647997406253|60000|3072.647997406253
1.0|100000|26546.733201983632|100000|-3453.266798016367
1.0|90000|30163.95718520379|90000|3163.9571852037916
-1.0|90000|25424.294936703685|90000|-1575.7050632963144
1.0|110000|31982.71713423711|110000|-1017.2828657628883
1.0|100000|28014.53104451102|100000|-1985.4689554889803
1.0|130000|39590.463018041395|130000|590.4630180413942
-1.0|60000|20782.45215625546|60000|2782.4521562554587
1.0|170000|47480.573153019235|170000|-3519.426846980767
1.0|120000|40951.98870259817|120000|4951.988702598171
-1.0|80000|27450.023903855807|80000|3450.0239038558057
-1.0|40000|11624.044138543619|40000|-375.95586145638066
1.0|140000|41348.318676745774|140000|-651.6813232542254
1.0|100000|27636.98789130023|100000|-2363.012108699773
1.0|110000|32653.72300105477|110000|-346.27699894523136
1.0|150000|46829.685558347664|150000|1829.6855583476618
1.0|100000|34827.37382407824|100000|4827.373824078239
-1.0|40000|12797.043364486168|40000|797.0433644861679
1.0|110000|33584.02546862862|110000|584.0254686286174
1.0|120000|37463.68204576081|120000|1463.6820457608108
1.0|120000|32286.0428290658|120000|-3713.9571709342013
1.0|120000|40001.40459353851|120000|4001.4045935385057
1.0|130000|39845.26861350861|130000|845.2686135086116
1.0|120000|37700.27438389008|120000|1700.2743838900817
-1.0|60000|21311.965228732268|60000|3311.965228732267
-1.0|80000|23049.83418826324|80000|-950.1658117367577
1.0|90000|32902.455131367016|90000|5902.4551313670145
-1.0|90000|25913.30807664956|90000|-1086.6919233504427
-1.0|90000|24896.559662993397|90000|-2103.4403370066025
1.0|100000|29501.29999955683|100000|-498.7000004431686
-1.0|70000|19685.970794575573|70000|-1314.0292054244283
1.0|120000|36024.93492601676|120000|24.934926016756645
-1.0|90000|25954.271774341683|90000|-1045.7282256583173
1.0|140000|41458.42837245743|140000|-541.5716275425729
-1.0|90000|26167.296161342878|90000|-832.7038386571214
1.0|100000|28334.014685450355|100000|-1665.9853145496447
1.0|140000|39437.80979276462|140000|-2562.19020723538
1.0|100000|29656.149653864206|100000|-343.85034613579404
1.0|90000|28880.418657641014|90000|1880.418657641013
-1.0|80000|20352.646454064845|80000|-3647.353545935154
-1.0|80000|22101.98906913698|80000|-1898.0109308630185
1.0|120000|36028.28140483173|120000|28.281404831733457
1.0|110000|34384.01489423186|110000|1384.0148942318615
-1.0|60000|20389.337638088517|60000|2389.3376380885156
1.0|140000|40854.46262643657|140000|-1145.537373563427
1.0|120000|36985.53743781584|120000|985.537437815841
