"LSAT"|"sex"|"race_nonwhite"|"lsat0"|"weighted_sense_cols"|"weighted_u"|"pred_LSAT"
"4410"|40|"Female"|"White"|1.82535438840156|1.78796203355344|5.01992176237924e-06|37.089037540906
"4432"|42|"Female"|"White"|1.82535438840156|1.78796203355344|6.33108523684611e-06|37.0890861707292
"4441"|44|"Female"|"White"|1.82535438840156|1.78796203355344|1.87534612998203e-05|37.0895469081671
"4445"|42|"Male"|"White"|1.82535438840156|1.80264037991559|1.28640027079953e-06|37.6373178691743
"4453"|39|"Male"|"White"|1.82535438840156|1.80264037991559|4.42048297966742e-06|37.6374358278263
"4467"|43|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|5.46611909714695e-06|32.8401926208224
"4475"|47|"Female"|"White"|1.82535438840156|1.78796203355344|-4.87401353326881e-06|37.0886705861837
"4481"|47|"Male"|"White"|1.82535438840156|1.80264037991559|9.39810161125173e-06|37.6376231730944
"4490"|34|"Female"|"White"|1.82535438840156|1.78796203355344|8.28663690349574e-06|37.0891587004244
"4495"|32|"Male"|"White"|1.82535438840156|1.80264037991559|8.19567258610596e-06|37.637577916551
"4504"|41|"Female"|"White"|1.82535438840156|1.78796203355344|-7.26581596558883e-07|37.0888244092396
"4509"|34|"Female"|"White"|1.82535438840156|1.78796203355344|2.9914843239925e-06|37.08896230819
"4526"|36|"Male"|"White"|1.82535438840156|1.80264037991559|-2.20890770249236e-06|37.637186315387
"4563"|38|"Female"|"White"|1.82535438840156|1.78796203355344|-6.03693850387054e-06|37.0886274548676
"4581"|28|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|-9.69553812821879e-06|32.3611827728336
"4591"|42|"Female"|"White"|1.82535438840156|1.78796203355344|-4.07307628313401e-06|37.0887002918934
"4599"|34|"Female"|"White"|1.82535438840156|1.78796203355344|9.66795003231954e-06|37.0892099322016
"4608"|25|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|2.5528991723618e-07|32.8400214966343
"4622"|47|"Male"|"White"|1.82535438840156|1.80264037991559|3.20622890164049e-06|37.6373901264441
"4626"|41|"Male"|"White"|1.82535438840156|1.80264037991559|-2.58979988398804e-06|37.6371719796797
"4629"|37|"Male"|"White"|1.82535438840156|1.80264037991559|3.05978815792989e-06|37.6373846147971
"4639"|39|"Male"|"White"|1.82535438840156|1.80264037991559|-4.8218695862257e-06|37.6370879709822
"4640"|38|"Male"|"White"|1.82535438840156|1.80264037991559|-7.07363708549806e-06|37.6370032211062
"4653"|36|"Male"|"White"|1.82535438840156|1.80264037991559|1.00654367018272e-05|37.6376482900094
"4664"|38|"Female"|"White"|1.82535438840156|1.78796203355344|-5.61019574492983e-06|37.0886432821742
"4668"|26|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|7.26949975303417e-06|32.8402518442439
"4681"|34|"Female"|"White"|1.82535438840156|1.78796203355344|-1.24772578507686e-06|37.0888050806193
"4692"|38|"Male"|"White"|1.82535438840156|1.80264037991559|5.73848927329817e-06|37.6374854342363
"4702"|39|"Female"|"White"|1.82535438840156|1.78796203355344|2.29430345643773e-06|37.0889364504841
"4708"|35|"Male"|"White"|1.82535438840156|1.80264037991559|4.23819205488338e-06|37.6374289668639
"4728"|34|"Male"|"White"|1.82535438840156|1.80264037991559|5.76581643764123e-06|37.637486462762
"4733"|40|"Female"|"White"|1.82535438840156|1.78796203355344|-9.80081689082951e-07|37.0888150072203
"4740"|42|"Male"|"White"|1.82535438840156|1.80264037991559|-8.08537217210245e-06|37.6369651424487
"4753"|38|"Male"|"White"|1.82535438840156|1.80264037991559|7.81808880247825e-06|37.6375637052147
"4777"|37|"Male"|"White"|1.82535438840156|1.80264037991559|-1.95806840993724e-06|37.6371957562733
"4781"|36|"Female"|"White"|1.82535438840156|1.78796203355344|8.10524480245938e-06|37.0891519727446
"4797"|27|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|-4.97222444739109e-06|32.3613356252119
"4809"|39|"Male"|"White"|1.82535438840156|1.80264037991559|6.38070267732214e-06|37.6375096055417
"4852"|27|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|-9.5180242243879e-07|32.8399818557198
"4854"|30|"Female"|"White"|1.82535438840156|1.78796203355344|2.26471299656777e-06|37.0889353530054
"4880"|37|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|-1.01978969130969e-05|32.8396782155483
"4884"|40|"Female"|"White"|1.82535438840156|1.78796203355344|3.17879034631188e-06|37.0889692551766
"4907"|26|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|-4.29726183874303e-06|32.3613574679108
"4915"|26|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|8.95783763543184e-06|32.840307289732
"4920"|39|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|1.27559977188011e-05|32.8404320227131
"4924"|33|"Male"|"White"|1.82535438840156|1.80264037991559|-1.14485171564401e-05|37.636838564091
"4943"|37|"Male"|"White"|1.82535438840156|1.80264037991559|-1.08291168762807e-06|37.6372286947326
"4946"|41|"Female"|"White"|1.82535438840156|1.78796203355344|-7.00051401403433e-06|37.0885917171917
"4951"|35|"Female"|"White"|1.82535438840156|1.78796203355344|1.6113451049274e-05|37.0894489915124
"4960"|37|"Male"|"White"|1.82535438840156|1.80264037991559|-2.18144021319945e-06|37.637187349186
"4961"|37|"Male"|"White"|1.82535438840156|1.80264037991559|-5.60376890914982e-06|37.6370585425801
"4972"|39|"Female"|"White"|1.82535438840156|1.78796203355344|-4.17560464261281e-06|37.08869648925
"4978"|33|"Male"|"White"|1.82535438840156|1.80264037991559|-2.01354521199381e-05|37.6365116167423
"4980"|35|"Male"|"White"|1.82535438840156|1.80264037991559|-9.80458719429136e-07|37.6372325507786
"4982"|35|"Male"|"White"|1.82535438840156|1.80264037991559|-5.65861374683095e-06|37.6370564783818
"4997"|33|"Male"|"White"|1.82535438840156|1.80264037991559|-7.30785329940697e-06|37.6369944059108
"4998"|25|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|-9.59612507809069e-06|32.8396979775476
"5009"|26|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|-8.05331981616079e-06|32.3612359170042
"5013"|35|"Female"|"White"|1.82535438840156|1.78796203355344|-5.15924365443136e-07|37.0888322222694
"5017"|30|"Female"|"White"|1.82535438840156|1.78796203355344|-3.57749583574971e-06|37.0887186723327
"5029"|32|"Male"|"White"|1.82535438840156|1.80264037991559|-4.86207407022683e-06|37.6370864578025
"5067"|24|"Male"|"White"|1.82535438840156|1.80264037991559|2.39187544203072e-06|37.6373594763177
"5069"|32|"Male"|"White"|1.82535438840156|1.80264037991559|-1.60501712822925e-05|37.636665372776
"5075"|35|"Female"|"White"|1.82535438840156|1.78796203355344|7.57544498335231e-06|37.0891323229238
"5093"|35|"Male"|"White"|1.82535438840156|1.80264037991559|-2.66724520978148e-06|37.6371690648568
"5113"|37|"Male"|"White"|1.82535438840156|1.80264037991559|-8.73089931848752e-06|37.6369408467738
"5114"|34|"Male"|"White"|1.82535438840156|1.80264037991559|-1.1019031658405e-06|37.637227979946
"5122"|34|"Female"|"White"|1.82535438840156|1.78796203355344|-1.29206351856135e-05|37.0883721488846
"5144"|24|"Male"|"White"|1.82535438840156|1.80264037991559|1.24401474352381e-06|37.6373162738968
"5146"|34|"Male"|"White"|1.82535438840156|1.80264037991559|1.1180006610881e-05|37.637690239823
"5175"|30|"Female"|"White"|1.82535438840156|1.78796203355344|4.46037073742649e-06|37.0890167877028
"5183"|35|"Male"|"White"|1.82535438840156|1.80264037991559|-7.91704777481965e-06|37.6369714776687
"5196"|23|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|8.72513734968996e-06|32.840299647784
"5197"|24|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|6.54473150743432e-06|32.3617083314351
"5198"|20|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|4.91309023186229e-06|32.3616555287792
"5222"|40|"Female"|"White"|1.82535438840156|1.78796203355344|9.8412445382085e-06|37.0892163595585
"5240"|46|"Male"|"White"|1.82535438840156|1.80264037991559|-1.23045687027863e-05|37.636806345031
"5255"|47|"Male"|"White"|1.82535438840156|1.80264037991559|8.55954666783144e-06|37.6375916118926
"5277"|43|"Male"|"White"|1.82535438840156|1.80264037991559|6.32069251672374e-08|37.6372718314857
"5280"|41|"Male"|"White"|1.82535438840156|1.80264037991559|4.79835334123832e-07|37.6372875122456
"5288"|43|"Female"|"White"|1.82535438840156|1.78796203355344|-5.96357733849457e-06|37.0886301757327
"5304"|46|"Male"|"White"|1.82535438840156|1.80264037991559|-2.40528729069304e-06|37.6371789242125
"5316"|37|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|1.61894487509581e-05|32.3620204524667
"5322"|48|"Male"|"White"|1.82535438840156|1.80264037991559|7.77260509523655e-06|37.6375619933188
"5332"|47|"Female"|"White"|1.82535438840156|1.78796203355344|6.93252882290841e-06|37.0891084777289
"5336"|43|"Male"|"White"|1.82535438840156|1.80264037991559|3.31328319432709e-06|37.6373941556885
"5343"|40|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|2.20273616341608e-06|32.8400854508732
"5381"|39|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|-2.40360787244978e-06|32.8399341784898
"5382"|42|"Female"|"White"|1.82535438840156|1.78796203355344|-3.62744532099875e-07|37.088837903531
"5386"|43|"Female"|"White"|1.82535438840156|1.78796203355344|2.54277539530969e-06|37.0889456660452
"5387"|41|"Male"|"White"|1.82535438840156|1.80264037991559|8.15288943547322e-06|37.6375763062969
"5397"|40|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|-3.04186253113464e-06|32.8399132182555
"5398"|41|"Female"|"White"|1.82535438840156|1.78796203355344|-5.80641494455722e-06|37.088636004671
"5404"|35|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|-2.05355352307713e-06|32.8399456742536
"5425"|39|"Male"|"White"|1.82535438840156|1.80264037991559|-9.78363159741799e-06|37.6369012251722
"5431"|42|"Male"|"White"|1.82535438840156|1.80264037991559|-1.85304050003917e-06|37.6371997092295
"5440"|39|"Male"|"White"|1.82535438840156|1.80264037991559|-1.80185197219999e-05|37.6365912907774
"5441"|48|"Male"|"White"|1.82535438840156|1.80264037991559|-1.1029923430033e-05|37.6368543186388
"5443"|40|"Female"|"White"|1.82535438840156|1.78796203355344|4.60726863782039e-06|37.0890222360019
"5459"|45|"Female"|"White"|1.82535438840156|1.78796203355344|-3.96486402365419e-06|37.0887043053457
"5463"|48|"Male"|"White"|1.82535438840156|1.80264037991559|3.60011171520047e-06|37.6374049511681
"5465"|45|"Female"|"White"|1.82535438840156|1.78796203355344|-2.36604098326948e-06|37.0887636036681
"5466"|40|"Male"|"White"|1.82535438840156|1.80264037991559|-2.30671312554463e-05|37.6364012787282
"5469"|44|"Female"|"White"|1.82535438840156|1.78796203355344|1.79580401484619e-05|37.0895174063688
"5474"|35|"Male"|"White"|1.82535438840156|1.80264037991559|1.06032224573149e-05|37.637668531006
"5482"|46|"Female"|"White"|1.82535438840156|1.78796203355344|-9.6948902473669e-06|37.0884917867063
"5496"|37|"Male"|"White"|1.82535438840156|1.80264037991559|-5.00399243917657e-06|37.637081116409
"5507"|44|"Female"|"White"|1.82535438840156|1.78796203355344|9.68547775105285e-06|37.0892105822909
"5509"|48|"Male"|"White"|1.82535438840156|1.80264037991559|-6.32867605494388e-06|37.6370312592173
"5512"|43|"Male"|"White"|1.82535438840156|1.80264037991559|6.26626509950833e-06|37.6375052983965
"5519"|46|"Female"|"White"|1.82535438840156|1.78796203355344|3.27371597268931e-06|37.0889727758704
"5521"|42|"Male"|"White"|1.82535438840156|1.80264037991559|1.78492639958867e-06|37.6373366323653
"5524"|46|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|1.68679250663161e-05|32.8405670604613
"5533"|40|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|1.04779805948372e-05|32.8403572117319
"5572"|36|"Male"|"White"|1.82535438840156|1.80264037991559|-1.40060763555738e-05|37.6367423057714
"5573"|30|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|7.17404585190924e-06|32.8402487095139
"5602"|40|"Male"|"White"|1.82535438840156|1.80264037991559|9.46081723105622e-06|37.6376255335613
"5606"|37|"Female"|"White"|1.82535438840156|1.78796203355344|3.18737776854047e-06|37.0889695736753
"5608"|34|"Male"|"White"|1.82535438840156|1.80264037991559|3.34941724369524e-06|37.63739551568
"5642"|36|"Male"|"White"|1.82535438840156|1.80264037991559|-9.34260535036892e-06|37.6369178240371
"5643"|28|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|7.08727587707577e-06|32.3617258891026
"5646"|39|"Female"|"White"|1.82535438840156|1.78796203355344|-1.07088233877843e-06|37.088811639532
"5656"|37|"Female"|"White"|1.82535438840156|1.78796203355344|-4.76448868819751e-06|37.0886746483148
"5658"|37|"Male"|"White"|1.82535438840156|1.80264037991559|-2.23016743443452e-06|37.6371855152305
"5674"|35|"Male"|"White"|1.82535438840156|1.80264037991559|-4.42603611420386e-06|37.6371028690044
"5686"|39|"Female"|"White"|1.82535438840156|1.78796203355344|2.03671429497026e-05|37.0896067589367
"5695"|36|"Male"|"White"|1.82535438840156|1.80264037991559|7.2355494146992e-06|37.6375417798577
"5707"|29|"Female"|"White"|1.82535438840156|1.78796203355344|1.28276355274706e-05|37.0893271226254
"5708"|37|"Male"|"White"|1.82535438840156|1.80264037991559|-6.74126714709377e-06|37.6370157305167
"5711"|35|"Female"|"White"|1.82535438840156|1.78796203355344|-1.90465341175774e-05|37.0881449499612
"5713"|30|"Female"|"White"|1.82535438840156|1.78796203355344|1.27803553086829e-05|37.0893253690339
"5722"|39|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|-4.91432150208978e-06|32.839851726923
"5725"|40|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|-7.5686026518831e-06|32.3612516030545
"5728"|32|"Male"|"White"|1.82535438840156|1.80264037991559|1.42371454204053e-05|37.6378053036424
"5731"|41|"Female"|"White"|1.82535438840156|1.78796203355344|3.78855885168694e-06|37.0889918708689
"5739"|35|"Male"|"White"|1.82535438840156|1.80264037991559|5.42626251876882e-06|37.6374736828082
"5771"|31|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|-6.56979525693223e-06|32.8397973614553
"5775"|44|"Male"|"White"|1.82535438840156|1.80264037991559|4.1276642949699e-06|37.6374248068834
"5784"|38|"Female"|"White"|1.82535438840156|1.78796203355344|3.04786961735146e-06|37.0889643994621
"5809"|41|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|1.1187784883882e-05|32.8403805219665
"5810"|35|"Female"|"White"|1.82535438840156|1.78796203355344|3.73375014498889e-07|37.0888652053596
"5823"|41|"Male"|"White"|1.82535438840156|1.80264037991559|7.49453523661784e-06|37.6375515274487
"5834"|45|"Male"|"White"|1.82535438840156|1.80264037991559|4.84502635439653e-06|37.6374518065537
"5843"|39|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|1.09869193463945e-05|32.8403739254665
"5844"|42|"Male"|"White"|1.82535438840156|1.80264037991559|1.78903510461169e-06|37.6373367870061
"5856"|39|"Male"|"White"|1.82535438840156|1.80264037991559|-7.54823296809313e-06|37.6369853587436
"5861"|38|"Male"|"White"|1.82535438840156|1.80264037991559|3.19117811987808e-06|37.637389559972
"5888"|42|"Female"|"White"|1.82535438840156|1.78796203355344|2.59871274519755e-06|37.0889477407026
"5895"|40|"Female"|"White"|1.82535438840156|1.78796203355344|-3.02273128359681e-06|37.0887392478448
"5903"|23|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|-1.33446246619735e-05|32.3610646842928
"5904"|33|"Female"|"White"|1.82535438840156|1.78796203355344|1.68251629767152e-06|37.088913759956
"5909"|33|"Female"|"White"|1.82535438840156|1.78796203355344|-8.7353151180176e-06|37.0885273759177
"5919"|33|"Male"|"White"|1.82535438840156|1.80264037991559|-6.23044107639477e-06|37.6370349564904
"5928"|36|"Female"|"White"|1.82535438840156|1.78796203355344|-1.27303236313433e-05|37.088379207231
"5932"|42|"Female"|"White"|1.82535438840156|1.78796203355344|6.51895847618974e-06|37.0890931387766
"5963"|35|"Female"|"White"|1.82535438840156|1.78796203355344|5.9154369873801e-06|37.0890707547187
"5986"|39|"Female"|"White"|1.82535438840156|1.78796203355344|6.18098649892635e-07|37.0888742818826
"5994"|33|"Female"|"White"|1.82535438840156|1.78796203355344|-1.46022848340912e-05|37.0883097792891
"6034"|36|"Male"|"White"|1.82535438840156|1.80264037991559|6.46005240295632e-06|37.6375125920678
"6038"|27|"Male"|"White"|1.82535438840156|1.80264037991559|1.55572896026013e-07|37.637275307889
"6047"|35|"Female"|"White"|1.82535438840156|1.78796203355344|-6.516085211833e-06|37.0886096839781
"6089"|40|"Male"|"White"|1.82535438840156|1.80264037991559|7.90216215344724e-07|37.6372991941419
"6102"|33|"Female"|"White"|1.82535438840156|1.78796203355344|-8.26363405628611e-06|37.0885448698778
"6106"|41|"Male"|"White"|1.82535438840156|1.80264037991559|6.567181214632e-06|37.6375166241301
"6121"|36|"Male"|"White"|1.82535438840156|1.80264037991559|7.6404239723541e-06|37.6375570183439
"6122"|30|"Female"|"White"|1.82535438840156|1.78796203355344|4.79854126227789e-06|37.0890293301172
"6143"|32|"Male"|"White"|1.82535438840156|1.80264037991559|-1.004496041463e-06|37.6372316460804
"6169"|32|"Male"|"White"|1.82535438840156|1.80264037991559|-1.11934338040327e-05|37.6368481646232
"6176"|30|"Male"|"White"|1.82535438840156|1.80264037991559|2.93342585427065e-06|37.6373798588508
"6177"|35|"Male"|"White"|1.82535438840156|1.80264037991559|1.2057176483897e-06|37.6373148324969
"6191"|34|"Female"|"White"|1.82535438840156|1.78796203355344|1.0781544228194e-05|37.0892512345535
"6198"|39|"Female"|"White"|1.82535438840156|1.78796203355344|-6.03384075922821e-06|37.0886275697587
"6217"|32|"Female"|"White"|1.82535438840156|1.78796203355344|-3.89669927827893e-06|37.0887068334879
"6229"|22|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|2.07988060954777e-06|32.3615638415552
"6234"|32|"Female"|"White"|1.82535438840156|1.78796203355344|-8.15457770558833e-07|37.0888211129269
"6241"|34|"Female"|"White"|1.82535438840156|1.78796203355344|7.1710905923597e-06|37.0891173257733
"6244"|32|"Female"|"White"|1.82535438840156|1.78796203355344|-1.86867674413648e-06|37.0887820502973
"6250"|35|"Male"|"White"|1.82535438840156|1.80264037991559|6.81505955884467e-07|37.6372951025816
"6256"|35|"Male"|"White"|1.82535438840156|1.80264037991559|2.53397873228059e-06|37.6373648247107
"6257"|22|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|1.22188163988283e-06|32.3615360753787
"6298"|38|"Male"|"White"|1.82535438840156|1.80264037991559|4.5685768572181e-06|37.6374414017005
"6300"|36|"Female"|"White"|1.82535438840156|1.78796203355344|-1.76966879578739e-05|37.088195013285
"6312"|32|"Female"|"White"|1.82535438840156|1.78796203355344|-1.2237762857589e-06|37.0888059688776
"6317"|25|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|7.17688815736033e-06|32.3617287891107
"6318"|34|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|5.79330771440951e-07|32.8400321381446
"6328"|25|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|-2.04841675986438e-06|32.3614302436721
"6339"|27|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|1.01950407713123e-05|32.3618264618945
"6348"|34|"Male"|"White"|1.82535438840156|1.80264037991559|-5.77339673183817e-07|37.637247723067
"6362"|38|"Male"|"White"|1.82535438840156|1.80264037991559|-5.16671125068654e-06|37.6370749921484
"6364"|31|"Male"|"White"|1.82535438840156|1.80264037991559|-1.11268290958495e-05|37.6368506714146
"6368"|40|"Male"|"White"|1.82535438840156|1.80264037991559|-3.2194840582658e-06|37.6371482801556
"6370"|36|"Male"|"White"|1.82535438840156|1.80264037991559|-3.06535358318532e-07|37.6372579153974
"6407"|27|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|-1.37494907922774e-06|32.3614520380568
"6409"|33|"Male"|"White"|1.82535438840156|1.80264037991559|8.85817857671202e-06|37.6376028516801
"6431"|37|"Female"|"White"|1.82535438840156|1.78796203355344|3.17602347444247e-07|37.0888631368147
"6436"|37|"Male"|"White"|1.82535438840156|1.80264037991559|6.90812616592838e-07|37.6372954528591
"6440"|37|"Female"|"White"|1.82535438840156|1.78796203355344|-3.90144090373417e-06|37.0887066576271
"6445"|33|"Male"|"White"|1.82535438840156|1.80264037991559|-6.38671921106065e-07|37.63724541469
"6448"|40|"Female"|"White"|1.82535438840156|1.78796203355344|1.09962106428012e-05|37.089259196371
"6456"|36|"Male"|"White"|1.82535438840156|1.80264037991559|1.37731806897636e-06|37.6373212910765
"6459"|40|"Female"|"White"|1.82535438840156|1.78796203355344|-7.24800361483783e-06|37.0885825381521
"6473"|35|"Female"|"White"|1.82535438840156|1.78796203355344|5.55773000733592e-06|37.0890574877015
"6502"|36|"Female"|"White"|1.82535438840156|1.78796203355344|-4.19707589451623e-06|37.0886956929093
"6527"|41|"Male"|"White"|1.82535438840156|1.80264037991559|4.46727144180147e-06|37.6374375888241
"6528"|39|"Female"|"White"|1.82535438840156|1.78796203355344|-2.15687313542167e-06|37.0887713614458
"6530"|39|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|9.53948846964516e-06|32.8403263913297
"6549"|35|"Female"|"White"|1.82535438840156|1.78796203355344|-8.52010440349017e-06|37.088535357767
"6595"|40|"Male"|"White"|1.82535438840156|1.80264037991559|1.87890274239582e-06|37.6373401693848
"6608"|36|"Male"|"White"|1.82535438840156|1.80264037991559|6.41318858748764e-06|37.6375108282304
"6644"|35|"Male"|"White"|1.82535438840156|1.80264037991559|-4.18527183804672e-08|37.6372678773275
"6666"|30|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|5.46108852870308e-06|32.3616732629161
"6680"|34|"Male"|"White"|1.82535438840156|1.80264037991559|-3.79900115778098e-06|37.6371264687909
"6691"|29|"Female"|"White"|1.82535438840156|1.78796203355344|-1.08170767716949e-06|37.0888112380331
"6692"|40|"Male"|"White"|1.82535438840156|1.80264037991559|-6.6517161194506e-06|37.6370191009503
"6693"|32|"Male"|"White"|1.82535438840156|1.80264037991559|-5.49331808617359e-06|37.6370626996244
"6696"|28|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|7.26090285503481e-07|32.3615200308129
"6702"|35|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|-3.32918542705667e-06|32.8399037825979
"6706"|34|"Male"|"White"|1.82535438840156|1.80264037991559|6.3864065728323e-09|37.6372696929164
"6717"|36|"Male"|"White"|1.82535438840156|1.80264037991559|-1.76164134912579e-06|37.6372031492378
"6725"|39|"Male"|"White"|1.82535438840156|1.80264037991559|-4.15564332814913e-06|37.6371130458068
"6737"|30|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|-2.61827414999915e-06|32.8399271288641
"6739"|26|"Male"|"White"|1.82535438840156|1.80264037991559|1.93399760454338e-06|37.6373422430089
"6744"|35|"Male"|"White"|1.82535438840156|1.80264037991559|-1.41579528603169e-05|37.636736589635
"6777"|35|"Male"|"White"|1.82535438840156|1.80264037991559|2.65240715349598e-06|37.6373692820447
"6787"|35|"Female"|"White"|1.82535438840156|1.78796203355344|-1.64284775109993e-05|37.0882420489512
"6793"|30|"Female"|"White"|1.82535438840156|1.78796203355344|-2.16847314849329e-06|37.0887709312155
"6814"|30|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|9.26798452032746e-07|32.3615265260349
"6829"|37|"Male"|"White"|1.82535438840156|1.80264037991559|7.99845906560987e-07|37.6372995565775
"6834"|35|"Male"|"White"|1.82535438840156|1.80264037991559|-8.4899094312398e-06|37.6369499168971
"6850"|30|"Female"|"White"|1.82535438840156|1.78796203355344|-1.22919159017568e-05|37.0883954670667
"6855"|32|"Female"|"White"|1.82535438840156|1.78796203355344|-4.63388362035282e-06|37.088679492284
"6856"|34|"Male"|"White"|1.82535438840156|1.80264037991559|-1.47392966155431e-05|37.6367147097595
"6866"|32|"Female"|"White"|1.82535438840156|1.78796203355344|-5.87570601668834e-06|37.0886334347597
"6875"|36|"Female"|"White"|1.82535438840156|1.78796203355344|7.62758090169538e-06|37.0891342565998
"6878"|36|"Female"|"White"|1.82535438840156|1.78796203355344|1.79567990599862e-06|37.0889179570715
"6888"|39|"Male"|"White"|1.82535438840156|1.80264037991559|-2.45615651379771e-06|37.6371770096385
"6895"|36|"Male"|"White"|1.82535438840156|1.80264037991559|1.21166106445278e-05|37.637725491452
"6896"|24|"Female"|"White"|1.82535438840156|1.78796203355344|-9.46898923080774e-06|37.0885001650352
"6912"|37|"Male"|"White"|1.82535438840156|1.80264037991559|-3.80160013447068e-06|37.6371263709729
"6914"|38|"Male"|"White"|1.82535438840156|1.80264037991559|4.22699352777765e-06|37.6374285453802
"6932"|26|"Male"|"White"|1.82535438840156|1.80264037991559|5.21292446155984e-06|37.6374656533035
"6943"|28|"Male"|"White"|1.82535438840156|1.80264037991559|4.17153296561333e-06|37.6374264579873
"6948"|42|"Male"|"White"|1.82535438840156|1.80264037991559|-6.54881640572859e-06|37.637022973789
"6957"|38|"Female"|"White"|1.82535438840156|1.78796203355344|-8.25515957017462e-06|37.0885451841841
"6961"|30|"Female"|"White"|1.82535438840156|1.78796203355344|-1.92546589131566e-05|37.0881372309994
"6967"|35|"Male"|"White"|1.82535438840156|1.80264037991559|1.01528022123706e-05|37.6376515782419
"6971"|35|"Female"|"White"|1.82535438840156|1.78796203355344|2.05439148222669e-07|37.0888589768094
"6987"|28|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|-1.14858812425347e-05|32.3611248352647
"6995"|41|"Male"|"White"|1.82535438840156|1.80264037991559|9.88005907769609e-06|37.6376413128322
"7001"|36|"Male"|"White"|1.82535438840156|1.80264037991559|3.07896899394031e-06|37.6373853367136
"7017"|22|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|-7.26920957432201e-06|32.8397743928389
"7018"|36|"Female"|"White"|1.82535438840156|1.78796203355344|-3.69804496533808e-06|37.0887142013202
"7026"|32|"Male"|"White"|1.82535438840156|1.80264037991559|4.52703434740142e-06|37.6374398381468
"7037"|37|"Male"|"White"|1.82535438840156|1.80264037991559|-1.38713183630962e-05|37.6367473776236
"7058"|26|"Male"|"White"|1.82535438840156|1.80264037991559|-1.02541718271809e-05|37.6368835155002
"7060"|30|"Male"|"White"|1.82535438840156|1.80264037991559|1.27743697277856e-05|37.637750248016
"7063"|26|"Female"|"White"|1.82535438840156|1.78796203355344|-3.95565303989011e-06|37.0887046469691
"7071"|31|"Male"|"White"|1.82535438840156|1.80264037991559|-3.56014575651901e-06|37.6371354586229
"7082"|23|"Male"|"White"|1.82535438840156|1.80264037991559|1.44976639576112e-06|37.6373240178376
"7089"|24|"Male"|"White"|1.82535438840156|1.80264037991559|-7.58111518209885e-06|37.6369841211562
"7097"|39|"Female"|"White"|1.82535438840156|1.78796203355344|1.31829226691123e-05|37.0893402999888
"7128"|24|"Male"|"White"|1.82535438840156|1.80264037991559|-2.12041013548146e-06|37.6371896461865
"7132"|22|"Male"|"White"|1.82535438840156|1.80264037991559|2.18416504111934e-06|37.6373516586475
"7139"|18|"Male"|"White"|1.82535438840156|1.80264037991559|-6.39926967737923e-06|37.637028602283
"7144"|38|"Male"|"White"|1.82535438840156|1.80264037991559|-1.18160118919206e-05|37.6368247327535
"7148"|30|"Male"|"White"|1.82535438840156|1.80264037991559|-1.05828452880494e-05|37.6368711452575
"7169"|39|"Female"|"White"|1.82535438840156|1.78796203355344|1.49997022800342e-05|37.0894076832072
